         0, 2147483647,  1006, 2.16218128115073013E+304
         1,     130816,  1006, 2.16218128115073013E+304
         2,     130816,  1006, 2.16218128115073013E+304
         3,     130816,  1006, 2.16218128115073013E+304
         4,     130816,  1006, 2.16218128115073013E+304
         5,     130816,  1006, 2.16218128115073013E+304
         6,     130816,  1006, 2.16218128115073013E+304
         7,     130816,  1006, 2.16218128115073013E+304
         8,     130816,  1006, 2.16218128115073013E+304
         9,     113059,  1006, 2.16218128115073013E+304
        10,       1940,  1006, 2.16218128115073013E+304
        11,          0,  1006, 2.16218128115073013E+304
11,  1006,    1161527, 2.77154257596075235E-014
