         0, 2147483647,  1006, 1.65742186373397939E+304
         1,     130816,  1006, 1.65742186373397939E+304
         2,     130816,  1006, 1.65742186373397939E+304
         3,     130816,  1006, 1.65742186373397939E+304
         4,     130816,  1006, 1.65742186373397939E+304
         5,     130816,  1006, 1.65742186373397939E+304
         6,     130816,  1006, 1.65742186373397939E+304
         7,     130816,  1006, 1.65742186373397939E+304
         8,     130767,  1006, 1.65742186373397939E+304
         9,      53681,  1006, 1.65742186373397939E+304
        10,          0,  1006, 1.65742186373397939E+304
10,  1006,    1100160, 2.82989386529951378E-014
