"TRANSF", "SWEEP", "off(A)"
          0,  0, 8.13954085875972795E+002
          1,  1, 8.13954004776426202E+002
        256,  1, 8.07651938087898496E+002
        512,  1, 8.01099249368168611E+002
        768,  1, 7.94921980395613915E+002
       1024,  1, 7.88369791799323808E+002
       1280,  1, 7.82578228079344816E+002
       1536,  1, 7.76697811772562882E+002
       1792,  1, 7.72291618960917332E+002
       2048,  1, 7.68078561949895693E+002
       2304,  1, 7.62165906971586554E+002
       2560,  1, 7.58179366383884163E+002
       2816,  1, 7.51895424523792923E+002
       3072,  1, 7.46139811740764611E+002
       3328,  1, 7.41094801548467335E+002
       3584,  1, 7.37833923862792287E+002
       3840,  1, 7.33359471844738961E+002
       4096,  1, 7.28626135575659840E+002
       4352,  1, 7.23342405666960603E+002
       4608,  1, 7.20458490495350053E+002
       4864,  1, 7.16206107817161353E+002
       5120,  1, 7.12908209510156589E+002
       5376,  1, 7.09585610043294523E+002
       5632,  1, 7.06246426776545834E+002
       5888,  1, 7.02595243844356657E+002
       6144,  1, 6.99804129536375369E+002
       6400,  1, 6.96388887319062409E+002
       6656,  1, 6.93421788290293464E+002
       6912,  1, 6.90596904473948511E+002
       7168,  1, 6.87114940290634737E+002
       7424,  1, 6.83945466088847262E+002
       7680,  1, 6.80984644992512578E+002
       7936,  1, 6.78432912307554937E+002
       8192,  1, 6.75424645807610783E+002
       8448,  1, 6.72500968900008116E+002
       8704,  1, 6.69865100035635374E+002
       8960,  1, 6.66855636310634718E+002
       9216,  1, 6.64059445268537119E+002
       9472,  1, 6.61203878624729809E+002
       9728,  1, 6.58468830365168689E+002
       9984,  1, 6.56268829760415299E+002
      10240,  1, 6.54218535950394054E+002
      10496,  1, 6.51680281588127844E+002
      10752,  1, 6.49465902329909937E+002
      11008,  1, 6.46696522212629887E+002
      11264,  1, 6.44801382579722183E+002
      11520,  1, 6.42968827635798161E+002
      11776,  1, 6.41135613670651515E+002
      12032,  1, 6.39041814323199502E+002
      12288,  1, 6.36879291550201891E+002
      12544,  1, 6.34438043931608415E+002
      12800,  1, 6.31814500542508115E+002
      13056,  1, 6.29517401290311883E+002
      13312,  1, 6.27984125679594360E+002
      13568,  1, 6.26527764954376532E+002
      13824,  1, 6.24836902839494676E+002
      14080,  1, 6.23308994671718583E+002
      14336,  1, 6.21571536177728690E+002
      14592,  1, 6.19990978361669903E+002
      14848,  1, 6.18189625308970721E+002
      15104,  1, 6.16927586535632390E+002
      15360,  1, 6.15878595376152606E+002
      15616,  1, 6.13993528953874591E+002
      15872,  1, 6.12646977876763537E+002
      16128,  1, 6.11642674757211170E+002
      16384,  1, 6.10701177880085988E+002
      16640,  1, 6.08878322907517390E+002
      16896,  1, 6.06542520020495400E+002
      17152,  1, 6.05068181251092578E+002
      17408,  1, 6.02595389298454083E+002
      17664,  1, 6.00120604548037956E+002
      17920,  1, 5.98454775675064122E+002
      18176,  1, 5.96601500621789587E+002
      18432,  1, 5.94724942328127231E+002
      18688,  1, 5.93411264677665218E+002
      18944,  1, 5.91691343889331309E+002
      19200,  1, 5.90454980254678503E+002
      19456,  1, 5.89480737548948544E+002
      19712,  1, 5.88280584774266237E+002
      19968,  1, 5.87065496299486564E+002
      20224,  1, 5.86197209263037158E+002
      20480,  1, 5.85041905544788204E+002
      20736,  1, 5.84059225573591180E+002
      20992,  1, 5.83185372340877254E+002
      21248,  1, 5.82219420002684273E+002
      21504,  1, 5.81320831186455035E+002
      21760,  1, 5.80381573316277747E+002
      22016,  1, 5.79788743829948184E+002
      22272,  1, 5.79025162847113092E+002
      22528,  1, 5.78200034628292261E+002
      22784,  1, 5.77356171920156011E+002
      23040,  1, 5.76567176576157869E+002
      23296,  1, 5.75906132817325485E+002
      23552,  1, 5.75130602083019404E+002
      23808,  1, 5.74595261989136909E+002
      24064,  1, 5.73796111488912245E+002
      24320,  1, 5.73217612084076966E+002
      24576,  1, 5.72700342376540632E+002
      24832,  1, 5.71945639427014467E+002
      25088,  1, 5.71265663777684198E+002
      25344,  1, 5.70808576866262445E+002
      25600,  1, 5.70269321611748827E+002
      25856,  1, 5.69585534125949501E+002
      26112,  1, 5.69043284345991262E+002
      26368,  1, 5.68615908146061458E+002
      26624,  1, 5.67728601031491363E+002
      26880,  1, 5.67240841838241608E+002
      27136,  1, 5.66756613118223671E+002
      27392,  1, 5.66286517314003521E+002
      27648,  1, 5.65753323185174027E+002
      27904,  1, 5.65259025288163063E+002
      28160,  1, 5.64825945577867123E+002
      28416,  1, 5.64364375155517071E+002
      28672,  1, 5.63874162621676822E+002
      28928,  1, 5.63554392642288655E+002
      29184,  1, 5.63082443762829069E+002
      29440,  1, 5.62630797501007204E+002
      29696,  1, 5.62383787485372008E+002
      29952,  1, 5.62091056986766324E+002
      30208,  1, 5.61783403101839188E+002
      30464,  1, 5.61651312456259529E+002
      30720,  1, 5.61242504027719107E+002
      30976,  1, 5.60876800974253573E+002
      31232,  1, 5.60425597005484911E+002
      31488,  1, 5.60298739522512101E+002
      31744,  1, 5.60054742893627965E+002
      32000,  1, 5.59835900957685380E+002
      32256,  1, 5.59622102410421654E+002
      32512,  1, 5.59320804954267784E+002
      32768,  1, 5.59138869708565791E+002
      33024,  1, 5.49275657113376827E+002
      33280,  1, 5.41014450171667155E+002
      33536,  1, 5.31265186669449152E+002
      33792,  1, 5.24228992975241364E+002
      34048,  1, 5.16652353098949346E+002
      34304,  1, 5.10278405171481577E+002
      34560,  1, 5.02713823755160475E+002
      34816,  1, 4.96666276455698981E+002
