"TRANSF", "SWEEP", "off(A)"
          0,  0, 5.17966796883682843E+002
          1,  1, 5.17966634314036757E+002
        256,  1, 5.14916588043908739E+002
        512,  1, 5.12250252195616251E+002
        768,  1, 5.08366851737890047E+002
       1024,  1, 5.04535311025007808E+002
       1280,  1, 5.01670592494289438E+002
       1536,  1, 4.97879535599091783E+002
       1792,  1, 4.95171882864802074E+002
       2048,  1, 4.91866237226469716E+002
       2304,  1, 4.89887718096038171E+002
       2560,  1, 4.87305276975408363E+002
       2816,  1, 4.84723339334910392E+002
       3072,  1, 4.82063355615959712E+002
       3328,  1, 4.79411070718007604E+002
       3584,  1, 4.77288609988162483E+002
       3840,  1, 4.75089584691288088E+002
       4096,  1, 4.72325184231917447E+002
       4352,  1, 4.69853460030575622E+002
       4608,  1, 4.67531122157350228E+002
       4864,  1, 4.64811022628511892E+002
       5120,  1, 4.62674614808443313E+002
       5376,  1, 4.59615130187362820E+002
       5632,  1, 4.57625642430059443E+002
       5888,  1, 4.55845752765062598E+002
       6144,  1, 4.53852610978530631E+002
       6400,  1, 4.52221884291694201E+002
       6656,  1, 4.50593205460903787E+002
       6912,  1, 4.48980869222950123E+002
       7168,  1, 4.47518247449054865E+002
       7424,  1, 4.46139618900648011E+002
       7680,  1, 4.45005423357447925E+002
       7936,  1, 4.43712262751696944E+002
       8192,  1, 4.42645831349121615E+002
       8448,  1, 4.41203250123450246E+002
       8704,  1, 4.39327534880076184E+002
       8960,  1, 4.37829986658954959E+002
       9216,  1, 4.36555993983273519E+002
       9472,  1, 4.35225078905103057E+002
       9728,  1, 4.33262812501861496E+002
       9984,  1, 4.31896152674223540E+002
      10240,  1, 4.30445863574978036E+002
      10496,  1, 4.29024108859073009E+002
      10752,  1, 4.27548060469926643E+002
      11008,  1, 4.26154902153926290E+002
      11264,  1, 4.24779004780194113E+002
      11520,  1, 4.23704122875059469E+002
      11776,  1, 4.22513100899628710E+002
      12032,  1, 4.21724075120014141E+002
      12288,  1, 4.20829266989243374E+002
      12544,  1, 4.19794396328205104E+002
      12800,  1, 4.18398809843307750E+002
      13056,  1, 4.17382800411448747E+002
      13312,  1, 4.16389333301288365E+002
      13568,  1, 4.15155442569707174E+002
      13824,  1, 4.13937591074384226E+002
      14080,  1, 4.12805946476571915E+002
      14336,  1, 4.11770399841815224E+002
      14592,  1, 4.10507954957720617E+002
      14848,  1, 4.09433474161398863E+002
      15104,  1, 4.08638455432128974E+002
      15360,  1, 4.07861090084436734E+002
      15616,  1, 4.06827158546504026E+002
      15872,  1, 4.06034703674843263E+002
      16128,  1, 4.05251207370531877E+002
      16384,  1, 4.04476841083466933E+002
      16640,  1, 4.03073586533583059E+002
      16896,  1, 4.02033818831857550E+002
      17152,  1, 4.00922293284387603E+002
      17408,  1, 3.99869584137965523E+002
      17664,  1, 3.98945849540581724E+002
      17920,  1, 3.97810697943814861E+002
      18176,  1, 3.96823263966340267E+002
      18432,  1, 3.95827745632263251E+002
      18688,  1, 3.95160220786552734E+002
      18944,  1, 3.94301676687578211E+002
      19200,  1, 3.93760015870142839E+002
      19456,  1, 3.93114495066612151E+002
      19712,  1, 3.91945429947284093E+002
      19968,  1, 3.91296028817524510E+002
      20224,  1, 3.90444265681967985E+002
      20480,  1, 3.89384012747291259E+002
      20736,  1, 3.88721593334143036E+002
      20992,  1, 3.88078567344890322E+002
      21248,  1, 3.87396724660578508E+002
      21504,  1, 3.86668129215581382E+002
      21760,  1, 3.86125256007350698E+002
      22016,  1, 3.85605364720245106E+002
      22272,  1, 3.85157868109269155E+002
      22528,  1, 3.84627415839495263E+002
      22784,  1, 3.83988559526701825E+002
      23040,  1, 3.83399938487885263E+002
      23296,  1, 3.82935749335528595E+002
      23552,  1, 3.82586839333897987E+002
      23808,  1, 3.82176093695476191E+002
      24064,  1, 3.81665951151561574E+002
      24320,  1, 3.81182884583992978E+002
      24576,  1, 3.80870087646971503E+002
      24832,  1, 3.80473401274895533E+002
      25088,  1, 3.79999265148597924E+002
      25344,  1, 3.79460382363760321E+002
      25600,  1, 3.79148743473534177E+002
      25856,  1, 3.78663939474626429E+002
      26112,  1, 3.78198317441128995E+002
      26368,  1, 3.77598817664098345E+002
      26624,  1, 3.77177718278394975E+002
      26880,  1, 3.76860508785619004E+002
      27136,  1, 3.76461640496743020E+002
      27392,  1, 3.76168033629075458E+002
      27648,  1, 3.75784711727157304E+002
      27904,  1, 3.75551482573679065E+002
      28160,  1, 3.75330374434322072E+002
      28416,  1, 3.75089238652311886E+002
      28672,  1, 3.74843850847200514E+002
      28928,  1, 3.74624771982855656E+002
      29184,  1, 3.74326809276457658E+002
      29440,  1, 3.74286892375176774E+002
      29696,  1, 3.74019819096397398E+002
      29952,  1, 3.73846622275586307E+002
      30208,  1, 3.73583315061224871E+002
      30464,  1, 3.73240746006392516E+002
      30720,  1, 3.73087986939290755E+002
      30976,  1, 3.72880031440013758E+002
      31232,  1, 3.72768527614638214E+002
      31488,  1, 3.72636999405218565E+002
      31744,  1, 3.72422297877588186E+002
      32000,  1, 3.72351167743701804E+002
      32256,  1, 3.72231343555421897E+002
      32512,  1, 3.72040693234767020E+002
      32768,  1, 3.71983323194814979E+002
      33024,  1, 3.66294439524611756E+002
      33280,  1, 3.60135286388978729E+002
      33536,  1, 3.55748403198504823E+002
      33792,  1, 3.50969996985766708E+002
      34048,  1, 3.47048794798306434E+002
      34304,  1, 3.42716441667813803E+002
      34560,  1, 3.39044632955692199E+002
      34816,  1, 3.34525978929327470E+002
      35072,  1, 3.29444103214627421E+002
      35328,  1, 3.26132652398277038E+002
      35584,  1, 3.22955478470058886E+002
      35840,  1, 3.20031203789132644E+002
      36096,  1, 3.16013320975251977E+002
      36352,  1, 3.12798396645189949E+002
      36608,  1, 3.08975345296111380E+002
      36864,  1, 3.05478940605521657E+002
      37120,  1, 3.02971657506828876E+002
      37376,  1, 2.99864705212236318E+002
      37632,  1, 2.96238028448601176E+002
      37888,  1, 2.93195326961651906E+002
      38144,  1, 2.90426136841496033E+002
      38400,  1, 2.87981914552176603E+002
      38656,  1, 2.86426136849700675E+002
      38912,  1, 2.83175769941698871E+002
      39168,  1, 2.81782474610250432E+002
      39424,  1, 2.80008925115618853E+002
      39680,  1, 2.78521597587411356E+002
      39936,  1, 2.77232885306338172E+002
      40192,  1, 2.75963012791714080E+002
      40448,  1, 2.74403846420359894E+002
      40704,  1, 2.72728406725049466E+002
      40960,  1, 2.71498125278928616E+002
      41216,  1, 2.68993359138204911E+002
      41472,  1, 2.67379129365548345E+002
      41728,  1, 2.65630755245772128E+002
      41984,  1, 2.63953051790966161E+002
      42240,  1, 2.61570282431766741E+002
      42496,  1, 2.59923128037744947E+002
      42752,  1, 2.58916449127496431E+002
      43008,  1, 2.57591059690665896E+002
      43264,  1, 2.56609470713771791E+002
      43520,  1, 2.54576040670827001E+002
      43776,  1, 2.53861759721931047E+002
      44032,  1, 2.52960540789870152E+002
      44288,  1, 2.51749150909648398E+002
      44544,  1, 2.50709679857243587E+002
      44800,  1, 2.49818071756659576E+002
      45056,  1, 2.48913067035390643E+002
      45312,  1, 2.48187851451091105E+002
      45568,  1, 2.47437910729980896E+002
      45824,  1, 2.46655729169909862E+002
      46080,  1, 2.45689696784440002E+002
      46336,  1, 2.44484580982219234E+002
      46592,  1, 2.43746599380324991E+002
      46848,  1, 2.43227884208560535E+002
      47104,  1, 2.42834566943323634E+002
      47360,  1, 2.42465856225029893E+002
      47616,  1, 2.42000820753086703E+002
      47872,  1, 2.41535066293721715E+002
      48128,  1, 2.41221919918400775E+002
      48384,  1, 2.41038972271064429E+002
      48640,  1, 2.40935525301061847E+002
      48896,  1, 2.40590590817255113E+002
      49152,  1, 2.40190912667411565E+002
      49408,  1, 2.33862553310045617E+002
      49664,  1, 2.29338301498413618E+002
      49920,  1, 2.25122488156327665E+002
      50176,  1, 2.22432476250135029E+002
      50432,  1, 2.19321916846982687E+002
      50688,  1, 2.15555494311734007E+002
      50944,  1, 2.10987478375036227E+002
      51200,  1, 2.08581824159039445E+002
      51456,  1, 2.04490875069934171E+002
      51712,  1, 2.00819084032897943E+002
      51968,  1, 1.98139582250951605E+002
      52224,  1, 1.94542033914746783E+002
      52480,  1, 1.92302286405797732E+002
      52736,  1, 1.91152210920030241E+002
      52992,  1, 1.88846360045245612E+002
      53248,  1, 1.86436215965140986E+002
      53504,  1, 1.83371366043988917E+002
      53760,  1, 1.81403320530554759E+002
      54016,  1, 1.78825908109191413E+002
      54272,  1, 1.76570034220562211E+002
      54528,  1, 1.74782363366780467E+002
      54784,  1, 1.73359977895913806E+002
      55040,  1, 1.71946795328175953E+002
      55296,  1, 1.70217518502912365E+002
      55552,  1, 1.68713426906534654E+002
      55808,  1, 1.65862604319769815E+002
      56064,  1, 1.64249223535252674E+002
      56320,  1, 1.62666679912382048E+002
      56576,  1, 1.61680674728117786E+002
      56832,  1, 1.60660392623773709E+002
      57088,  1, 1.59378074292087571E+002
      57344,  1, 1.59095405844371202E+002
      57600,  1, 1.55777935225112368E+002
      57856,  1, 1.49769527001356279E+002
      58112,  1, 1.47218055119902708E+002
      58368,  1, 1.41945207935081870E+002
      58624,  1, 1.38651799052899769E+002
      58880,  1, 1.32611523655350313E+002
      59136,  1, 1.27894814599077941E+002
      59392,  1, 1.26858612610359900E+002
      59648,  1, 1.25196581463234312E+002
      59904,  1, 1.22161011062381825E+002
      60160,  1, 1.20661570159814539E+002
      60416,  1, 1.19039205032369516E+002
      60672,  1, 1.16290729107039276E+002
      60928,  1, 1.13594249074493816E+002
      61184,  1, 1.12491369099734331E+002
      61440,  1, 1.11409062967897058E+002
      61696,  1, 1.03601168179894290E+002
      61952,  1, 1.00647262067927592E+002
      62208,  1, 9.82815771611980039E+001
      62464,  1, 9.53757625652193231E+001
      62720,  1, 9.05952726901141343E+001
      62976,  1, 8.97842586465608918E+001
      63232,  1, 8.66840294796427442E+001
      63488,  1, 8.55217071686976758E+001
      63744,  1, 7.67102476907635203E+001
      64000,  1, 7.24229394189839762E+001
      64256,  1, 6.77860524935179827E+001
      64512,  1, 6.66072219664737127E+001
      64768,  1, 6.39789306568888899E+001
      65024,  1, 6.30377070994609990E+001
      65280,  1, 6.17604656348813145E+001
      65536,  1, 6.05239554615825031E+001
      65792,  1, 6.05026235837494640E+001
      66048,  1, 6.04766317574572835E+001
      66304,  1, 6.04516454375891429E+001
      66560,  1, 6.04215700676720370E+001
      66816,  1, 6.03933594635174195E+001
      67072,  1, 6.03655224202271855E+001
      67328,  1, 6.03392135081813392E+001
      67584,  1, 6.03165094913267072E+001
      67840,  1, 6.02917166624474201E+001
      68096,  1, 6.02633988314498778E+001
      68352,  1, 6.02356521624671043E+001
      68608,  1, 6.02083967231542494E+001
      68864,  1, 6.01816109356847162E+001
      69120,  1, 6.01538218955941359E+001
      69376,  1, 6.01274825982833695E+001
      69632,  1, 6.01007393909064269E+001
      69888,  1, 6.00712708941832702E+001
      70144,  1, 6.00448404216785838E+001
      70400,  1, 6.00223845616801297E+001
      70656,  1, 5.99945901013511413E+001
      70912,  1, 5.99727507797246593E+001
      71168,  1, 5.99472431377167052E+001
      71424,  1, 5.99260002008118633E+001
      71680,  1, 5.99021471956687507E+001
      71936,  1, 5.98788427192284403E+001
      72192,  1, 5.98541179295180628E+001
      72448,  1, 5.98268744848724801E+001
      72704,  1, 5.98047402059624572E+001
      72960,  1, 5.97798613232367083E+001
      73216,  1, 5.97589041112861969E+001
      73472,  1, 5.97356652387579502E+001
      73728,  1, 5.97149704667188328E+001
      73984,  1, 5.96943911328227863E+001
      74240,  1, 5.96744161963355787E+001
      74496,  1, 5.96509389182714624E+001
      74752,  1, 5.96278772057766798E+001
      75008,  1, 5.96038370520696315E+001
      75264,  1, 5.95841689516874268E+001
      75520,  1, 5.95645712982923980E+001
      75776,  1, 5.95445733754318421E+001
      76032,  1, 5.95235799277365159E+001
      76288,  1, 5.95033854062821651E+001
      76544,  1, 5.94853809101450184E+001
      76800,  1, 5.94656894199729752E+001
      77056,  1, 5.94410174875940672E+001
