         0, 2147483647,  1006, 1.65742186373397939E+304
         1,     130816,  1006, 1.65742186373397939E+304
         2,     130816,  1006, 1.65742186373397939E+304
         3,     130816,  1006, 1.65742186373397939E+304
         4,     130816,  1006, 1.65742186373397939E+304
         5,     130816,  1006, 1.65742186373397939E+304
         6,     130816,  1006, 1.65742186373397939E+304
         7,     130814,  1006, 1.65742186373397939E+304
         8,     120517,  1006, 1.65742186373397939E+304
         9,      31437,  1006, 1.65742186373397939E+304
        10,       5295,  1006, 1.65742186373397939E+304
        11,         77,  1006, 1.65742186373397939E+304
        12,          0,  1006, 1.65742186373397939E+304
12,  1006,    1073036, 2.06442732337619135E-014
