         0, 2147483647,  1006, 1.65742186373397939E+304
         1,     130816,  1006, 1.65742186373397939E+304
         2,     130816,  1006, 1.65742186373397939E+304
         3,     130816,  1006, 1.65742186373397939E+304
         4,     130816,  1006, 1.65742186373397939E+304
         5,     130816,  1006, 1.65742186373397939E+304
         6,     130816,  1006, 1.65742186373397939E+304
         7,     130816,  1006, 1.65742186373397939E+304
         8,     124392,  1006, 1.65742186373397939E+304
         9,       1751,  1006, 1.65742186373397939E+304
        10,          0,  1006, 1.65742186373397939E+304
10,  1006,    1041855, 2.22864617170608133E-014
