         0, 2147483647,  1006, 2.16218128115073013E+304
         1,     130816,  1006, 2.16218128115073013E+304
         2,     130816,  1006, 2.16218128115073013E+304
         3,     130816,  1006, 2.16218128115073013E+304
         4,     130816,  1006, 2.16218128115073013E+304
         5,     130816,  1006, 2.16218128115073013E+304
         6,     130816,  1006, 2.16218128115073013E+304
         7,     130816,  1006, 2.16218128115073013E+304
         8,     130156,  1006, 2.16218128115073013E+304
         9,       6655,  1006, 2.16218128115073013E+304
        10,          0,  1006, 2.16218128115073013E+304
10,  1006,    1052523, 2.05466291213683948E-002
