         0, 2147483647,  1006, 1.65742186373397939E+304
         1,     130816,  1006, 1.65742186373397939E+304
         2,     130816,  1006, 1.65742186373397939E+304
         3,     130816,  1006, 1.65742186373397939E+304
         4,     130816,  1006, 1.65742186373397939E+304
         5,     130816,  1006, 1.65742186373397939E+304
         6,     130816,  1006, 1.65742186373397939E+304
         7,     130816,  1006, 1.65742186373397939E+304
         8,     130816,  1006, 1.65742186373397939E+304
         9,     129960,  1006, 1.65742186373397939E+304
        10,      63025,  1006, 1.65742186373397939E+304
        11,      12031,  1006, 1.65742186373397939E+304
        12,         20,  1006, 1.65742186373397939E+304
        13,          0,  1006, 1.65742186373397939E+304
13,  1006,    1251564, 3.44817630059821909E-014
