"EXP(TH(2φ))", "N", "AVG(ρ(TH))/ε", "MAX(ρ(TH))/ε", "AVG(ρ(CH))/ε", "MAX(ρ(CH))/ε", "AVG(ρ(SH))/ε", "MAX(ρ(SH))/ε", "AVG(ρ(th))/ε", "MAX(ρ(th))/ε", "AVG(ρ(ch))/ε", "MAX(ρ(ch))/ε", "AVG(ρ(sh))/ε", "MAX(ρ(sh))/ε"
-16, 1073741824, 4.65434432146386694E-001, 1.86998685630296389E+000, 5.31218156840367138E-001, 1.24998820514737805E+000, 7.48578126768223818E-001, 3.24124773217045255E+000, 4.85694513960687948E-001, 2.11921298229925921E+000, 8.35898319531959973E-001, 2.24998823551929532E+000, 1.06922020131329666E+000, 4.38797990683117956E+000
-15, 1073741824, 4.64828577806249368E-001, 1.87198103498844826E+000, 5.30973911300263821E-001, 1.24981412708230231E+000, 7.48158083971074901E-001, 3.24125392755117342E+000, 4.85114092011601340E-001, 2.11704382370528551E+000, 8.35155746403424830E-001, 2.24981097581268916E+000, 1.06660987098864713E+000, 4.40778250243334560E+000
-14, 1073741824, 4.59290445106980631E-001, 1.86340212086358703E+000, 5.26959027742456227E-001, 1.24705491889595227E+000, 7.47856752722209106E-001, 3.25009166876096125E+000, 4.79728469516905263E-001, 2.11322053990901086E+000, 8.23633834436678490E-001, 2.24702543072696800E+000, 1.02820465311582448E+000, 4.38483648214329232E+000
-13, 1073741824, 4.58383302503634442E-001, 1.74750968073534811E+000, 5.09531243785618285E-001, 1.24993289145367786E+000, 7.66046700535288969E-001, 3.31839604216538289E+000, 4.78873272702701925E-001, 1.99426918035022487E+000, 6.86946687754010011E-001, 2.20299906725449484E+000, 8.80677936952020946E-001, 4.52803777052406616E+000
-12, 1073741824, 4.58402223564375174E-001, 1.86261588419731422E+000, 5.10399055000818387E-001, 1.24999752681467306E+000, 7.34857375661555077E-001, 3.37538705857234214E+000, 4.78909371321740659E-001, 2.10840760082995292E+000, 6.53820297506739558E-001, 2.24970144044261338E+000, 8.66575527802124166E-001, 4.75685391405244016E+000
-11, 1073741824, 4.58414361291753707E-001, 1.86687731260347124E+000, 5.10439753725471244E-001, 1.24999256379555757E+000, 7.39732395590116371E-001, 3.79681839873918250E+000, 4.78912792095714314E-001, 2.11808174272831797E+000, 6.55369244993539590E-001, 2.24987574603952138E+000, 8.68010260359138951E-001, 4.68512453865977470E+000
-10, 1073741824, 4.58396291391936589E-001, 1.86285689817583083E+000, 5.10400383661060954E-001, 1.24995731508948807E+000, 7.39538991922791206E-001, 3.93580097257219035E+000, 4.78879106475797196E-001, 2.10439889131924182E+000, 6.55174715536150508E-001, 2.24958745213784230E+000, 8.67509044155434772E-001, 4.89051181686118736E+000
 -9, 1073741824, 4.58394519483830808E-001, 1.85822058338818047E+000, 5.10433690213580789E-001, 1.24996120497578013E+000, 7.39379314996017415E-001, 3.95076195726974167E+000, 4.78772598727226481E-001, 2.11020386447551996E+000, 6.51018240381884869E-001, 2.24836657644295701E+000, 8.62858607803723663E-001, 4.93452441325060120E+000
 -8, 1073741824, 4.58405755145968689E-001, 1.86552290943235500E+000, 5.10431121255528576E-001, 1.24998750002313132E+000, 7.39350233461048033E-001, 3.97082218880535419E+000, 4.78657975289647874E-001, 2.10666519999235979E+000, 6.14593644559234179E-001, 2.24608543283628289E+000, 8.34695337459978644E-001, 4.96509233944109584E+000
 -7, 1073741824, 4.58426824974579069E-001, 1.86248559410230406E+000, 5.10403321105230939E-001, 1.24995882837835560E+000, 7.39366384777621476E-001, 3.97052941008503797E+000, 4.78371928718715219E-001, 2.11062368419941606E+000, 6.13576265867107317E-001, 2.24687260357352160E+000, 8.34002624056702974E-001, 4.96894004532427957E+000
 -6, 1073741824, 4.58478520909201822E-001, 1.85925494476056934E+000, 5.10365858706952659E-001, 1.25002405144096574E+000, 7.39458632408647223E-001, 3.98774136596266609E+000, 4.77905596114886415E-001, 2.10270627558435731E+000, 6.12699452323663648E-001, 2.24675752452312436E+000, 8.33092503133527866E-001, 4.90112872973898651E+000
 -5, 1073741824, 4.58763585280441198E-001, 1.86704303540545664E+000, 5.10278710484866338E-001, 1.25049837584784599E+000, 7.39843503469808106E-001, 3.92630471003303155E+000, 4.77128527206621133E-001, 2.10696008584348496E+000, 6.11020713303829171E-001, 2.24242054496429262E+000, 8.31583714487002784E-001, 4.93997808021838031E+000
 -4, 1073741824, 4.59867365020829235E-001, 1.87188475998823959E+000, 5.09907844441719075E-001, 1.25445625341028169E+000, 7.41300084421258592E-001, 3.96543734175831741E+000, 4.76195253577900876E-001, 2.11578491279969855E+000, 6.07651188459771159E-001, 2.24647378927421183E+000, 8.29378939576382605E-001, 5.01259809737327626E+000
 -3, 1073741824, 4.64138506779365320E-001, 1.89332994138856248E+000, 5.08335968265452718E-001, 1.27780126688781290E+000, 7.46970064792316008E-001, 3.96185138887529897E+000, 4.76955620741450654E-001, 2.11404143201747473E+000, 6.00629395799062290E-001, 2.24639776433453681E+000, 8.28226643067871317E-001, 4.95801281600150710E+000
 -2, 1073741824, 4.80218199870558605E-001, 1.98003366821183169E+000, 5.01970114577803000E-001, 1.38974753401713722E+000, 7.68821961776626442E-001, 4.16119347424384331E+000, 4.88304683359868536E-001, 2.08933070214297777E+000, 5.85235815216917203E-001, 2.27845621300818003E+000, 8.38254666130012637E-001, 4.88034166898872465E+000
 -1, 1073741824, 5.29619004470214471E-001, 2.45590425959759549E+000, 5.36314846015305811E-001, 5.22346728025910352E+000, 9.31738438972294572E-001, 8.25810370632772941E+000, 5.16270202189263844E-001, 2.16644001775906527E+000, 6.04306725409817925E-001, 4.65097470096726300E+000, 9.58926121517646898E-001, 6.60198060182116698E+000
