"TH(θ)", "ρ(DET)/ε"
 7.998540998E-01, 1.245502472E+00
 7.998542786E-01, 1.412527084E+00
 7.998545170E-01, 2.593942404E+00
 7.998548150E-01, 1.393142700E+00
 7.998549938E-01, 1.279433489E+00
 7.998551726E-01, 2.712518930E+00
 7.998554111E-01, 2.627779961E+00
 7.998557091E-01, 1.359385252E+00
 7.998558879E-01, 2.071285248E-02
 7.998561263E-01, 1.111602783E-02
 7.998563051E-01, 2.661407232E+00
 7.998564839E-01, 1.330617666E+00
 7.998567820E-01, 1.280093193E-02
 7.998570204E-01, 2.233767509E-02
 7.998571992E-01, 1.360961914E+00
 7.998574376E-01, 3.661060333E-02
 7.998576760E-01, 4.610443115E-02
 7.998579144E-01, 1.278278351E+00
 7.998580933E-01, 1.394171953E+00
 7.998583317E-01, 6.976389885E-02
 7.998585105E-01, 2.742197990E+00
 7.998588085E-01, 1.245241880E+00
 7.998589873E-01, 1.427171707E+00
 7.998592257E-01, 1.027069092E-01
 7.998594046E-01, 2.775104284E+00
 7.998597026E-01, 1.212415695E+00
 7.998598814E-01, 1.459961176E+00
 7.998601198E-01, 1.354396343E-01
 7.998602986E-01, 1.473949432E+00
 7.998605371E-01, 1.483253479E+00
 7.998607755E-01, 1.586914062E-01
 7.998610139E-01, 1.165885925E+00
 7.998611927E-01, 1.506438494E+00
 7.998614311E-01, 1.515682459E+00
 7.998616099E-01, 2.476627588E+00
 7.998619080E-01, 1.133570433E+00
 7.998620868E-01, 1.538717270E+00
 7.998623252E-01, 2.140579224E-01
 7.998625040E-01, 2.886329412E+00
 7.998628020E-01, 1.101465225E+00
 7.998629808E-01, 1.570785761E+00
 7.998632193E-01, 2.460696697E-01
 7.998633981E-01, 3.746339560E+00
 7.998636365E-01, 1.593563080E+00
 7.998639345E-01, 2.394333124E+00
 7.998641133E-01, 2.778711319E-01
 7.998642921E-01, 1.616233110E+00
 7.998645306E-01, 1.625271082E+00
 7.998647094E-01, 2.367210627E+00
 7.998650074E-01, 3.094623089E-01
 7.998652458E-01, 1.015382528E+00
 7.998654246E-01, 3.229370117E-01
 7.998656034E-01, 2.335762978E+00
 7.998659015E-01, 9.929866791E-01
 7.998661399E-01, 9.840583801E-01
 7.998663187E-01, 3.542277813E-01
 7.998665571E-01, 3.631293774E-01
 7.998667359E-01, 1.701400757E+00
 7.998670340E-01, 9.529445171E-01
 7.998672128E-01, 3.853082657E-01
 7.998674512E-01, 9.396743774E-01
 7.998676300E-01, 1.732387781E+00
 7.998679280E-01, 2.255863190E+00
 7.998681068E-01, 4.161784649E-01
 7.998683453E-01, 9.088609219E-01
 7.998685241E-01, 1.763164520E+00
 7.998687625E-01, 4.380998611E-01
 7.998690009E-01, 8.869800568E-01
 7.998692393E-01, 8.782577515E-01
 7.998694181E-01, 4.599139690E-01
 7.998696566E-01, 4.686095715E-01
 7.998698950E-01, 8.565270901E-01
 7.998701334E-01, 8.478648663E-01
 7.998703122E-01, 4.902734756E-01
 7.998705506E-01, 8.349037170E-01
 7.998707294E-01, 1.837032557E+00
 7.998710275E-01, 2.151493073E+00
 7.998712063E-01, 5.204226971E-01
 7.998714447E-01, 8.048112392E-01
 7.998716235E-01, 1.867088318E+00
 7.998719215E-01, 2.121517420E+00
 7.998721004E-01, 7.834453583E-01
 7.998723388E-01, 7.749290466E-01
 7.998725176E-01, 1.896933794E+00
 7.998727560E-01, 5.716178417E-01
 7.998730540E-01, 1.913893938E+00
 7.998732328E-01, 7.452571392E-01
 7.998734117E-01, 5.927667618E-01
 7.998736501E-01, 6.011962891E-01
 7.998739481E-01, 1.943408966E+00
 7.998741269E-01, 2.049594879E+00
 7.998743653E-01, 2.041214943E+00
 7.998745441E-01, 6.305644512E-01
 7.998747230E-01, 1.968540192E+00
 7.998750210E-01, 2.020340204E+00
 7.998752594E-01, 3.319004059E+00
 7.998754382E-01, 6.740722656E-01
 7.998756170E-01, 1.997664690E+00
 7.998759151E-01, 1.991295815E+00
 7.998761535E-01, 3.316827774E+00
 7.998763323E-01, 6.451213360E-01
 7.998765707E-01, 1.970678568E+00
 7.998767495E-01, 7.010116577E-01
 7.998770475E-01, 2.043006897E+00
 7.998772264E-01, 6.163806915E-01
 7.998774648E-01, 1.941994667E+00
 7.998776436E-01, 7.296588421E-01
 7.998779416E-01, 2.071590662E+00
 7.998781204E-01, 5.878503323E-01
 7.998783588E-01, 1.913521051E+00
 7.998785377E-01, 5.756874084E-01
 7.998787761E-01, 5.676002502E-01
 7.998790145E-01, 1.893311501E+00
 7.998792529E-01, 3.219038010E+00
 7.998794317E-01, 5.474574566E-01
 7.998796701E-01, 5.394303799E-01
 7.998799086E-01, 1.865198374E+00
 7.998801470E-01, 3.190981627E+00
 7.998803258E-01, 5.194377899E-01
 7.998805642E-01, 1.845246315E+00
 7.998807430E-01, 8.262813091E-01
 7.998810410E-01, 2.167995691E+00
 7.998812199E-01, 4.916284084E-01
 7.998814583E-01, 1.817493677E+00
 7.998816371E-01, 4.797744751E-01
 7.998819351E-01, 2.195648193E+00
 7.998821735E-01, 8.697404861E-01
 7.998823524E-01, 1.789951324E+00
 7.998825312E-01, 4.522655010E-01
 7.998827696E-01, 4.444444180E-01
 7.998830676E-01, 8.971259594E-01
 7.998832464E-01, 3.568552971E+00
 7.998834252E-01, 4.249668121E-01
 7.998836637E-01, 1.750969887E+00
 7.998839617E-01, 9.243011475E-01
 7.998841405E-01, 3.069259644E+00
 7.998843789E-01, 2.269644976E+00
 7.998845577E-01, 1.723938227E+00
 7.998847365E-01, 9.474267960E-01
 7.998850346E-01, 2.288860321E+00
 7.998852730E-01, 2.296516418E+00
 7.998854518E-01, 1.697116852E+00
 7.998856902E-01, 3.023248672E+00
 7.998859286E-01, 2.315581560E+00
 7.998861670E-01, 2.323177576E+00
 7.998863459E-01, 1.670505762E+00
 7.998865843E-01, 2.996694326E+00
 7.998867631E-01, 3.254127502E-01
 7.998870015E-01, 1.651626587E+00
 7.998872399E-01, 2.977855682E+00
 7.998874784E-01, 2.360900164E+00
 7.998876572E-01, 2.991054058E-01
 7.998879552E-01, 1.042120695E+00
 7.998881340E-01, 2.951661825E+00
 7.998883724E-01, 2.387050629E+00
 7.998885512E-01, 2.730083466E-01
 7.998887897E-01, 2.933080673E+00
 7.998889685E-01, 2.618882656E-01
 7.998892665E-01, 2.412990808E+00
 7.998894453E-01, 1.580864191E+00
 7.998896837E-01, 2.907247305E+00
 7.998899817E-01, 1.566164255E+00
 7.998901606E-01, 1.104980469E+00
 7.998903394E-01, 1.555184364E+00
 7.998905778E-01, 2.881624222E+00
 7.998907566E-01, 2.105052471E-01
 7.998909950E-01, 1.536970377E+00
 7.998912334E-01, 1.529714823E+00
 7.998914719E-01, 2.475112915E+00
 7.998916507E-01, 1.851291656E-01
 7.998918891E-01, 1.511651039E+00
 7.998921871E-01, 1.707229614E-01
 7.998923659E-01, 2.500332117E+00
 7.998925447E-01, 1.493694544E+00
 7.998927832E-01, 1.486541986E+00
 7.998929620E-01, 1.492424011E-01
 7.998932600E-01, 1.191612244E+00
 7.998934984E-01, 1.198719978E+00
 7.998936772E-01, 3.869722128E+00
 7.998938560E-01, 1.243770123E-01
 7.998941541E-01, 1.216414213E+00
 7.998943925E-01, 1.223461866E+00
 7.998945713E-01, 2.770678282E+00
 7.998948097E-01, 1.234001160E+00
 7.998949885E-01, 1.426438332E+00
 7.998952866E-01, 8.572769165E-02
 7.998954654E-01, 2.585201502E+00
 7.998957038E-01, 1.258442640E+00
 7.998958826E-01, 1.402050257E+00
 7.998961806E-01, 6.140303612E-02
 7.998963594E-01, 2.609489441E+00
 7.998965979E-01, 1.282673836E+00
 7.998967767E-01, 1.377872467E+00
 7.998970151E-01, 2.626709223E+00
 7.998972535E-01, 2.633567095E+00
 7.998974919E-01, 1.306694746E+00
 7.998976707E-01, 2.687617064E+00
 7.998979092E-01, 2.650636673E+00
 7.998981476E-01, 1.323723793E+00
 7.998983860E-01, 3.204345703E-03
 7.998985648E-01, 2.663856506E+00
 7.998988032E-01, 2.674353838E+00
 7.998989820E-01, 1.320030451E+00
 7.998992801E-01, 2.039933205E-02
 7.998994589E-01, 2.691165924E+00
 7.998996973E-01, 1.364155769E+00
 7.998998761E-01, 1.296573639E+00
 7.999001741E-01, 4.379272461E-02
 7.999003530E-01, 2.714522600E+00
 7.999005914E-01, 1.387455702E+00
 7.999007702E-01, 2.607027769E+00
 7.999010086E-01, 2.600423574E+00
 7.999013066E-01, 1.260137796E+00
 7.999014854E-01, 1.410545349E+00
 7.999016643E-01, 2.583988190E+00
 7.999019027E-01, 2.754073381E+00
 7.999022007E-01, 1.237221718E+00
 7.999023795E-01, 1.433424711E+00
 7.999026179E-01, 1.062290668E-01
 7.999027967E-01, 1.443165779E+00
 7.999029756E-01, 1.217746735E+00
 7.999032736E-01, 1.224021912E-01
 7.999035120E-01, 1.288414001E-01
 7.999036908E-01, 1.465744734E+00
 7.999039292E-01, 1.472157240E+00
 7.999041677E-01, 1.448643208E-01
 7.999044061E-01, 1.512434483E-01
 7.999045849E-01, 1.488113403E+00
 7.999048233E-01, 1.607799530E-01
 7.999050021E-01, 2.500253677E+00
 7.999053001E-01, 1.160248756E+00
 7.999054790E-01, 1.510271788E+00
 7.999057174E-01, 1.828815937E-01
 7.999058962E-01, 2.853385925E+00
 7.999061942E-01, 1.138263941E+00
 7.999063730E-01, 1.985397339E-01
 7.999066114E-01, 2.047729492E-01
 7.999067903E-01, 2.875240564E+00
 7.999070287E-01, 1.547768354E+00
 7.999072671E-01, 2.202808857E-01
 7.999075055E-01, 2.264540195E-01
 7.999076843E-01, 1.563209534E+00
 7.999079227E-01, 2.356815338E-01
 7.999081612E-01, 2.418117523E-01
 7.999083996E-01, 1.085747719E+00
 7.999085784E-01, 1.584646940E+00
 7.999088168E-01, 2.570621967E-01
 7.999089956E-01, 2.404207945E+00
 7.999092937E-01, 1.064483881E+00
 7.999094725E-01, 1.605874062E+00
 7.999097109E-01, 2.782325745E-01
 7.999098897E-01, 2.948574305E+00
 7.999101877E-01, 1.043430328E+00
 7.999104261E-01, 2.371118546E+00
 7.999106050E-01, 2.991926670E-01
 7.999107838E-01, 3.695847750E+00
 7.999110222E-01, 1.641774178E+00
 7.999113202E-01, 2.350332022E+00
 7.999114990E-01, 1.013718605E+00
 7.999117374E-01, 1.007827759E+00
 7.999119163E-01, 1.662430525E+00
 7.999122143E-01, 2.329755783E+00
 7.999123931E-01, 9.931757450E-01
 7.999126315E-01, 9.873449802E-01
 7.999128103E-01, 1.682876587E+00
 7.999129891E-01, 2.312286377E+00
 7.999132872E-01, 9.728431702E-01
 7.999135256E-01, 2.300725937E+00
 7.999137044E-01, 3.694593906E-01
 7.999139428E-01, 3.752033710E-01
 7.999141812E-01, 9.527208805E-01
 7.999144197E-01, 2.280660391E+00
 7.999145985E-01, 3.894882202E-01
 7.999148369E-01, 3.951721191E-01
 7.999150157E-01, 1.731655836E+00
 7.999153137E-01, 2.260805130E+00
 7.999154925E-01, 4.093067646E-01
 7.999157310E-01, 9.187147617E-01
 7.999159098E-01, 1.751380920E+00
 7.999162078E-01, 2.241160154E+00
 7.999163866E-01, 4.289150238E-01
 7.999166250E-01, 8.991632462E-01
 7.999168038E-01, 4.372541904E-01
 7.999170423E-01, 4.427921772E-01
 7.999172807E-01, 8.853266239E-01
 7.999175191E-01, 8.798220158E-01
 7.999176979E-01, 4.565620422E-01
 7.999179363E-01, 4.620399475E-01
 7.999182343E-01, 1.801136971E+00
 7.999184132E-01, 8.606910706E-01
 7.999185920E-01, 4.756596088E-01
 7.999188304E-01, 8.525564671E-01
 7.999190092E-01, 1.817413330E+00
 7.999193072E-01, 2.175402403E+00
 7.999195457E-01, 3.503665209E+00
 7.999197245E-01, 8.337259293E-01
 7.999199033E-01, 1.836207151E+00
 7.999202013E-01, 2.156688690E+00
 7.999204397E-01, 1.846852064E+00
 7.999206185E-01, 8.151056767E-01
 7.999208570E-01, 2.143450499E+00
 7.999210358E-01, 5.264358521E-01
 7.999213338E-01, 1.865315437E+00
 7.999215126E-01, 7.966957092E-01
 7.999217510E-01, 2.125097275E+00
 7.999219298E-01, 7.888700962E-01
 7.999222279E-01, 1.883568525E+00
 7.999224067E-01, 2.112116575E+00
 7.999226451E-01, 3.224946976E+00
 7.999228239E-01, 7.707605362E-01
 7.999230623E-01, 7.656250000E-01
 7.999233007E-01, 2.094123840E+00
 7.999235392E-01, 3.242896318E+00
 7.999237180E-01, 7.528612614E-01
 7.999239564E-01, 2.081400633E+00
 7.999241948E-01, 2.076341391E+00
 7.999244332E-01, 1.927021980E+00
 7.999246120E-01, 7.351722717E-01
 7.999248505E-01, 2.063768387E+00
 7.999250293E-01, 6.059553623E-01
 7.999253273E-01, 1.944554090E+00
 7.999255061E-01, 2.051302671E+00
 7.999257445E-01, 2.046346426E+00
 7.999259233E-01, 6.233406067E-01
 7.999262214E-01, 1.961875916E+00
 7.999264002E-01, 2.034030914E+00
 7.999266386E-01, 2.029134750E+00
 7.999268174E-01, 6.930887699E-01
 7.999270558E-01, 2.021822691E+00
 7.999273539E-01, 6.502354145E-01
 7.999275327E-01, 3.345734835E+00
 7.999277115E-01, 6.761207581E-01
 7.999279499E-01, 2.004911423E+00
 7.999282479E-01, 6.665191650E-01
 7.999284267E-01, 2.003067732E+00
 7.999286652E-01, 2.007832289E+00
 7.999288440E-01, 1.988210440E+00
 7.999290228E-01, 6.813507080E-01
 7.999293208E-01, 2.019668579E+00
 7.999295592E-01, 6.907787323E-01
 7.999297380E-01, 1.971719742E+00
 7.999299169E-01, 6.357882023E-01
 7.999302149E-01, 2.036059141E+00
 7.999304533E-01, 7.071125507E-01
 7.999306321E-01, 3.289029360E+00
 7.999308705E-01, 2.047637939E+00
 7.999310493E-01, 6.149377823E-01
 7.999313474E-01, 7.232360840E-01
 7.999315262E-01, 3.272955894E+00
 7.999317646E-01, 2.063668013E+00
 7.999319434E-01, 5.989611149E-01
 7.999322414E-01, 7.391493320E-01
 7.999324203E-01, 3.257092714E+00
 7.999326587E-01, 2.079487801E+00
 7.999328375E-01, 1.916776657E+00
 7.999330759E-01, 3.419784784E+00
 7.999333143E-01, 2.090658903E+00
 7.999335527E-01, 7.615177631E-01
 7.999337316E-01, 1.901217222E+00
 7.999339700E-01, 3.435300827E+00
 7.999342084E-01, 2.106118202E+00
 7.999344468E-01, 7.769203186E-01
 7.999346256E-01, 1.885868073E+00
 7.999348640E-01, 2.117031813E+00
 7.999350429E-01, 5.457804203E-01
 7.999353409E-01, 7.921125889E-01
 7.999355197E-01, 3.461410522E+00
 7.999357581E-01, 2.132130623E+00
 7.999359369E-01, 1.864305496E+00
 7.999362350E-01, 8.070945740E-01
 7.999364734E-01, 5.222320557E-01
 7.999366522E-01, 2.147019148E+00
 7.999368310E-01, 1.849467039E+00
 7.999370694E-01, 3.486902237E+00
 7.999373674E-01, 5.075170994E-01
 7.999375463E-01, 2.161697388E+00
 7.999377847E-01, 8.322887421E-01
 7.999379635E-01, 3.164260864E+00
 7.999382615E-01, 4.930124283E-01
 7.999384403E-01, 8.426039219E-01
 7.999386787E-01, 4.868605137E-01
 7.999388576E-01, 2.182301521E+00
 7.999390364E-01, 4.807472229E-01
 7.999393344E-01, 8.568649292E-01
 7.999395728E-01, 4.726562500E-01
 7.999397516E-01, 2.196469069E+00
 7.999399900E-01, 8.669226170E-01
 7.999402285E-01, 8.709156513E-01
 7.999404669E-01, 4.586622715E-01
 7.999406457E-01, 2.210426331E+00
 7.999408841E-01, 8.808231354E-01
 7.999410629E-01, 3.115898132E+00
 7.999413013E-01, 2.220267057E+00
 7.999415398E-01, 8.906233311E-01
 7.999417782E-01, 8.945133686E-01
 7.999419570E-01, 3.102257967E+00
 7.999422550E-01, 1.764852285E+00
 7.999424338E-01, 9.041633606E-01
 7.999426723E-01, 9.079933167E-01
 7.999428511E-01, 3.088828087E+00
 7.999430895E-01, 9.137060642E-01
 7.999432683E-01, 1.749593496E+00
 7.999435663E-01, 4.122793674E-01
 7.999437451E-01, 2.256683350E+00
 7.999439836E-01, 9.268856049E-01
 7.999442816E-01, 3.068148851E+00
 7.999444604E-01, 3.992166519E-01
 7.999446392E-01, 9.361708164E-01
 7.999448776E-01, 9.398548603E-01
 7.999450564E-01, 1.723551512E+00
 7.999452949E-01, 2.278884888E+00
 7.999455929E-01, 3.827307224E-01
 7.999457717E-01, 9.526138306E-01
 7.999459505E-01, 3.621486902E+00
 7.999462485E-01, 3.737220764E-01
 7.999464869E-01, 1.703680038E+00
 7.999466658E-01, 9.651625156E-01
 7.999469042E-01, 3.648207188E-01
 7.999470830E-01, 2.304005623E+00
 7.999472618E-01, 1.693059921E+00
 7.999475598E-01, 3.560266495E-01
 7.999477983E-01, 3.525390625E-01
 7.999479771E-01, 2.316250563E+00
 7.999482751E-01, 1.679140091E+00
 7.999484539E-01, 3.438951969E-01
 7.999486923E-01, 3.404676914E-01
 7.999488711E-01, 9.947624207E-01
 7.999491096E-01, 3.353586197E-01
 7.999492884E-01, 2.333378553E+00
 7.999495864E-01, 1.662126541E+00
 7.999497652E-01, 1.006590128E+00
 7.999500036E-01, 3.235876560E-01
 7.999501824E-01, 2.345112801E+00
 7.999504805E-01, 1.650472403E+00
 7.999506593E-01, 1.018207550E+00
 7.999508977E-01, 3.120269775E-01
 7.999510765E-01, 2.356636763E+00
 7.999513149E-01, 1.026376963E+00
 7.999515533E-01, 1.029614687E+00
 7.999517918E-01, 3.006765842E-01
 7.999519706E-01, 1.034439087E+00
 7.999522090E-01, 1.037633896E+00
 7.999524474E-01, 2.926979065E-01
 7.999526858E-01, 1.623044968E+00
 7.999528646E-01, 1.045545816E+00
 7.999531031E-01, 1.048680544E+00
 7.999532819E-01, 2.948720217E+00
 7.999535799E-01, 1.612111807E+00
 7.999537587E-01, 1.056442261E+00
 7.999539971E-01, 2.739868164E-01
 7.999541759E-01, 2.394551039E+00
 7.999544740E-01, 1.601388931E+00
 7.999547124E-01, 2.931864738E+00
 7.999548912E-01, 2.633574009E-01
 7.999550700E-01, 1.071643829E+00
 7.999553084E-01, 1.074632645E+00
 7.999556065E-01, 2.921408892E+00
 7.999557853E-01, 2.529382706E-01
 7.999560237E-01, 2.500000000E-01
 7.999562025E-01, 1.084958315E+00
 7.999565005E-01, 2.421364546E+00
 7.999566793E-01, 2.427294254E-01
 7.999569178E-01, 1.573343992E+00
 7.999570966E-01, 2.384185791E-01
 7.999572754E-01, 2.902548790E+00
 7.999575734E-01, 2.327308655E-01
 7.999578118E-01, 1.563402176E+00
 7.999579906E-01, 2.285101414E-01
 7.999582291E-01, 2.257177830E-01
 7.999584675E-01, 1.556429625E+00
 7.999587059E-01, 1.553670645E+00
 7.999588847E-01, 2.188119888E-01
 7.999591231E-01, 2.160797119E-01
 7.999593019E-01, 1.118764162E+00
 7.999596000E-01, 3.788436174E+00
 7.999597788E-01, 2.093241215E-01
 7.999600172E-01, 1.540133238E+00
 7.999601960E-01, 1.128158569E+00
 7.999604940E-01, 2.868317842E+00
 7.999606729E-01, 2.000465393E-01
 7.999609113E-01, 1.530912399E+00
 7.999610901E-01, 1.137342691E+00
 7.999613285E-01, 1.935484409E-01
 7.999615669E-01, 1.524454832E+00
 7.999618053E-01, 1.521901846E+00
 7.999619842E-01, 1.146316528E+00
 7.999622226E-01, 1.846313477E-01
 7.999625206E-01, 1.151350021E+00
 7.999626994E-01, 1.513101578E+00
 7.999628782E-01, 1.783907413E-01
 7.999631166E-01, 1.509394407E+00
 7.999632955E-01, 1.158771515E+00
 7.999635935E-01, 2.837979555E+00
 7.999638319E-01, 2.497100830E+00
 7.999640107E-01, 1.500894547E+00
 7.999641895E-01, 1.167234659E+00
 7.999644876E-01, 2.829596519E+00
 7.999647260E-01, 2.505440474E+00
 7.999649048E-01, 1.492604971E+00
 7.999651432E-01, 2.823737383E+00
 7.999653220E-01, 1.556549072E-01
 7.999656200E-01, 1.180109024E+00
 7.999657989E-01, 1.484525681E+00
 7.999660373E-01, 2.815714836E+00
 7.999662161E-01, 1.476690769E-01
 7.999665141E-01, 1.188031435E+00
 7.999666929E-01, 2.810113192E+00
 7.999669313E-01, 2.807902575E+00
 7.999671102E-01, 1.398935318E-01
 7.999673486E-01, 1.471164703E+00
 7.999675870E-01, 2.802451134E+00
 7.999678254E-01, 2.532437086E+00
 7.999680042E-01, 1.323282719E-01
 7.999682426E-01, 1.463656187E+00
 7.999684811E-01, 2.794999361E+00
 7.999687195E-01, 2.539845467E+00
 7.999688983E-01, 1.458421707E+00
 7.999691367E-01, 1.456357956E+00
 7.999693155E-01, 1.218855381E-01
 7.999696136E-01, 1.213597536E+00
 7.999697924E-01, 1.451273680E+00
 7.999700308E-01, 3.883508682E+00
 7.999702096E-01, 1.148309708E-01
 7.999705076E-01, 1.220588684E+00
 7.999706864E-01, 1.444335938E+00
 7.999709249E-01, 2.775833130E+00
 7.999711037E-01, 1.079866886E-01
 7.999713421E-01, 1.439509153E+00
 7.999716401E-01, 1.041700840E-01
 7.999718189E-01, 2.563649178E+00
 7.999719977E-01, 1.434789658E+00
 7.999722362E-01, 1.432931900E+00
 7.999725342E-01, 9.765625000E-02
 7.999727130E-01, 2.570126295E+00
 7.999729514E-01, 1.238504648E+00
 7.999731302E-01, 1.426564932E+00
 7.999733090E-01, 9.224033356E-02
 7.999736071E-01, 2.576393127E+00
 7.999738455E-01, 1.244714737E+00
 7.999740243E-01, 2.753837585E+00
 7.999742627E-01, 2.580740690E+00
 7.999745011E-01, 1.249021769E+00
 7.999747396E-01, 8.271241188E-02
 7.999749184E-01, 2.747887850E+00
 7.999751568E-01, 2.586647034E+00
 7.999753356E-01, 1.411977768E+00
 7.999756336E-01, 7.691955566E-02
 7.999758124E-01, 2.590737104E+00
 7.999760509E-01, 1.258920908E+00
 7.999762297E-01, 1.406331778E+00
 7.999765277E-01, 7.133698463E-02
 7.999767065E-01, 2.596282959E+00
 7.999769449E-01, 1.264410019E+00
 7.999771237E-01, 2.734313965E+00
 7.999773622E-01, 2.732798576E+00
 7.999776006E-01, 2.601618528E+00
 7.999778390E-01, 1.269688845E+00
 7.999780178E-01, 2.729085207E+00
 7.999782562E-01, 2.605300903E+00
 7.999784946E-01, 1.273330688E+00
 7.999787331E-01, 1.274757385E+00
 7.999789119E-01, 2.724066734E+00
 7.999791503E-01, 2.610275984E+00
 7.999793291E-01, 1.388570547E+00
 7.999796271E-01, 1.279615641E+00
 7.999798059E-01, 2.613700867E+00
 7.999800444E-01, 1.281633377E+00
 7.999802232E-01, 1.383855820E+00
 7.999805212E-01, 4.914188385E-02
 7.999807596E-01, 4.785156250E-02
 7.999809384E-01, 1.286191225E+00
 7.999811172E-01, 1.379351377E+00
 7.999813557E-01, 2.711505175E+00
 7.999816537E-01, 4.347062111E-02
 7.999818325E-01, 1.290538788E+00
 7.999820709E-01, 4.165744781E-02
 7.999822497E-01, 2.625736952E+00
 7.999825478E-01, 1.372697830E+00
 7.999827266E-01, 1.294676065E+00
 7.999829650E-01, 3.757691383E-02
 7.999831438E-01, 2.629780769E+00
 7.999833822E-01, 1.297502518E+00
 7.999836206E-01, 3.479099274E-02
 7.999838591E-01, 3.370666504E-02
 7.999840379E-01, 2.633614302E+00
 7.999842763E-01, 1.301279306E+00
 7.999845147E-01, 3.107094765E-02
 7.999847531E-01, 3.004670143E-02
 7.999849319E-01, 1.303848267E+00
 7.999851704E-01, 2.854251862E-02
 7.999853492E-01, 2.694335938E+00
 7.999856472E-01, 1.359983444E+00
 7.999858260E-01, 1.307264566E+00
 7.999860644E-01, 2.518296242E-02
 7.999862432E-01, 2.642048836E+00
 7.999865413E-01, 1.356740713E+00
 7.999867201E-01, 1.310470581E+00
 7.999869585E-01, 2.203369141E-02
 7.999871373E-01, 2.645161390E+00
 7.999873757E-01, 1.312631845E+00
 7.999876738E-01, 3.980224848E+00
 7.999878526E-01, 1.909470558E-02
 7.999880314E-01, 2.648063660E+00
 7.999882698E-01, 1.315477371E+00
 7.999885678E-01, 2.683493853E+00
 7.999887466E-01, 1.636600494E-02
 7.999889255E-01, 1.317381144E+00
 7.999891639E-01, 1.318112612E+00
 7.999893427E-01, 2.681290865E+00
 7.999896407E-01, 1.347219229E+00
 7.999898791E-01, 1.346537352E+00
 7.999900579E-01, 1.320537567E+00
 7.999902368E-01, 2.678915977E+00
 7.999905348E-01, 1.344907761E+00
 7.999907732E-01, 1.344285965E+00
 7.999909520E-01, 1.061463356E-02
 7.999911904E-01, 1.001954079E-02
 7.999913692E-01, 1.323637009E+00
 7.999916673E-01, 2.675608873E+00
 7.999918461E-01, 8.606910706E-03
 7.999920845E-01, 8.071899414E-03
 7.999922633E-01, 1.325551271E+00
 7.999925613E-01, 2.673774719E+00
 7.999927402E-01, 6.809473038E-03
 7.999929786E-01, 1.339693785E+00
 7.999931574E-01, 1.327255249E+00
 7.999933958E-01, 5.654335022E-03
 7.999936342E-01, 5.222320557E-03
 7.999938726E-01, 1.338163376E+00
 7.999940515E-01, 4.606485367E-03
 7.999942899E-01, 4.217386246E-03
 7.999945283E-01, 1.337198973E+00
 7.999947667E-01, 1.336843252E+00
 7.999949455E-01, 3.319740295E-03
 7.999951839E-01, 2.990722656E-03
 7.999953628E-01, 2.663868666E+00
 7.999956608E-01, 1.335733414E+00
 7.999958396E-01, 2.243280411E-03
 7.999960780E-01, 1.974344254E-03
 7.999962568E-01, 1.331501007E+00
 7.999965549E-01, 3.998435974E+00
 7.999967933E-01, 2.665313721E+00
 7.999969721E-01, 1.334512711E+00
 7.999971509E-01, 1.332273722E+00
 7.999973893E-01, 8.871555328E-04
 7.999976873E-01, 1.332620859E+00
 7.999978662E-01, 1.333913565E+00
 7.999980450E-01, 1.332836151E+00
 7.999982834E-01, 3.814697266E-04
 7.999985814E-01, 1.333063126E+00
 7.999987602E-01, 1.333524704E+00
 7.999989986E-01, 2.666789055E+00
 7.999991775E-01, 8.606910706E-05
 7.999993563E-01, 1.333274841E+00
 7.999996543E-01, 1.333346128E+00
 7.999998927E-01, 2.666667223E+00
