         0, 2147483647,  1003, 1.63443022051959788E+304
         1,     130816,   999, 1.18260241273866399E+304
         2,     130816,   999, 1.18260241273866399E+304
         3,     130816,   999, 1.18260241273866399E+304
         4,     130816,   999, 1.18260241273866399E+304
         5,     130816,   999, 1.18260241273866399E+304
         6,     130815,   999, 1.18260241273866399E+304
         7,     130319,   999, 1.18260241273866399E+304
         8,     124874,   999, 1.18260241273866399E+304
         9,      51699,   999, 1.18260241273866399E+304
        10,       9696,   999, 1.18260241273866399E+304
        11,       1096,   999, 1.18260241273866399E+304
        12,         56,   999, 1.18260241273866399E+304
        13,          0,   999, 1.18260241273866399E+304
13,   999,    1102635, 7.85776398379651398E-015
