"TRANSF", "SWEEP", "off(A)"
          0,  0, 6.56831926429320090E+004
          1,  1, 6.56828805363337092E+004
        256,  1, 5.69319938230687769E+004
        512,  1, 5.69319650421151112E+004
        768,  1, 5.69319402589459419E+004
       1024,  1, 5.69319132003987682E+004
       1280,  1, 5.69318820118874242E+004
       1536,  1, 5.69318542095191760E+004
       1792,  1, 5.69318283723251573E+004
       2048,  1, 5.69318006140651937E+004
       2304,  1, 5.69317736050637005E+004
       2560,  1, 5.69317459822785229E+004
       2816,  1, 5.69317188446545070E+004
       3072,  1, 5.69316904828376865E+004
       3328,  1, 5.69316637687308035E+004
       3584,  1, 5.69316422045523719E+004
       3840,  1, 5.69316214629082436E+004
       4096,  1, 5.69316014948617980E+004
       4352,  1, 5.69315773206117966E+004
       4608,  1, 5.69315565936434982E+004
       4864,  1, 5.69315291574669444E+004
       5120,  1, 5.69315036259208719E+004
       5376,  1, 5.69314798560675126E+004
       5632,  1, 5.69314592302123614E+004
       5888,  1, 5.69314377281538997E+004
       6144,  1, 5.69314170091272363E+004
       6400,  1, 5.69313911174175499E+004
       6656,  1, 5.69313717161658009E+004
       6912,  1, 5.69313512492658727E+004
       7168,  1, 5.69313327560142121E+004
       7424,  1, 5.69313124135851231E+004
       7680,  1, 5.69312948022885823E+004
       7936,  1, 5.69312767675190100E+004
       8192,  1, 5.69312596023989886E+004
       8448,  1, 5.69312410464478559E+004
       8704,  1, 5.69312240385330108E+004
       8960,  1, 5.69312036880051766E+004
       9216,  1, 5.69311829687308262E+004
       9472,  1, 5.69311630348520774E+004
       9728,  1, 5.69311436441266071E+004
       9984,  1, 5.69311268988032727E+004
      10240,  1, 5.69311085502620091E+004
      10496,  1, 5.69310916192308202E+004
      10752,  1, 5.69310775571665828E+004
      11008,  1, 5.69310615948622945E+004
      11264,  1, 5.69310473443108381E+004
      11520,  1, 5.69310325006433639E+004
      11776,  1, 5.69310157880270828E+004
      12032,  1, 5.69310032391566670E+004
      12288,  1, 5.69309860148089481E+004
      12544,  1, 5.69309667247644893E+004
      12800,  1, 5.69309521894977962E+004
      13056,  1, 5.69309374781423481E+004
      13312,  1, 5.69309230464253273E+004
      13568,  1, 5.69309109729334512E+004
      13824,  1, 5.69308987056865604E+004
      14080,  1, 5.69308848729114800E+004
      14336,  1, 5.69308724667260773E+004
      14592,  1, 5.69308603857311775E+004
      14848,  1, 5.69308486031626938E+004
      15104,  1, 5.69308378427895159E+004
      15360,  1, 5.69308259591292366E+004
      15616,  1, 5.69308138609734499E+004
      15872,  1, 5.69308030177072567E+004
      16128,  1, 5.69307915517223981E+004
      16384,  1, 5.69307815069199915E+004
      16640,  1, 5.69307709203994406E+004
      16896,  1, 5.69307597960262901E+004
      17152,  1, 5.69307498103141553E+004
      17408,  1, 5.69307382224889318E+004
      17664,  1, 5.69307300144513449E+004
      17920,  1, 5.69307205674824297E+004
      18176,  1, 5.69307106594012615E+004
      18432,  1, 5.69307005296550594E+004
      18688,  1, 5.69306918699602263E+004
      18944,  1, 5.69306819134263921E+004
      19200,  1, 5.69306737283029442E+004
      19456,  1, 5.69306649123913943E+004
      19712,  1, 5.69306577961122574E+004
      19968,  1, 5.69306508159085508E+004
      20224,  1, 5.69306425220952312E+004
      20480,  1, 5.69306350819653733E+004
      20736,  1, 5.69306288587182196E+004
      20992,  1, 5.69306217150287175E+004
      21248,  1, 5.69306146349580172E+004
      21504,  1, 5.69306065461396580E+004
      21760,  1, 5.69306004367049570E+004
      22016,  1, 5.69305940268451255E+004
      22272,  1, 5.69305872765416443E+004
      22528,  1, 5.69305810874047270E+004
      22784,  1, 5.69305735386030327E+004
      23040,  1, 5.69305691982676903E+004
      23296,  1, 5.69305641817866487E+004
      23552,  1, 5.69305586331923995E+004
      23808,  1, 5.69305536751262912E+004
      24064,  1, 5.69305490174306013E+004
      24320,  1, 5.69305440965931267E+004
      24576,  1, 5.69305395229155274E+004
      24832,  1, 5.69305353968649213E+004
      25088,  1, 5.69305315913464139E+004
      25344,  1, 5.69305269544329979E+004
      25600,  1, 5.69305228211967387E+004
      25856,  1, 5.69305179091795086E+004
      26112,  1, 5.69305143644390229E+004
      26368,  1, 5.69305108252103592E+004
      26624,  1, 5.69305063279359971E+004
      26880,  1, 5.69305029097812675E+004
      27136,  1, 5.69304995669836814E+004
      27392,  1, 5.69304960519432744E+004
      27648,  1, 5.69304933241818159E+004
      27904,  1, 5.69304909134647967E+004
      28160,  1, 5.69304880214573764E+004
      28416,  1, 5.69304854053054012E+004
      28672,  1, 5.69304831604423687E+004
      28928,  1, 5.69304810888065255E+004
      29184,  1, 5.69304790861613971E+004
      29440,  1, 5.69304768288574917E+004
      29696,  1, 5.69304748750713567E+004
      29952,  1, 5.69304728230444394E+004
      30208,  1, 5.69304712967075499E+004
      30464,  1, 5.69304698212577983E+004
      30720,  1, 5.69304683745303077E+004
      30976,  1, 5.69304668894603380E+004
      31232,  1, 5.69304656175285823E+004
      31488,  1, 5.69304647012036525E+004
      31744,  1, 5.69304637941853739E+004
      32000,  1, 5.69304630075003837E+004
      32256,  1, 5.69304623451471753E+004
      32512,  1, 5.69304619061523475E+004
      32768,  1, 2.72420093956928385E+004
      33024,  1, 2.36768115947543510E+003
      33280,  1, 2.36692928699816806E+003
      33536,  1, 2.36591326082144528E+003
      33792,  1, 2.36489515610698832E+003
      34048,  1, 2.36388792893289566E+003
      34304,  1, 2.36197975595070679E+003
      34560,  1, 2.36075568438819523E+003
      34816,  1, 2.35961028239557742E+003
      35072,  1, 2.35844391956497460E+003
      35328,  1, 2.35726677830600070E+003
      35584,  1, 2.35646520649531748E+003
      35840,  1, 2.35586127833683999E+003
      36096,  1, 2.35466366795545856E+003
      36352,  1, 2.35369467450745915E+003
      36608,  1, 2.35232365196804584E+003
      36864,  1, 2.35161309745654260E+003
      37120,  1, 2.35060644066287333E+003
      37376,  1, 2.34933470470894136E+003
      37632,  1, 2.34870081434210178E+003
      37888,  1, 2.34779267329275217E+003
      38144,  1, 2.34670302920072366E+003
      38400,  1, 2.34576484315610599E+003
      38656,  1, 2.34483320919032438E+003
      38912,  1, 2.34367292199850192E+003
      39168,  1, 2.34284094879580506E+003
      39424,  1, 2.34203764893470536E+003
      39680,  1, 2.34053688512920531E+003
      39936,  1, 2.33909267260022724E+003
      40192,  1, 2.33818333209786250E+003
      40448,  1, 2.33728917873605104E+003
      40704,  1, 2.33657057502044943E+003
      40960,  1, 2.33570939613534006E+003
      41216,  1, 2.33505469671824614E+003
      41472,  1, 2.33433567124839645E+003
      41728,  1, 2.33299163311763591E+003
      41984,  1, 2.33227812703518305E+003
      42240,  1, 2.33150636499052115E+003
      42496,  1, 2.33045021584338761E+003
      42752,  1, 2.32953086903536587E+003
      43008,  1, 2.32877086288990656E+003
      43264,  1, 2.32722950822149671E+003
      43520,  1, 2.32640790132498232E+003
      43776,  1, 2.32519897879291869E+003
      44032,  1, 2.32418436781867438E+003
      44288,  1, 2.32364030268300736E+003
      44544,  1, 2.32313616726531130E+003
      44800,  1, 2.32025804095617353E+003
      45056,  1, 2.31911446743756006E+003
      45312,  1, 2.31854474104212792E+003
      45568,  1, 2.31689817157802852E+003
      45824,  1, 2.31629512583432191E+003
      46080,  1, 2.31554774166162061E+003
      46336,  1, 2.31498937961931669E+003
      46592,  1, 2.31465246640939106E+003
      46848,  1, 2.31392848452182799E+003
      47104,  1, 2.31332668193906652E+003
      47360,  1, 2.31149821920084323E+003
      47616,  1, 2.31075728695186480E+003
      47872,  1, 2.31011307290348161E+003
      48128,  1, 2.30921165343937021E+003
      48384,  1, 2.30862495940203592E+003
      48640,  1, 2.30820751633160543E+003
      48896,  1, 2.30752748696215462E+003
      49152,  1, 2.30430709666154391E+003
      49408,  1, 2.30383049880464262E+003
      49664,  1, 2.30346629493253720E+003
      49920,  1, 2.30298783996753973E+003
      50176,  1, 2.30219384392963324E+003
      50432,  1, 2.30125553908494575E+003
      50688,  1, 2.29976304057532879E+003
      50944,  1, 2.29926502330830737E+003
      51200,  1, 2.29875838219584588E+003
      51456,  1, 2.29797134435856098E+003
      51712,  1, 2.29683025230251933E+003
      51968,  1, 2.29611547886864884E+003
      52224,  1, 2.29555537513822578E+003
      52480,  1, 2.29500009297689230E+003
      52736,  1, 2.29434258077907151E+003
      52992,  1, 2.29378045104785966E+003
      53248,  1, 2.29328169180071790E+003
      53504,  1, 2.29280233754896730E+003
      53760,  1, 2.29197473223254371E+003
      54016,  1, 2.29130192886632303E+003
      54272,  1, 2.29051179638613622E+003
      54528,  1, 2.29014363161494451E+003
      54784,  1, 2.28938511465364562E+003
      55040,  1, 2.28881344092167910E+003
      55296,  1, 2.28846081792377206E+003
      55552,  1, 2.28771949632686090E+003
      55808,  1, 2.28709656979863142E+003
      56064,  1, 2.28646000914157058E+003
      56320,  1, 2.28605283914589422E+003
      56576,  1, 2.28536215723120436E+003
      56832,  1, 2.28463579681499129E+003
      57088,  1, 2.28403758100252970E+003
      57344,  1, 2.28323966476262794E+003
      57600,  1, 2.28283376393012626E+003
      57856,  1, 2.28214828827881923E+003
      58112,  1, 2.28171211385488023E+003
      58368,  1, 2.28125893511372050E+003
      58624,  1, 2.28059016705245545E+003
      58880,  1, 2.27995652120873599E+003
      59136,  1, 2.27940541420776373E+003
      59392,  1, 2.27905162314429893E+003
      59648,  1, 2.27859185884921821E+003
      59904,  1, 2.27807263376214548E+003
      60160,  1, 2.27748773568529169E+003
