         0, 2147483647,  1003, 1.63443022051959788E+304
         1,     130816,  1000, 1.11426246317072174E+304
         2,     130816,  1000, 1.12299938417498639E+304
         3,     130816,  1000, 1.12299938417498639E+304
         4,     130816,  1000, 1.12299938417498639E+304
         5,     130816,  1000, 1.12299938417498639E+304
         6,     130816,  1000, 1.12299938417498639E+304
         7,     130816,  1000, 1.12299938417498639E+304
         8,     127327,  1000, 1.12299938417498639E+304
         9,      30713,  1000, 1.12299938417498639E+304
        10,       1512,  1000, 1.12299938417498639E+304
        11,          4,  1000, 1.12299938417498639E+304
        12,          0,  1000, 1.12299938417498639E+304
12,  1000,    1075268, 2.68248819214407576E-014
