         0, 2147483647,  1003, 1.63443022051959788E+304
         1,     130816,   999, 1.18260174423343725E+304
         2,     130816,   999, 1.18260174423343725E+304
         3,     130816,   999, 1.18260174423343725E+304
         4,     130816,   999, 1.18260174423343725E+304
         5,     130816,   999, 1.18260174423343725E+304
         6,     130782,   999, 1.18260174423343725E+304
         7,     124960,   999, 1.18260174423343725E+304
         8,      20122,   999, 1.18260174423343725E+304
         9,        259,   999, 1.18260174423343725E+304
        10,          0,   999, 1.18260174423343725E+304
10,   999,     930203, 2.07032751259472160E-014
