         0, 2147483647,  1019, 5.14738314193644386E+306
         1,         29,  1019, 4.17892822371073003E-001
         2,         28,  1019, 5.11523486953253392E-002
         3,         28,  1019, 2.81293364892410292E-003
         4,         26,  1019, 2.73379913718721559E-006
         5,         10,  1019, 1.54695005306319838E-015
         6,          0,  1019, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 3.19626991356608564E-016
          2, 4.32979320366412984E-016
          3, 8.00922936959568620E-016
          4, 2.29197015278843054E-016
          5, 2.67363409345512673E-016
          6, 5.88660403249497940E-016
          7, 5.37837349757182364E-016
          8, 3.97089458509087804E-016
         -3, 8.00922936959568620E-016
          0, 9.16847986001300226E-016
