"N", "J", "SWEEPS", "TRANSFS", "GS", "TIMEs", "max||GVj-UjΣj||_F", "||G-UΣV^-1||_F/||G||_F", "||U^HU-I||_F", "||V^HJV-J||_F"
4096,    0,         16,    70482962,  1007,    9300.128302, 1.86871261900971690E-011, 6.51121218331896781E-014, 5.84830414361556518E-012, 2.96905388087678582E-012
4096,  512,         17,    75933677,  1007,    9921.657696, 2.01898167074515122E-011, 1.09575087734860618E-013, 6.47545596712692609E-012, 4.43596476626008924E-011
4096, 1024,         17,    83229267,  1007,   10291.318019, 3.26483273293647297E-011, 1.89316211691738776E-013, 5.58237013698515383E-012, 1.70241264224471826E-010
4096, 1536,         17,    88842072,  1007,   10503.622120, 5.38958538398965303E-011, 2.41375122160827796E-013, 5.29967059727536250E-012, 2.12423440918886660E-010
4096, 2048,         17,    86164705,  1008,   10373.494735, 1.66800183846364983E-011, 2.65148026828076027E-013, 4.85940260662004919E-012, 3.15898711173519436E-010
4096, 2560,         17,    88697853,  1007,   10539.611780, 2.64514261992664095E-011, 2.31064609678426663E-013, 5.52376625498877662E-012, 2.13608508088998783E-010
4096, 3072,         18,    80911176,  1007,   10556.798748, 1.95169394970144806E-011, 1.63939409380812725E-013, 6.76677530432504236E-012, 9.88966088814158814E-011
4096, 3584,         16,    74339059,  1007,    9491.614104, 2.11079766560560498E-011, 1.09728949029165623E-013, 5.78490004612625881E-012, 4.83427106767601883E-011
