         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8390638,  1008, 1.77361006983890040E-001
         2,    8390602,  1008, 2.05916029212258489E-001
         3,    8390539,  1008, 1.54887434046660999E-001
         4,    8390398,  1008, 1.41423013773728179E-001
         5,    8390185,  1008, 1.29585891948003046E-001
         6,    8389787,  1008, 5.73603698708559928E-002
         7,    8388639,  1008, 3.38870508452173477E-003
         8,    8356748,  1008, 2.70337545105737130E-004
         9,    7580299,  1008, 4.88492968868007315E-006
        10,    6327018,  1008, 8.63058202399444204E-009
        11,    2745946,  1008, 2.51376648055159288E-012
        12,     208258,  1008, 3.69587849168351190E-015
        13,      15408,  1008, 3.57682532123634486E-015
        14,        227,  1008, 3.55538981611610921E-015
        15,         15,  1008, 3.42668986504535053E-015
        16,          1,  1008, 2.65071228333104999E-015
        17,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.04088552070008938E-014
          2, 1.47408547094197025E-014
          3, 1.34220307851024643E-014
          4, 1.14146065016497158E-014
          5, 1.41682991587860405E-014
          6, 9.78147183085554216E-015
          7, 1.05111149354763328E-014
          8, 1.19734586768562557E-014
          9, 1.71955767760076095E-014
         10, 1.06691753308170252E-014
         11, 1.80352724680080367E-014
         12, 1.91748590490343801E-014
         13, 9.36850839894293975E-015
         14, 1.21081101225580844E-014
         15, 1.32719645742676787E-014
         16, 1.67533833289951485E-014
         17, 1.53953696852769304E-014
         18, 1.02519811404674068E-014
         19, 1.30394347318796438E-014
         20, 1.35265622631730721E-014
         21, 1.50962456127166310E-014
         22, 1.59724048894981879E-014
         23, 1.00103203841360755E-014
         24, 1.56308270143221592E-014
         25, 1.31711910626023614E-014
         26, 1.28576647531716854E-014
         27, 1.02238633439393109E-014
         28, 1.25344413879925178E-014
         29, 1.37941152928384646E-014
         30, 1.14082466540551132E-014
         31, 1.11111217424177162E-014
         32, 1.59216197904027137E-014
         33, 1.48517605961653626E-014
         34, 1.81722057065553461E-014
         35, 1.30143533279843010E-014
         36, 1.36787897335189981E-014
         37, 8.88364012815818975E-015
         38, 1.28858646720710713E-014
         39, 1.30348505724266654E-014
         40, 1.21859665763409761E-014
         41, 1.14405635794077067E-014
         42, 9.54948800656500779E-015
         43, 1.90421429548502711E-014
         44, 1.19317971133170900E-014
