         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8386560,  1007, 1.66780237033580386E-001
         2,    8386560,  1007, 9.26802871785491755E-002
         3,    8386560,  1007, 1.28609378151076509E-001
         4,    8386560,  1007, 1.63083073359070241E-001
         5,    8386560,  1007, 1.36144344680342227E-001
         6,    8386560,  1007, 4.89095945161473894E-002
         7,    8379751,  1007, 1.25875498897339987E-003
         8,    7862498,  1007, 4.63613968105784199E-005
         9,    6737053,  1007, 4.94668766828486200E-007
        10,    5638771,  1007, 1.74714244380735761E-009
        11,    3398334,  1007, 1.18618832692689953E-012
        12,     720588,  1007, 4.05887294998212903E-015
        13,     153870,  1007, 3.57619153581114539E-015
        14,       8053,  1007, 3.57884868371124781E-015
        15,         71,  1007, 3.56174032646333078E-015
        16,          3,  1007, 3.54784136031070256E-015
        17,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 2.91256539005929494E-012
          2, 3.59698334547225668E-012
          3, 3.10453922022650949E-012
          4, 3.00786908633575062E-012
          5, 3.22660975594221751E-012
          6, 3.34882124102883183E-012
          7, 3.48273741177316419E-012
          8, 3.40718178097514303E-012
          9, 3.07290749514158764E-012
         10, 3.00192813962551778E-012
         11, 3.47787403618747875E-012
         12, 3.28984948175170005E-012
         13, 3.49170052349627658E-012
         14, 3.44412462802558062E-012
         15, 3.58330465181324346E-012
         16, 3.34350210932986428E-012
         17, 3.41670099502901968E-012
         18, 3.34416609044127699E-012
         19, 3.37999114847455806E-012
         20, 3.43590761809383705E-012
         21, 3.35632715981650581E-012
         22, 3.33161783582220818E-012
         23, 3.20487363027627769E-012
         24, 3.44527096030057367E-012
         25, 3.30556312051819215E-012
         26, 3.19938336253472338E-012
         27, 3.19142237378583407E-012
         28, 3.22195968216803816E-012
         29, 3.16139733351071381E-012
         30, 3.42319986022042000E-012
         31, 3.34243971501679504E-012
         32, 3.44460795723092072E-012
         33, 2.94719095467509136E-012
         34, 3.53955058647392782E-012
         35, 3.59846208133573334E-012
         36, 3.37793226827460765E-012
         37, 3.46260024000709795E-012
         38, 3.33860171065549236E-012
         39, 3.38175978506049796E-012
         40, 3.26678939906715364E-012
         41, 2.90369990911278161E-012
         42, 2.98327798151412551E-012
         43, 3.12515530923426520E-012
         44, 2.93950816134975165E-012
         45, 3.17070791771340712E-012
         46, 3.25072568336574136E-012
         47, 3.24907116474858980E-012
         48, 3.11517296362799288E-012
         49, 3.29870596490163518E-012
         50, 3.15759391006593978E-012
         51, 3.20262475624079202E-012
         52, 3.28185762608683591E-012
         53, 3.52528367973646789E-012
         54, 3.16949360247665117E-012
         55, 3.11148693055446121E-012
         56, 3.05697215636987766E-012
         57, 3.07617033112657298E-012
         58, 3.45316963694494253E-012
         59, 3.31930608822068765E-012
         60, 3.43761470699403888E-012
         61, 3.10665580165364270E-012
         62, 2.88874113334859287E-012
         63, 3.27260104150227119E-012
         64, 3.63803037735200508E-012
         65, 3.17091739386515692E-012
         66, 3.19870722265862390E-012
         67, 3.17970167023543647E-012
         68, 3.22314791994837899E-012
         69, 3.36162810487964769E-012
         70, 3.44793359906872578E-012
         71, 3.28916799531780419E-012
         72, 2.70423762232759960E-012
         73, 3.33813964871778114E-012
         74, 3.19903825062565578E-012
         75, 3.11865331979037182E-012
         76, 3.21044608679392752E-012
         77, 2.96861298396794153E-012
         78, 3.17021013734111524E-012
         79, 3.24860984466595262E-012
         80, 3.30764290817959395E-012
         81, 3.23906103119552899E-012
         82, 3.56464315085072845E-012
         83, 3.66469452252251490E-012
         84, 3.09808939775838925E-012
         85, 3.34464180450065458E-012
         86, 2.75036336185264305E-012
         87, 3.29462546498466464E-012
         88, 2.95985581609518572E-012
         89, 3.24034203364928590E-012
         90, 3.22395921120647923E-012
         91, 2.82510025687815007E-012
         92, 3.26972914128768380E-012
         93, 3.21041425914707376E-012
         94, 3.83881542263081193E-012
         95, 3.31541194695379493E-012
         96, 3.61420601396053108E-012
         97, 3.40739516427441009E-012
         98, 3.11238178598472945E-012
         99, 3.14008703266882993E-012
        100, 3.41080545299813015E-012
        101, 2.98142543670651482E-012
        102, 3.14936122810932641E-012
        103, 3.58813328860887626E-012
        104, 3.80691858849210671E-012
        105, 4.06251072532011429E-012
        106, 3.22311006110054048E-012
        107, 3.10950018509093152E-012
        108, 2.87626309842865721E-012
        109, 2.89751096019460521E-012
        110, 3.04223149305288819E-012
        111, 3.21432117678224045E-012
        112, 3.29536205581880866E-012
        113, 2.94895574265182863E-012
        114, 2.93408074249271312E-012
        115, 2.72225021440271833E-012
        116, 2.80845824209236391E-012
        117, 3.13196732549528257E-012
        118, 2.88767823991866224E-012
        119, 3.30830257910425434E-012
        120, 2.96814082941013644E-012
        121, 2.88254154490617821E-012
        122, 3.20040378778437498E-012
        123, 3.02129848613987758E-012
        124, 2.82769801836682961E-012
        125, 3.01383248479020692E-012
        126, 3.32408485174304412E-012
        127, 3.41704124554133985E-012
        128, 3.41723243935492320E-012
        129, 3.21246767175089374E-012
        130, 2.81921728948587388E-012
        131, 3.26537520496329817E-012
        132, 2.93707654653904266E-012
        133, 3.00563177844886030E-012
        134, 3.72806062253819228E-012
        135, 3.87728652563398663E-012
        136, 3.34587914053614441E-012
        137, 3.40951779508117669E-012
        138, 3.77153027881187439E-012
        139, 2.80331337576407985E-012
        140, 3.06482523129857773E-012
        141, 2.87720086217174500E-012
        142, 3.24246809665532279E-012
        143, 3.50246097490488408E-012
        144, 3.82764607859430525E-012
        145, 2.95760665682580358E-012
        146, 3.32661300335318726E-012
        147, 2.69045417889423233E-012
        148, 3.03651481082042300E-012
        149, 2.85916349257947350E-012
        150, 2.84010451718500091E-012
        151, 2.88328176966893770E-012
        152, 2.88596712186549361E-012
        153, 2.96972633340233871E-012
        154, 3.35623996426593430E-012
        155, 3.40536279983265016E-012
        156, 3.20068149976429281E-012
        157, 3.25591385033914345E-012
        158, 3.27316243424303728E-012
        159, 3.12295217709048673E-012
        160, 2.82478830072132972E-012
        161, 2.95515256654585332E-012
        162, 2.62111667112579756E-012
        163, 2.58322514194873658E-012
        164, 2.97801877744514424E-012
        165, 3.56579493681161318E-012
        166, 3.45669026166394258E-012
        167, 3.15761558122953829E-012
        168, 3.08198067010687665E-012
        169, 3.47098644572747350E-012
        170, 3.09170846017651537E-012
        171, 3.17849067232555272E-012
        172, 3.38588688293953603E-012
        173, 3.29013241289645339E-012
        174, 3.06965731018983897E-012
        175, 3.14859744144269244E-012
        176, 3.61027893224827677E-012
        177, 3.62648748516055147E-012
        178, 3.32048256353353983E-012
        179, 3.26470925669647387E-012
        180, 3.59479658650198522E-012
        181, 3.90683913193528445E-012
        182, 3.48857383116921331E-012
        183, 2.82384190121403184E-012
        184, 2.84970753850120820E-012
        185, 2.94334494125071425E-012
        186, 2.90432403452658236E-012
        187, 3.21658002338202102E-012
        188, 3.38863638771555438E-012
        189, 3.49273141726372851E-012
        190, 3.28738578577069026E-012
        191, 3.38448407419897500E-012
        192, 3.44934457177950854E-012
        193, 2.98867884257665044E-012
        194, 3.21704366814849761E-012
        195, 3.67259077712734359E-012
        196, 3.32429385187007115E-012
        197, 2.93169010044902423E-012
        198, 3.03602555627550689E-012
