"N", "J", "SWEEPS", "TRANSFS", "GS", "TIMEs", "max||GVj-UjΣj||_F", "||G-UΣV^-1||_F/||G||_F", "||U^HU-I||_F", "||V^HJV-J||_F"
4096,    0,         16,    70418583,  1007,   10686.011403, 1.91823017550685405E-011, 5.57975563290490275E-014, 5.84014147671916509E-012, 3.09074305669980830E-012
4096,  512,         16,    76113101,  1007,   10895.835402, 2.15815519106350633E-011, 1.00485685899307816E-013, 6.54285358444708778E-012, 4.45870351833461391E-011
4096, 1024,         17,    83218352,  1007,   11691.882346, 3.20343181124241620E-011, 1.87183330882898436E-013, 5.52681999175342336E-012, 1.69545331781908835E-010
4096, 1536,         18,    88784651,  1007,   12419.122943, 5.51595124191590698E-011, 2.37265878060205112E-013, 5.33847292210485498E-012, 2.14216592262194781E-010
4096, 2048,         18,    86301325,  1008,   12288.644617, 1.70121794514780756E-011, 2.60983346948211319E-013, 5.00854281630767472E-012, 3.24321587517366153E-010
4096, 2560,         18,    88683592,  1007,   12488.913751, 2.72891645962480277E-011, 2.28790332443099150E-013, 5.46837198177049309E-012, 2.17406635884711158E-010
4096, 3072,         17,    81969364,  1007,   11665.218717, 2.02269845124688964E-011, 1.52552659050285198E-013, 6.86257198284582693E-012, 1.11130583661345416E-010
4096, 3584,         18,    74343307,  1007,   11754.652776, 2.20063262088187816E-011, 9.76583081518478600E-014, 5.61104741093113779E-012, 4.92790116693060076E-011
