         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8386560,  1007, 0.00000000000000000E+000
         2,    8386560,  1007, 0.00000000000000000E+000
         3,    8386560,  1007, 0.00000000000000000E+000
         4,    8386560,  1007, 0.00000000000000000E+000
         5,    8386560,  1007, 0.00000000000000000E+000
         6,    8386560,  1007, 0.00000000000000000E+000
         7,    8268427,  1007, 0.00000000000000000E+000
         8,    5628890,  1007, 0.00000000000000000E+000
         9,    3205228,  1007, 0.00000000000000000E+000
        10,    1823014,  1007, 0.00000000000000000E+000
        11,     866777,  1007, 0.00000000000000000E+000
        12,     271681,  1007, 0.00000000000000000E+000
        13,      34701,  1007, 0.00000000000000000E+000
        14,        491,  1007, 0.00000000000000000E+000
        15,         14,  1007, 0.00000000000000000E+000
        16,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.10915008968349807E-014
          2, 7.71749668875611809E-015
          3, 1.19588815041135906E-014
          4, 1.28728737865228255E-014
          5, 1.63075896001180488E-014
          6, 1.51766135295547516E-014
          7, 9.39650559666447454E-015
          8, 9.18913969055706056E-015
          9, 1.43066235115523851E-014
         10, 5.16485396179479525E-014
         11, 1.17156538670886136E-014
         12, 2.30534488774712600E-014
         13, 4.73378876240401624E-014
         14, 2.05018194788748524E-014
         15, 3.40433455398994483E-014
         16, 2.10678841365109577E-014
         17, 3.86996142674300838E-014
         18, 2.95869394218420932E-014
         19, 2.31635866908528237E-014
         20, 4.29314761617430599E-014
         21, 2.32711917977879471E-014
         22, 5.31628035667026081E-014
         23, 3.27662410625898433E-014
         24, 3.04347607555851342E-014
         25, 2.32987299726906711E-014
         26, 2.06494712270521605E-014
         27, 3.05415477679059899E-014
         28, 2.33675504988374982E-014
         29, 4.50784745620002663E-014
         30, 3.66660277480175676E-014
         31, 4.33488896424936247E-014
         32, 5.44400131569733146E-014
         33, 2.49195679742707256E-014
         34, 3.29011688658749169E-014
         35, 4.21617621126341519E-014
         36, 3.25873774256696304E-014
         37, 3.66221008958215961E-014
         38, 3.62018168575076074E-014
         39, 3.18944361470464558E-014
         40, 3.71828785066530714E-014
         41, 2.33379687918056769E-014
         42, 4.73431120089075127E-014
         43, 3.55814099471770566E-014
         44, 4.52955457359001043E-014
         45, 4.14444008157871082E-014
         46, 4.51185122139953809E-014
         47, 4.80934357698535984E-014
         48, 3.76667871819191911E-014
         49, 3.43865393217706430E-014
         50, 3.15240828990268434E-014
         51, 6.40368531020909226E-014
         52, 5.67226313870761768E-014
         53, 5.01754366120861207E-014
         54, 2.76595875491257866E-014
         55, 4.14994808310515329E-014
         56, 4.75939476028488085E-014
         57, 4.53707744549746305E-014
         58, 3.89471352544230205E-014
         59, 2.48338577755715901E-014
