"N", "J", "SWEEPS", "TRANSFS", "GS", "TIMEs", "max||GVj-UjΣj||_F", "||G-UΣV^-1||_F/||G||_F", "||U^HU-I||_F", "||V^HJV-J||_F"
4096,    0,         16,    70893492,  1008,    4486.194134, 1.01510649914587360E-011, 5.78593629719254755E-014, 5.67726297736668822E-012, 2.68414774882341388E-012
4096,  512,         17,    74182528,  1008,    4748.477387, 1.06781789795651907E-011, 1.24123188116660903E-013, 6.08382769465013045E-012, 2.78735772159870652E-011
4096, 1024,         17,    79142667,  1008,    4845.261331, 1.29423921661778084E-011, 1.89573706619941573E-013, 6.50549105923439978E-012, 5.59749118621877875E-011
4096, 1536,         17,    84519345,  1008,    4917.743998, 2.26905164933242959E-011, 2.22055554822898065E-013, 6.94299651058400636E-012, 1.12732282110886088E-010
4096, 2048,         16,    82110484,  1008,    4687.219391, 7.74123688897618707E-012, 2.21167233922742332E-013, 7.40421546951698276E-012, 1.46486893443101098E-010
4096, 2560,         16,    83779213,  1008,    4715.406122, 7.26080788426270915E-012, 2.20436332583099548E-013, 6.20924722327530059E-012, 8.62120017728530608E-011
4096, 3072,         17,    79747489,  1008,    4844.939400, 8.88086215345110032E-012, 1.81041307726743551E-013, 5.87978491157455435E-012, 5.39268496778355036E-011
4096, 3584,         17,    73971913,  1008,    4742.140912, 1.18378062037514804E-011, 1.07699781631217952E-013, 5.91142035788331282E-012, 3.28826065590548111E-011
