         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8390642,  1008, 1.70322035084581880E-001
         2,    8390608,  1008, 1.96235611775148977E-001
         3,    8390506,  1008, 1.23240549877515579E-001
         4,    8390240,  1008, 1.16111783049125908E-001
         5,    8389833,  1008, 9.31628301943106391E-002
         6,    8389203,  1008, 9.75325380018112267E-003
         7,    8386704,  1008, 1.03585876175549675E-003
         8,    7649236,  1008, 2.58217085515040285E-005
         9,    5930540,  1008, 1.01145952868683330E-007
        10,    4125060,  1008, 9.85077004405903163E-011
        11,     704765,  1008, 5.90698295248148805E-015
        12,      70233,  1008, 3.56104849498969987E-015
        13,        498,  1008, 3.56055470759262902E-015
        14,         28,  1008, 1.15863862924583130E-015
        15,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 2.07650562498098290E-014
          2, 1.69609283982781134E-014
          3, 2.20302518421715044E-014
          4, 2.37301957756515712E-014
          5, 2.48515792739796115E-014
          6, 2.26794642456523489E-014
          7, 2.11315964834185637E-014
          8, 1.96526426192189813E-014
          9, 2.07104555838653688E-014
         10, 2.46537503675205686E-014
         11, 2.03629960069276799E-014
         12, 2.15690251005336504E-014
         13, 2.23998724106661934E-014
         14, 1.96739809039088114E-014
         15, 2.09749484905237358E-014
         16, 2.10433448020970274E-014
         17, 2.26837197141330555E-014
         18, 2.31967349417112500E-014
         19, 2.00682085405491866E-014
         20, 2.57666742294964901E-014
         21, 2.48590286738482124E-014
         22, 2.13379142287122560E-014
         23, 2.22586692782919404E-014
         24, 2.13132486609395318E-014
         25, 1.99854662412458267E-014
         26, 1.92641493376098230E-014
         27, 2.00325044079480146E-014
         28, 2.12681503195631152E-014
         29, 2.20678019612968548E-014
         30, 2.58088817394319621E-014
         31, 2.37624086986471696E-014
         32, 2.24785127510195211E-014
         33, 2.41798140317380101E-014
         34, 2.08992801518532550E-014
         35, 2.22436185349685665E-014
         36, 2.33334418548851730E-014
         37, 2.35773785328717495E-014
         38, 2.52047602818428490E-014
         39, 2.60517627255321977E-014
         40, 2.18026246581029852E-014
         41, 1.96850768441747235E-014
         42, 2.16888302260096207E-014
         43, 2.43637852803343002E-014
         44, 2.46385050064301699E-014
         45, 2.63910389972862183E-014
         46, 2.35756331568604530E-014
         47, 1.74167281941716389E-014
         48, 1.93139079312141235E-014
         49, 1.79139564150825065E-014
         50, 1.54526404708014978E-014
         51, 1.87415109265362997E-014
         52, 1.99225060436514560E-014
         53, 2.00144799962034138E-014
         54, 2.25810256778166050E-014
         55, 2.04346494265503982E-014
         56, 2.13385468148431218E-014
         57, 2.38777286577826858E-014
         58, 1.78985854907831736E-014
         59, 2.08092822662614461E-014
         60, 2.17454710290309997E-014
         61, 2.06300822326802391E-014
         62, 1.86018233101565345E-014
         63, 2.09746104151049644E-014
         64, 1.96643157173495102E-014
         65, 2.29812998654857858E-014
         66, 1.84390986456761726E-014
         67, 2.20865913875411115E-014
         68, 2.44995397583597410E-014
         69, 2.13138239995525097E-014
         70, 2.08600462639794500E-014
         71, 2.25983038883452417E-014
         72, 1.73053614168671618E-014
         73, 2.04154094032647887E-014
         74, 1.73669643033575089E-014
         75, 1.51273808329486240E-014
         76, 1.92850886024231281E-014
         77, 2.00581769518067157E-014
         78, 2.12907696647725015E-014
         79, 2.15896695043950744E-014
         80, 2.19992663468177813E-014
         81, 2.32964692727615202E-014
         82, 1.86107564601699792E-014
         83, 1.83539085624208046E-014
         84, 2.16285005538383370E-014
         85, 1.88924119118143691E-014
         86, 1.88270936751655383E-014
         87, 2.01936846277326950E-014
         88, 1.63373352193368549E-014
         89, 1.79631634873928746E-014
         90, 2.06636616972033625E-014
         91, 1.94845383151328319E-014
         92, 1.79536412924221352E-014
         93, 1.93905026789812060E-014
         94, 1.80886520954907683E-014
         95, 1.66244657902525665E-014
         96, 1.57427185663355666E-014
         97, 1.75262431475865700E-014
         98, 1.91783382550075544E-014
         99, 1.78873694682602480E-014
        100, 1.90704597177217732E-014
        101, 1.83932906432951685E-014
        102, 1.64443833428809675E-014
        103, 1.84378560274722476E-014
        104, 1.78934954959907677E-014
        105, 1.98345479255975748E-014
        106, 1.62818816794264318E-014
        107, 1.63846820268301296E-014
