         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8390640,  1008, 2.50945384207400812E-001
         2,    8390625,  1008, 2.17845808393860668E-001
         3,    8390537,  1008, 1.68362508853750592E-001
         4,    8390420,  1008, 2.11442270935269377E-001
         5,    8390242,  1008, 2.04756382863506531E-001
         6,    8389896,  1008, 1.18840130298930535E-001
         7,    8388790,  1008, 3.24236831879492907E-003
         8,    8318554,  1008, 8.61023629299592511E-004
         9,    7986061,  1008, 2.29985420160139151E-005
        10,    6915664,  1008, 4.91809205291880720E-008
        11,    3298388,  1008, 7.89492869050286133E-012
        12,     549215,  1008, 4.61147165952307803E-015
        13,      91873,  1008, 3.58753087992407133E-015
        14,       4544,  1008, 3.56368606761085276E-015
        15,         71,  1008, 3.55909970519964240E-015
        16,          3,  1008, 3.54848528376293146E-015
        17,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.34392689538571425E-012
          2, 1.27978323213639256E-012
          3, 1.24413014343450648E-012
          4, 1.40567430993377905E-012
          5, 1.33937037405233677E-012
          6, 1.32822439282453704E-012
          7, 1.41033604340403248E-012
          8, 1.22922211274659847E-012
          9, 1.36022477237658211E-012
         10, 1.24631215269816077E-012
         11, 1.30540163493569386E-012
         12, 1.20998660368100970E-012
         13, 1.34384046509394724E-012
         14, 1.46426541085207907E-012
         15, 1.19889189393871515E-012
         16, 1.19737180971691671E-012
         17, 1.27821607068774988E-012
         18, 1.69069135972829419E-012
         19, 1.35746753564804385E-012
         20, 1.41508621761048663E-012
         21, 1.66835873858849017E-012
         22, 1.30893601409741662E-012
         23, 1.23453620239775823E-012
         24, 1.28245004700626462E-012
         25, 1.22590125877611566E-012
         26, 1.45574640153671667E-012
         27, 1.41052001667677675E-012
         28, 1.34434187976085092E-012
         29, 1.24338036513411133E-012
         30, 1.26945838415469703E-012
         31, 1.16554144170866115E-012
         32, 1.38879554386268271E-012
         33, 1.24164857646627381E-012
         34, 1.20177210880512218E-012
         35, 1.22318257124296637E-012
         36, 1.35864214880183270E-012
         37, 1.29422227544567063E-012
         38, 1.28375497067539222E-012
         39, 1.54850330503162234E-012
         40, 1.27914591290429696E-012
         41, 1.33914843470429625E-012
         42, 1.34973069853876984E-012
         43, 1.11389099610958094E-012
         44, 1.24618887022187129E-012
         45, 1.27621271714282465E-012
         46, 1.25564976372473911E-012
         47, 1.25223801002260314E-012
         48, 1.27345786476848496E-012
         49, 1.28751125016783360E-012
         50, 1.38144788588211906E-012
         51, 1.32348082334669739E-012
         52, 1.43205579943173930E-012
         53, 1.38879888909473805E-012
         54, 1.41165529647951828E-012
         55, 1.55412604064693685E-012
         56, 1.33706489007913577E-012
         57, 1.34030929103764949E-012
         58, 1.45991289493484034E-012
         59, 1.41486718748415473E-012
         60, 1.53394155764235168E-012
         61, 1.11526433928727832E-012
         62, 1.33949056570858887E-012
         63, 1.45404617828450991E-012
         64, 1.40135129223553632E-012
         65, 1.40867606391625616E-012
         66, 1.49703690860112769E-012
         67, 1.31095468990219678E-012
         68, 1.36952152687016537E-012
         69, 1.44843354085220471E-012
         70, 1.36560357291996590E-012
         71, 1.47254505557576439E-012
         72, 1.24849978352861446E-012
         73, 1.27869259753725063E-012
         74, 1.43078493702988041E-012
         75, 1.21308132868031362E-012
         76, 1.29764255698529043E-012
         77, 1.25368231187473212E-012
         78, 1.35879552906837018E-012
         79, 1.33996567079051171E-012
         80, 1.35935803582615828E-012
         81, 1.34884079202486777E-012
         82, 1.27738371685082753E-012
         83, 1.32992138514465616E-012
         84, 1.39369838286648872E-012
         85, 1.47335306567388608E-012
         86, 1.37973542314117403E-012
         87, 1.37209934271860393E-012
         88, 1.28340838869088276E-012
         89, 1.42080036273902770E-012
         90, 1.44217210668878186E-012
         91, 1.38275007948832480E-012
         92, 1.25304650664264402E-012
         93, 1.21144817459326100E-012
         94, 1.36343898156047618E-012
         95, 1.27004991790504730E-012
         96, 1.30518817649471756E-012
         97, 1.15868293746137994E-012
         98, 1.22064570141297332E-012
