         0, 2147483647,  1018, 2.05427344491921388E+306
         1,         29,  1018, 4.73855133892739311E-001
         2,         29,  1018, 9.73362653955774509E-002
         3,         28,  1018, 6.76497435273204408E-003
         4,         28,  1018, 5.50456140044348225E-006
         5,         10,  1018, 6.74811259510691850E-014
         6,          0,  1018, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 4.75996501575076743E-016
          2, 2.66919469729895508E-016
          3, 7.87318183601555975E-016
          4, 7.16185547582850532E-016
          5, 4.14698599873541228E-016
          6, 6.04393710027766492E-016
          7, 1.08798519250933640E-015
          8, 9.42727010945504998E-016
         -7, 1.08798519250933640E-015
          0, 9.67484172559559327E-016
