"N", "J", "SWEEPS", "TRANSFS", "GS", "TIMEs", "max||GVj-UjΣj||_F", "||G-UΣV^-1||_F/||G||_F", "||U^HU-I||_F", "||V^HJV-J||_F"
4096,    0,         16,    74702603,  1007,    9473.116649, 2.05205935556674820E-011, 5.41263463279787162E-014, 5.87583139800232652E-012, 3.01957654061353445E-012
4096,  512,         17,    79529392,  1007,   10097.477373, 2.28765096600953153E-011, 1.21735369504093088E-013, 5.68266594513346315E-012, 6.20928476503884483E-011
4096, 1024,         18,    84337990,  1006,   10681.822511, 2.64764188157232681E-011, 1.92935218760317569E-013, 5.19133626149913633E-012, 1.14484045159229222E-010
4096, 1536,         18,    91804903,  1007,   11015.757872, 3.33605884271545676E-011, 2.46814614575050545E-013, 6.29517448161218039E-012, 2.31207238588522557E-010
4096, 2048,         18,    83016895,  1007,   10605.010115, 1.36070247108320289E-011, 2.44352196802285371E-013, 7.42632113348161480E-012, 4.60046065707853321E-010
4096, 2560,         18,    92829473,  1007,   11082.563803, 1.70789226093421447E-011, 2.36545371710363533E-013, 6.20293363983256227E-012, 2.11188458553753449E-010
4096, 3072,         18,    87312434,  1007,   10845.774418, 2.02434465580975103E-011, 1.81558030838054271E-013, 4.86702559479997229E-012, 9.61530969225382287E-011
4096, 3584,         16,    79426059,  1007,    9720.647180, 2.34786595072361931E-011, 1.07592440701326704E-013, 6.32983969272520525E-012, 6.37419023052651409E-011
