         0, 2147483647,  1011, 2.35510597946278526E+304
         1,     131315,  1011, 3.37387401983664070E-001
         2,     131273,  1011, 5.10326531773360847E-001
         3,     131265,  1011, 6.74119442399134350E-001
         4,     131180,  1011, 7.48905661288358782E-002
         5,     130965,  1011, 7.22324882271163822E-003
         6,     130850,  1011, 6.54820671958633154E-005
         7,     130816,  1011, 4.80996835154816645E-007
         8,     125550,  1011, 6.78028626938769350E-010
         9,      39840,  1011, 4.20566022131917477E-014
        10,       7265,  1011, 1.26395925676687080E-015
        11,        261,  1011, 1.25860366108662445E-015
        12,          3,  1011, 1.14492567239407968E-015
        13,          0,  1011, 0.00000000000000000E+000
