         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8386560,  1007, 1.77793244748641999E-001
         2,    8386560,  1007, 1.78148281994179758E-001
         3,    8386560,  1007, 1.67535973818881884E-001
         4,    8386560,  1007, 1.46599083447646106E-001
         5,    8386560,  1007, 1.25366472514642002E-001
         6,    8386560,  1007, 2.35256675599750734E-002
         7,    8386552,  1007, 7.16481897654502094E-003
         8,    7866842,  1007, 7.57773254477493220E-004
         9,    6715436,  1007, 1.90598716380417478E-005
        10,    5592763,  1007, 7.09678146739806792E-008
        11,    2561384,  1007, 1.35199293812234656E-010
        12,     466778,  1007, 1.05995634754629422E-014
        13,      59441,  1007, 3.57023227339804125E-015
        14,        765,  1007, 3.55925587681370021E-015
        15,         40,  1007, 3.55983579319212787E-015
        16,          3,  1007, 0.00000000000000000E+000
        17,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 6.95827088725738228E-015
          2, 8.84986434774844327E-015
          3, 9.85422654309642718E-015
          4, 1.21506124497064862E-014
          5, 2.48702727033887071E-014
          6, 1.51829411382413028E-014
          7, 1.37680413578798228E-014
          8, 1.68780757107259263E-014
          9, 1.44438514566598370E-014
         10, 1.07627087607844381E-014
         11, 1.33208239298154936E-014
         12, 1.12278458583431108E-014
         13, 1.55172143374981272E-014
         14, 1.37581719501996628E-014
         15, 9.88944300384573820E-015
         16, 1.46132447255776220E-014
         17, 9.70492962099220221E-015
         18, 1.82051808551181930E-014
         19, 1.91585183755461535E-014
         20, 1.26145501106877406E-014
         21, 1.86458166223247261E-014
         22, 1.15075255038905550E-014
         23, 9.33894189823313055E-015
         24, 1.41416875361110129E-014
         25, 1.11112867546853728E-014
         26, 1.33486875990814401E-014
         27, 1.12702976608755951E-014
         28, 1.01634264594459698E-014
         29, 1.20896143781188543E-014
         30, 1.87929960038735009E-014
         31, 1.87509321339961106E-014
         32, 1.28629344226139018E-014
         33, 1.51437054924633374E-014
         34, 1.23139106856079803E-014
         35, 1.21527435609863843E-014
         36, 1.26965424988100299E-014
         37, 1.28938715714651272E-014
         38, 1.59473314650271124E-014
         39, 1.07725017001856240E-014
         40, 1.57935528398816353E-014
         41, 1.37110402919893506E-014
         42, 1.32104218634629016E-014
         43, 1.58626100325526845E-014
         44, 2.10828042859867792E-014
         45, 1.89870757534885331E-014
         46, 1.56172993307393418E-014
         47, 1.31127576203762781E-014
         48, 1.31164994627539617E-014
         49, 1.39478621859156220E-014
         50, 1.26407342794963902E-014
         51, 1.13829533214193543E-014
         52, 1.52030910909790755E-014
         53, 1.31627389054084098E-014
         54, 1.20824844992296914E-014
         55, 1.73813415271845939E-014
         56, 1.28075008913833968E-014
         57, 1.09038996173502584E-014
         58, 1.89200183243885843E-014
         59, 1.03694204715348325E-014
         60, 1.34347638914878894E-014
         61, 1.09764190370720800E-014
         62, 1.15301479803158719E-014
         63, 1.21466798175595030E-014
         64, 1.54756454894808354E-014
         65, 1.06727438447199947E-014
         66, 1.14816204810664048E-014
         67, 1.52899270189585972E-014
         68, 1.08507104352837610E-014
         69, 1.15982205439314075E-014
         70, 1.57293398345867593E-014
         71, 1.13069998633914520E-014
         72, 1.67396178188107157E-014
         73, 1.14595409008231841E-014
         74, 1.12042359575812893E-014
         75, 1.28493203997865053E-014
         76, 1.27915728956252464E-014
         77, 1.39878512056312545E-014
         78, 1.38807891409110474E-014
         79, 1.10913818539324342E-014
         80, 1.46397782291026283E-014
         81, 1.17241155087957803E-014
         82, 1.25371359275591026E-014
         83, 1.14053678333503204E-014
         84, 1.42434448892492262E-014
         85, 1.32733502847466464E-014
         86, 1.10228846085173562E-014
         87, 1.73801513335074337E-014
         88, 1.24094259849888180E-014
         89, 1.20129354465993302E-014
         90, 1.27909176430945945E-014
         91, 1.05429761201527573E-014
         92, 1.13988753093856553E-014
         93, 1.18493784263257411E-014
         94, 1.18146411009118171E-014
         95, 1.28606672329541986E-014
         96, 1.25118455708065385E-014
         97, 1.30811781338973535E-014
         98, 1.20586523016053674E-014
         99, 1.22945765453376034E-014
        100, 1.20516072934741425E-014
        101, 1.26739866388434349E-014
        102, 1.19484822285427649E-014
        103, 1.14851833295255913E-014
        104, 1.18073105783091087E-014
        105, 1.11461097047185715E-014
        106, 1.16803636775756645E-014
        107, 1.19236490520126340E-014
        108, 1.17874756079694906E-014
        109, 1.21801406389193140E-014
        110, 1.13285405889438051E-014
        111, 1.23130109049297960E-014
        112, 1.24194946801286065E-014
        113, 1.16925597886510795E-014
        114, 1.20429550808500273E-014
        115, 1.35413799316539029E-014
        116, 1.16711362402644006E-014
        117, 1.30621130233671516E-014
        118, 1.17802528258867498E-014
        119, 1.19699361623973330E-014
        120, 1.39655519286820394E-014
        121, 1.21047974245401653E-014
        122, 1.34272985246805576E-014
        123, 1.38343767197422464E-014
        124, 1.37840802820808049E-014
        125, 1.24717013416051324E-014
        126, 1.23048288535512722E-014
        127, 1.17743715684594006E-014
        128, 1.27367978361497184E-014
        129, 1.22511557170138349E-014
        130, 1.27303373593520223E-014
        131, 1.31243364003948253E-014
        132, 1.28745997785128266E-014
        133, 1.33856482072167595E-014
        134, 1.27543488810614696E-014
        135, 1.28376166891693377E-014
        136, 1.43548825941899651E-014
        137, 1.35924070635237273E-014
