         0, 2147483647,  1019, 5.14738314193644386E+306
         1,         29,  1019, 4.17892822371073169E-001
         2,         28,  1019, 5.11523486953253254E-002
         3,         28,  1019, 2.81293364892405825E-003
         4,         26,  1019, 2.73379913716033754E-006
         5,         10,  1019, 1.54738385981161292E-015
         6,          0,  1019, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 3.47692130044972168E-016
          2, 4.09172542356620523E-016
          3, 5.62497678902229638E-016
          4, 2.08875575275262991E-016
          5, 4.86710233672417731E-016
          6, 2.94728265295713312E-016
          7, 6.01082711451358819E-016
          8, 3.81543131098983339E-016
         -7, 6.01082711451358819E-016
          0, 4.94178765404664839E-016
