"N", "J", "SWEEPS", "TRANSFS", "GS", "TIMEs", "max||GVj-UjΣj||_F", "||G-UΣV^-1||_F/||G||_F", "||U^HU-I||_F", "||V^HJV-J||_F"
4096,    0,         16,    74876416,  1007,   10827.153504, 2.11777155985674987E-011, 4.57311912516602143E-014, 5.83061526573373269E-012, 3.05472756333105808E-012
4096,  512,         16,    79554265,  1007,   11059.376504, 2.22052171991665559E-011, 1.13378335722473775E-013, 5.73380126744354960E-012, 6.10180488834437549E-011
4096, 1024,         17,    84277535,  1006,   11766.305113, 2.79835198236748003E-011, 1.85994556054571566E-013, 5.20034764486026561E-012, 1.15174662742180545E-010
4096, 1536,         18,    91488010,  1007,   12537.386023, 3.20520533907501155E-011, 2.40164418819900533E-013, 6.35198896859569031E-012, 2.36006379354088986E-010
4096, 2048,         18,    83048254,  1007,   12127.227243, 1.34740901736126643E-011, 2.40359541270373932E-013, 7.44562691705378546E-012, 4.59064180720638068E-010
4096, 2560,         20,    92777000,  1007,   13573.728779, 1.69899304274350763E-011, 2.34857405561128780E-013, 6.33583790533647312E-012, 2.12210063090647984E-010
4096, 3072,         17,    87327531,  1007,   11922.634222, 1.95473211315724316E-011, 1.74363235554165149E-013, 4.79383181242637549E-012, 9.64467732001030733E-011
4096, 3584,         17,    79437939,  1007,   11559.665661, 2.30704948383372095E-011, 9.72725492913705593E-014, 6.27161788693050905E-012, 6.27337410981593719E-011
