         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8386560,  1007, 1.56188933146821668E-001
         2,    8386560,  1007, 1.35250045755257453E-001
         3,    8386560,  1007, 2.07265980437118857E-001
         4,    8386560,  1007, 2.66145548907603391E-001
         5,    8386560,  1007, 2.22598733289370632E-001
         6,    8386560,  1007, 2.02251379088691202E-001
         7,    8386560,  1007, 2.59418206363868720E-003
         8,    8285630,  1007, 2.39727265621533493E-004
         9,    7827530,  1007, 1.78466552202834396E-006
        10,    7190021,  1007, 5.48273945172087302E-009
        11,    5336889,  1007, 3.89673371971639093E-012
        12,    1141329,  1007, 3.92467054407983855E-015
        13,     271254,  1007, 3.58017785426420904E-015
        14,      25902,  1007, 3.56066451249555254E-015
        15,        161,  1007, 3.55367159514942734E-015
        16,         12,  1007, 3.55261320862471072E-015
        17,          3,  1007, 3.51057623093289372E-015
        18,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 2.68015395917095216E-012
          2, 2.52072146122731096E-012
          3, 2.50430801191894310E-012
          4, 2.70239663184149689E-012
          5, 2.50577128272895033E-012
          6, 2.54302834919744717E-012
          7, 3.09112549857838087E-012
          8, 2.59241888228818390E-012
          9, 2.47309776916716213E-012
         10, 2.67690394685445578E-012
         11, 2.49220300113119487E-012
         12, 2.58572616137894483E-012
         13, 2.56224795921088345E-012
         14, 2.60582472391249438E-012
         15, 2.49343866223524845E-012
         16, 2.61109073775528251E-012
         17, 2.49003081747994163E-012
         18, 2.64164548212999110E-012
         19, 2.49444617570798295E-012
         20, 2.61853786690465987E-012
         21, 2.74748302142379776E-012
         22, 2.49396260686590836E-012
         23, 2.54417735312892765E-012
         24, 2.80514248069779910E-012
         25, 2.54816963484883184E-012
         26, 2.61507731979152911E-012
         27, 2.54590610681673865E-012
         28, 2.49250461055108611E-012
         29, 2.61323204513254104E-012
         30, 2.53726007344988421E-012
         31, 2.67802133014388917E-012
         32, 2.57255049786908567E-012
         33, 2.66561132330197384E-012
         34, 2.65190793187335609E-012
         35, 2.51202451230163681E-012
         36, 2.63881666156451159E-012
