         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8390652,  1007, 0.00000000000000000E+000
         2,    8390644,  1007, 0.00000000000000000E+000
         3,    8390523,  1007, 0.00000000000000000E+000
         4,    8390132,  1007, 0.00000000000000000E+000
         5,    8389512,  1007, 0.00000000000000000E+000
         6,    8388873,  1007, 0.00000000000000000E+000
         7,    8377415,  1007, 0.00000000000000000E+000
         8,    6873920,  1007, 0.00000000000000000E+000
         9,    4740844,  1007, 0.00000000000000000E+000
        10,    2774169,  1007, 0.00000000000000000E+000
        11,    1300782,  1007, 0.00000000000000000E+000
        12,     299032,  1007, 0.00000000000000000E+000
        13,      19156,  1007, 0.00000000000000000E+000
        14,        111,  1007, 0.00000000000000000E+000
        15,          5,  1007, 0.00000000000000000E+000
        16,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 2.99721592792165980E-014
          2, 3.83771070876094531E-014
          3, 2.91807526751026176E-014
          4, 4.02635603962348487E-014
          5, 4.24324458680858687E-014
          6, 3.80776725726861168E-014
          7, 3.80302361880479857E-014
          8, 4.40348002283962126E-014
          9, 4.21093326898045157E-014
         10, 4.12347157264427923E-014
         11, 3.91622473698864401E-014
         12, 4.25705661486188080E-014
         13, 4.17054728061633647E-014
         14, 4.08289368101902560E-014
         15, 4.04374026215464260E-014
         16, 4.18196710960847614E-014
         17, 3.89739919552872291E-014
         18, 4.02675380432493401E-014
         19, 4.11563208751494122E-014
         20, 4.30198664964220658E-014
         21, 4.28372610684014330E-014
         22, 3.93574784107602917E-014
         23, 3.43976275775587201E-014
         24, 4.12057421954666168E-014
         25, 4.23325575423649527E-014
         26, 3.87220294515322112E-014
         27, 3.82000055923421892E-014
         28, 4.24708860161015339E-014
         29, 3.88641111703870287E-014
         30, 3.87484733627978207E-014
         31, 3.54355435059838848E-014
         32, 3.41749969378982291E-014
         33, 3.89448763429029373E-014
         34, 3.94426898913730096E-014
         35, 3.37707676352968727E-014
         36, 3.78009497936991028E-014
         37, 4.34162554400910835E-014
         38, 3.68314167174923530E-014
         39, 3.77187741629096115E-014
         40, 3.42491321287626015E-014
         41, 3.08356236244928848E-014
         42, 3.11065594996206688E-014
         43, 3.27073242670082963E-014
         44, 4.02425495061768811E-014
         45, 3.35932684607273049E-014
         46, 3.66896596437807365E-014
         47, 3.35030773421311304E-014
         48, 3.89027576936687056E-014
         49, 3.53963690751686087E-014
         50, 3.74217905146885925E-014
         51, 3.62865321359375923E-014
         52, 3.24349238098183307E-014
         53, 3.68460023793235919E-014
         54, 3.93300250623543017E-014
         55, 3.54343860663847209E-014
         56, 2.97602480085244786E-014
         57, 3.09019559880593983E-014
         58, 3.56692881156589582E-014
         59, 3.96407332052512161E-014
         60, 3.43737628706112431E-014
         61, 3.62894356427975373E-014
         62, 2.79479942392919484E-014
         63, 2.92662656145279036E-014
         64, 3.66715017159224009E-014
         65, 3.17853523484715868E-014
         66, 3.70934944007471696E-014
         67, 3.31585108335364563E-014
         68, 3.39083246455744977E-014
         69, 2.90710333704914457E-014
         70, 3.68803669268791195E-014
         71, 2.43319036047854008E-014
         72, 3.09848441166312133E-014
         73, 3.08069806206478199E-014
         74, 3.28658337691723590E-014
         75, 2.46438359417899949E-014
         76, 2.85866337796937119E-014
         77, 2.60846983801442960E-014
         78, 3.14402068287953072E-014
         79, 2.82439599070722342E-014
         80, 3.44227967057100953E-014
         81, 2.97492873199884968E-014
         82, 2.83343134530230117E-014
         83, 3.18892279669432733E-014
         84, 2.77091946441126625E-014
         85, 2.92533155626168199E-014
         86, 2.79006455568704502E-014
         87, 2.81858274052618833E-014
         88, 2.78251802139005620E-014
         89, 2.89963227306234593E-014
         90, 2.70271759800682079E-014
         91, 2.04051795983775735E-014
         92, 2.37325647067273293E-014
         93, 2.50110369065451174E-014
         94, 2.40983086611898337E-014
         95, 2.15281753333516613E-014
         96, 3.17658611109970212E-014
         97, 2.69851674742143043E-014
         98, 2.78396312964609851E-014
         99, 2.51218305008849975E-014
        100, 3.24054703611134542E-014
        101, 3.10720203282855161E-014
        102, 3.31938636202837662E-014
        103, 3.00517138182241915E-014
        104, 3.01473579666425926E-014
        105, 3.35334942759981833E-014
        106, 1.98644254759097894E-014
        107, 2.44902747226221668E-014
        108, 3.08119815163356842E-014
        109, 2.59191450325956956E-014
        110, 3.11239323946199336E-014
        111, 3.20168958675529006E-014
        112, 2.63764400502564294E-014
        113, 2.74845831328951038E-014
        114, 3.19621592341084835E-014
        115, 2.83156599817682774E-014
        116, 2.78277472067130343E-014
        117, 2.72472421809014773E-014
        118, 3.20472002868197646E-014
        119, 2.44178724860892769E-014
        120, 3.22554100850712452E-014
        121, 2.56033790931433852E-014
        122, 2.59479079020034578E-014
        123, 2.35826062633122754E-014
        124, 2.81625784640419778E-014
        125, 3.11628807824977154E-014
        126, 2.39224345618844381E-014
        127, 2.72022723822318844E-014
        128, 2.18380314266580138E-014
        129, 2.52296424005200438E-014
        130, 2.15505092997024229E-014
        131, 2.35645087197434232E-014
        132, 2.22674893204777060E-014
        133, 2.13380627848456623E-014
        134, 2.69109177674629029E-014
        135, 2.05978839133410115E-014
        136, 1.99058546840914450E-014
        137, 1.68498668483336063E-014
        138, 2.18219937236621980E-014
        139, 2.26924227546526069E-014
        140, 2.40288048720109092E-014
        141, 2.06778150151961579E-014
        142, 2.07831417225326316E-014
        143, 2.51577190120939578E-014
        144, 2.65417949590622385E-014
        145, 2.77769226770475000E-014
        146, 2.48948855935654187E-014
        147, 2.82456149743879774E-014
        148, 2.74945940072885425E-014
        149, 2.94537539348136051E-014
        150, 2.34146634092829123E-014
        151, 2.99712575679822672E-014
        152, 2.48909098663995383E-014
        153, 2.50010192667090824E-014
        154, 1.91969748254616390E-014
        155, 2.47362795820690163E-014
        156, 2.23560948873131049E-014
        157, 2.24432204559058854E-014
        158, 2.90850493080591960E-014
        159, 2.06211005416705002E-014
        160, 2.23508577930845780E-014
        161, 2.35761787266235498E-014
        162, 2.19440045019516427E-014
        163, 2.39590940161486220E-014
        164, 2.25490573776305475E-014
        165, 2.48457682999506845E-014
        166, 1.98615226727534516E-014
        167, 2.38378924316215463E-014
        168, 2.51590305050263578E-014
        169, 2.25007708152240172E-014
        170, 2.65886289715899264E-014
        171, 2.04450804805051041E-014
        172, 2.27087721175854313E-014
        173, 2.18978603644122508E-014
        174, 1.97259802075185286E-014
        175, 2.50263848642688665E-014
        176, 2.19191856410015200E-014
        177, 2.26620709032124760E-014
        178, 2.25965569306343951E-014
        179, 2.41859131615995098E-014
        180, 2.13112258905050553E-014
        181, 2.10137916222482054E-014
        182, 2.19102210765359882E-014
        183, 1.93851206734982506E-014
        184, 1.72408430093346895E-014
        185, 2.18473322253964905E-014
        186, 1.85750582026601791E-014
        187, 2.16389916193384848E-014
        188, 1.71135856670414928E-014
        189, 2.06421364564359655E-014
        190, 1.87308037960505299E-014
        191, 1.99093157314612440E-014
        192, 1.82192461300504826E-014
        193, 2.15817373785049106E-014
        194, 1.78687733582977932E-014
        195, 2.32275152210243407E-014
        196, 1.95096222590549183E-014
        197, 1.99919247908812310E-014
        198, 1.86596481655861321E-014
        199, 1.83189661795454657E-014
        200, 1.96557410988755592E-014
        201, 1.81294381468147589E-014
        202, 2.04335249269160357E-014
        203, 2.13383648802023568E-014
        204, 1.98565605947175800E-014
        205, 2.11589953304108933E-014
        206, 1.87487229303351745E-014
        207, 1.80827712684245769E-014
        208, 2.00010410234840376E-014
        209, 1.82089215308265138E-014
        210, 1.98300978902742795E-014
        211, 1.88031743094428629E-014
        212, 1.85516770650024430E-014
        213, 1.74796077411187433E-014
        214, 1.66930996291785827E-014
        215, 1.84765147079890217E-014
        216, 1.70983576957021880E-014
        217, 1.67787849830342745E-014
        218, 1.90584683385593547E-014
        219, 2.07339061466758214E-014
        220, 1.86874101933925859E-014
        221, 1.99693470568200259E-014
        222, 2.01238257484180572E-014
        223, 1.83864543976330501E-014
        224, 1.80166654729450932E-014
        225, 1.77791406154332790E-014
        226, 1.69204243469079521E-014
        227, 1.80574058448281704E-014
        228, 1.99053190248450992E-014
        229, 1.82964924844254706E-014
        230, 1.94868864695065309E-014
        231, 1.78320873735169276E-014
        232, 1.83475990267770934E-014
        233, 1.84261957718535599E-014
        234, 1.99388840859819136E-014
        235, 2.07365067784803316E-014
        236, 1.78573053114783663E-014
        237, 1.75863772122133494E-014
        238, 1.70243235694818500E-014
        239, 1.77013624782527683E-014
        240, 1.79248886482707312E-014
        241, 1.89561606323495503E-014
        242, 1.84278455991639114E-014
        243, 1.72950822136114871E-014
        244, 1.65322751981989018E-014
        245, 1.71007550660342912E-014
        246, 1.90706342100745115E-014
        247, 1.76286893493756866E-014
        248, 1.76130589934535921E-014
