         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8386560,  1008, 1.94063174234745534E-001
         2,    8386560,  1008, 2.13961479934525023E-001
         3,    8386560,  1008, 2.26081222503678791E-001
         4,    8386560,  1008, 2.09922311470988693E-001
         5,    8386560,  1008, 2.75033446666099579E-001
         6,    8386560,  1008, 2.49258934105041977E-002
         7,    8386557,  1008, 2.62062098113723801E-003
         8,    8350282,  1008, 1.19880703805648741E-004
         9,    7717946,  1008, 6.68184419528531864E-007
        10,    6777436,  1008, 3.48891359346977955E-010
        11,    1872642,  1008, 7.13313050771545053E-014
        12,     432356,  1008, 4.20992797663904759E-015
        13,      48660,  1008, 3.59620287100830921E-015
        14,        726,  1008, 3.49462846423026821E-015
        15,         28,  1008, 3.51916114575572556E-015
        16,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 8.93370640463181853E-015
          2, 9.20332196090078239E-015
          3, 9.23082719738225804E-015
          4, 1.05334464061134999E-014
          5, 7.52329272515888637E-015
          6, 1.01670395073464050E-014
          7, 8.37351326791755873E-015
          8, 8.04391804522157714E-015
          9, 8.29293129851983130E-015
         10, 9.00351843440146076E-015
         11, 7.77653129797894539E-015
         12, 8.64864385102919936E-015
         13, 8.51209175190915730E-015
         14, 8.94154249301519292E-015
         15, 9.47634973024426318E-015
         16, 8.30673126023982294E-015
         17, 9.43821047221227432E-015
         18, 8.39907444659556211E-015
         19, 9.86366638956040042E-015
         20, 9.08622026710859711E-015
         21, 9.09793849910918114E-015
         22, 8.43887745490796758E-015
         23, 8.29000402467735458E-015
         24, 8.83733553461142384E-015
         25, 9.16644159005721334E-015
         26, 1.06101017169718571E-014
         27, 9.17770110153291354E-015
         28, 8.92598376786632221E-015
         29, 1.18221107106035360E-014
         30, 9.39584132091163035E-015
         31, 9.61955015433861336E-015
         32, 9.23511028715885300E-015
         33, 8.40670643979248416E-015
         34, 1.02787545237554686E-014
         35, 1.03188083131234557E-014
         36, 1.05044345657483688E-014
         37, 1.47812885567162682E-014
         38, 1.00181250820399985E-014
         39, 1.02123002071846949E-014
         40, 1.06162089121859044E-014
         41, 1.31787123225069387E-014
         42, 1.19474917555703023E-014
         43, 1.17217214739637472E-014
         44, 1.56277965581799443E-014
         45, 1.06244487043310455E-014
         46, 1.07488931070061992E-014
         47, 9.36166646208317534E-015
         48, 1.01866193239394341E-014
         49, 9.81987694489745941E-015
         50, 1.21289689771787831E-014
         51, 1.11078158506662607E-014
         52, 1.05207304334117414E-014
         53, 1.06978066431212197E-014
         54, 1.06390776668934576E-014
         55, 1.33792462294886561E-014
