         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8386560,  1008, 2.18000143894055420E-001
         2,    8386560,  1008, 1.13219874830209385E-001
         3,    8386560,  1008, 1.69083813391800702E-001
         4,    8386560,  1008, 1.96870918621777052E-001
         5,    8386560,  1008, 1.91221531771183922E-001
         6,    8386559,  1008, 5.40776486190730141E-003
         7,    8370655,  1008, 5.50398942613844195E-004
         8,    7599803,  1008, 7.47769866438653567E-006
         9,    6371502,  1008, 4.81840005539932732E-008
        10,    4786580,  1008, 1.12961588900915753E-010
        11,    1234769,  1008, 5.55689015432762867E-014
        12,     403899,  1008, 4.12546109285567686E-015
        13,      54963,  1008, 3.54163624488153359E-015
        14,       1100,  1008, 3.55315965924230817E-015
        15,         36,  1008, 2.27195086463867095E-015
        16,          1,  1008, 3.11076100587795397E-015
        17,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 8.77624155942781795E-013
          2, 7.25205241199822243E-013
          3, 7.72073296173967506E-013
          4, 8.50599267106816126E-013
          5, 8.35667534453519557E-013
          6, 8.13228580538713175E-013
          7, 9.42202421479086487E-013
          8, 8.77293847217421664E-013
          9, 1.01725179894068856E-012
         10, 9.12929429263359256E-013
         11, 8.25593857867846253E-013
         12, 9.54623570155381139E-013
         13, 8.47366490602653751E-013
         14, 8.86726398281730329E-013
         15, 9.15810026071554046E-013
         16, 8.56859970305944330E-013
         17, 8.50197153551971836E-013
         18, 9.35685886309788955E-013
         19, 8.79723029083052301E-013
         20, 7.91637100477798878E-013
         21, 8.43988173911701105E-013
         22, 8.33561451996233663E-013
         23, 8.40011196947174494E-013
         24, 8.04251698171580772E-013
         25, 8.82353089950449294E-013
         26, 8.74152998790749167E-013
         27, 9.42022253077634062E-013
         28, 9.31931794585397765E-013
         29, 8.31773053139011830E-013
         30, 8.73086782329030077E-013
         31, 9.56281837721639058E-013
         32, 8.78972066774875786E-013
         33, 8.38192862338336902E-013
         34, 9.05352196838036609E-013
         35, 9.20477810282383386E-013
         36, 8.51741935200246219E-013
         37, 9.58904888371863792E-013
         38, 9.36223439888207944E-013
         39, 8.83506963332580715E-013
         40, 8.77418274043257908E-013
         41, 9.51841021690164307E-013
         42, 9.10038138372882102E-013
         43, 9.31241256217442785E-013
         44, 9.09548588233224819E-013
         45, 9.02614749697341706E-013
         46, 9.31388887158109750E-013
         47, 8.63158830440232449E-013
         48, 9.53415726607467947E-013
         49, 8.79159553634766417E-013
         50, 9.06301666505966273E-013
         51, 9.50450126944933584E-013
         52, 1.01466349847288347E-012
         53, 8.68338803181709864E-013
         54, 8.88062415579294672E-013
         55, 9.00233400297348646E-013
         56, 9.26768470060567133E-013
         57, 9.38400785231089392E-013
         58, 9.84113797073958551E-013
         59, 8.95842021753443833E-013
         60, 9.71454222585890428E-013
         61, 8.82217276774265552E-013
         62, 1.00565450263247810E-012
         63, 9.50078226588999530E-013
         64, 8.36019521982834012E-013
         65, 9.45407388477981347E-013
         66, 8.70852080870189056E-013
         67, 9.73568014606242082E-013
         68, 9.69900567999010136E-013
         69, 9.42917005306493957E-013
