         0, 2147483647,  1016, 5.77189218761696596E+305
         1,        496,  1016, 4.81610481893973597E-001
         2,        496,  1016, 2.94398716220388490E-001
         3,        496,  1016, 8.32420118550086241E-002
         4,        496,  1016, 2.79170012594930940E-003
         5,        496,  1016, 1.53936602412077617E-005
         6,        422,  1016, 3.36649278845466040E-010
         7,         29,  1016, 0.00000000000000000E+000
         8,          0,  1016, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 3.48741034005922170E-015
          2, 4.20810105326719730E-015
          3, 3.85145395895108792E-015
          4, 4.45570774996318977E-015
          5, 3.39289527881507652E-015
          6, 4.73882906691318718E-015
          7, 6.21445493337997921E-015
          8, 4.32882609852461444E-015
          9, 4.50455499602127361E-015
         10, 6.54339577057399941E-015
         11, 4.27647574173362794E-015
         12, 3.49093987574799427E-015
         13, 5.77831114381598171E-015
         14, 6.16785929552616247E-015
         15, 4.80748976724999183E-015
         16, 1.80375068002284057E-014
         17, 2.51997351789238214E-015
         18, 4.03471438953976242E-015
         19, 3.10075695869910376E-015
         20, 3.21304331816851035E-015
         21, 3.06445177223114674E-015
         22, 6.72510623955382266E-015
         23, 4.82768897544564207E-015
         24, 4.09196283060747005E-015
         25, 5.01025151249502134E-015
         26, 4.37564120882422966E-015
         27, 5.76995318117390079E-015
         28, 5.46231775104441199E-015
         29, 4.95243313108717745E-015
         30, 9.40645752031910988E-015
         31, 5.76147762391988329E-015
         32, 1.30085997007422716E-014
        -16, 1.80375068002284057E-014
          0, 2.59377557052269423E-015
