         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8390638,  1008, 1.77361006983685510E-001
         2,    8390611,  1008, 2.04207913465500129E-001
         3,    8390532,  1008, 1.54803598058801922E-001
         4,    8390394,  1008, 1.40766129868422435E-001
         5,    8390186,  1008, 1.46404682479459619E-001
         6,    8389769,  1008, 5.85449531472620396E-002
         7,    8388613,  1008, 3.16111422144195898E-003
         8,    8355972,  1008, 2.62255766468201708E-004
         9,    7580102,  1008, 3.87710676543157979E-006
        10,    6326617,  1008, 1.12713641301120319E-008
        11,    2733723,  1008, 3.74262359573335688E-012
        12,     211046,  1008, 3.68328283598179069E-015
        13,      15518,  1008, 3.56479630987013667E-015
        14,        148,  1008, 3.57814218813319991E-015
        15,         12,  1008, 3.55659552054094112E-015
        16,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.54702466345225623E-014
          2, 1.74736910582539337E-014
          3, 2.11810972926369039E-014
          4, 2.02301389499317174E-014
          5, 2.00896038537160111E-014
          6, 2.15189284518074743E-014
          7, 1.91629359655746202E-014
          8, 1.46797605396305441E-014
          9, 1.70596128410772706E-014
         10, 1.99123088930322769E-014
         11, 2.03004634535693805E-014
         12, 1.64764395482249258E-014
         13, 1.74464652756133557E-014
         14, 1.98218995350218741E-014
         15, 1.53323558794061689E-014
         16, 2.05795146813225172E-014
         17, 1.98303369769260410E-014
         18, 1.64594767008188940E-014
         19, 1.53250207206267277E-014
         20, 1.87119035696634179E-014
         21, 2.10789821142563105E-014
         22, 2.21446061258587010E-014
         23, 1.33690639712052363E-014
         24, 1.63363595720939086E-014
         25, 1.30594560392812295E-014
         26, 1.35274736967117475E-014
         27, 1.41551655693053851E-014
         28, 1.67864343785478129E-014
         29, 1.92347996506349787E-014
         30, 1.20114253351112156E-014
         31, 1.64212248660052649E-014
         32, 1.78040237323139943E-014
         33, 1.92012683677250703E-014
         34, 1.78922997217447798E-014
         35, 1.35650166789257248E-014
         36, 1.41884585917368182E-014
         37, 1.32254149737059372E-014
         38, 1.32494847825458529E-014
         39, 1.23580207457829455E-014
         40, 1.33157407643065908E-014
         41, 1.47804733850145374E-014
         42, 1.35908445515545054E-014
         43, 1.84755406481901388E-014
         44, 1.31013136015525911E-014
         45, 1.40265324326417996E-014
         46, 1.22539461204699301E-014
         47, 1.55553923121753724E-014
         48, 1.33563001433440694E-014
         49, 1.31916313507609761E-014
         50, 1.31627723422869601E-014
         51, 1.40765331324599407E-014
         52, 1.27834634726066171E-014
         53, 1.25974015944966954E-014
         54, 1.21044971701380995E-014
         55, 1.47966289572998729E-014
         56, 1.27491820637799310E-014
         57, 1.29937785967412043E-014
         58, 1.24603959075486994E-014
         59, 1.24932111494495912E-014
         60, 1.20904982971769578E-014
         61, 1.19870105213840910E-014
         62, 1.30278829549969006E-014
         63, 1.29448867318435382E-014
         64, 1.37289648953484837E-014
         65, 1.24178806418533960E-014
         66, 1.36657956671496070E-014
         67, 1.33339051385521711E-014
         68, 1.40197985228712926E-014
         69, 1.27333300291429513E-014
         70, 1.27691999207386540E-014
         71, 1.38708680062217839E-014
         72, 1.36827562098602239E-014
         73, 1.35661459979026481E-014
         74, 1.24872061126541544E-014
         75, 1.39633343288128342E-014
         76, 1.44764570775371690E-014
         77, 1.49008534299694972E-014
         78, 1.51082972891867636E-014
         79, 1.36345312542549194E-014
         80, 1.23091852757833113E-014
         81, 1.58868057894512351E-014
         82, 1.37902037896709993E-014
         83, 1.54513128783074391E-014
         84, 1.69254303965429994E-014
         85, 1.39906634536648579E-014
         86, 1.59585129637675824E-014
         87, 1.42386818994021240E-014
         88, 1.55566424133495466E-014
         89, 1.55667011982465398E-014
         90, 1.38081768268260545E-014
         91, 1.57764367390696153E-014
         92, 1.69694386400503129E-014
         93, 1.69243673872716486E-014
         94, 1.63340636174842393E-014
         95, 1.68663775034546024E-014
         96, 1.50313120954878991E-014
         97, 1.51648800380142892E-014
         98, 1.61219449364430689E-014
         99, 1.74467160978113326E-014
        100, 1.73614343544714626E-014
        101, 1.69577626566821993E-014
        102, 1.71787465177751353E-014
        103, 1.52438762217403370E-014
        104, 1.72457167202896101E-014
        105, 1.70341462585511899E-014
        106, 1.50544703335369693E-014
        107, 1.60119839678311283E-014
        108, 1.55112518804004323E-014
        109, 1.62866483251184451E-014
        110, 1.74783570127196729E-014
        111, 1.66238462586579595E-014
        112, 1.75482614097131961E-014
        113, 1.80585846540110942E-014
        114, 1.76389570237998668E-014
        115, 1.68202983788164194E-014
        116, 1.81977387237133615E-014
        117, 1.83187351866339242E-014
        118, 1.76666720970887199E-014
        119, 1.80558160271607018E-014
        120, 1.69412713789488711E-014
        121, 1.90637085007379456E-014
        122, 1.66661431525258396E-014
        123, 1.81568750022572555E-014
        124, 1.90854770189071949E-014
        125, 1.89881887368048459E-014
        126, 1.84405885171747574E-014
        127, 1.77280760728409672E-014
        128, 1.85143491741600321E-014
        129, 1.81879211774940679E-014
        130, 1.88603111896339090E-014
        131, 1.73404243924534610E-014
        132, 1.82599104786981173E-014
        133, 1.91156632714363718E-014
        134, 1.97332383945559753E-014
        135, 1.84513198466106026E-014
        136, 1.73746812879110434E-014
        137, 1.81813517015242567E-014
        138, 1.75850759870563897E-014
        139, 1.91521976154797429E-014
        140, 1.81159423940498851E-014
        141, 1.99731665950437953E-014
        142, 1.88754355612525649E-014
        143, 1.84613634504634685E-014
        144, 1.91979628920797580E-014
        145, 1.83352640763935659E-014
        146, 2.11910609685800621E-014
        147, 1.72234372732231588E-014
        148, 1.80654447475781184E-014
        149, 1.82948612024878518E-014
