         0, 2147483647,  1015, 3.53018733546059663E+305
         1,       2062,  1015, 5.26532529890501810E-001
         2,       2054,  1015, 2.71346749848025037E-001
         3,       2028,  1015, 4.41552769400652967E-002
         4,       2017,  1015, 1.78913878486815464E-003
         5,       2016,  1015, 2.31626437142045423E-005
         6,       1879,  1015, 2.03199850688931513E-008
         7,        500,  1015, 3.70314003089311847E-014
         8,         23,  1015, 4.45355661893486556E-016
         9,          0,  1015, 0.00000000000000000E+000
