         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8386560,  1007, 1.77793244748640361E-001
         2,    8386560,  1007, 1.85560250738165372E-001
         3,    8386560,  1007, 1.36126772142136448E-001
         4,    8386560,  1007, 1.35824534964075261E-001
         5,    8386560,  1007, 1.71600821233836798E-001
         6,    8386560,  1007, 2.21257928606276334E-002
         7,    8386547,  1007, 4.51616380600538842E-003
         8,    7818605,  1007, 2.92884785341219556E-004
         9,    6587021,  1007, 2.37599708813695021E-006
        10,    5371782,  1007, 6.34212536975845804E-009
        11,    2028805,  1007, 3.15097524350705432E-012
        12,     360568,  1007, 3.60141412125283687E-015
        13,      38035,  1007, 3.55624923184408887E-015
        14,        417,  1007, 3.54016045166638370E-015
        15,         33,  1007, 3.37008912775360582E-015
        16,          2,  1007, 2.16532723469488451E-016
        17,          1,  1007, 0.00000000000000000E+000
        18,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.94108527131991550E-014
          2, 2.25437322888089206E-014
          3, 2.25742644910600895E-014
          4, 2.31740302095214225E-014
          5, 2.21660553916431818E-014
          6, 2.20781281705074332E-014
          7, 2.35547554769746555E-014
          8, 2.28933372002043902E-014
          9, 2.21538281196493900E-014
         10, 2.07392078656059761E-014
         11, 2.19022895428743106E-014
         12, 1.68474797111332395E-014
         13, 2.35915787104182273E-014
         14, 2.08816373593078190E-014
         15, 2.11359263729268019E-014
         16, 1.99178909614320473E-014
         17, 2.15895782134800200E-014
         18, 2.06202523245143923E-014
         19, 1.86878016524550457E-014
         20, 1.92323533459318739E-014
         21, 2.00309817364529351E-014
         22, 1.65489355951661778E-014
         23, 1.72239518710733066E-014
         24, 2.33999238399975335E-014
         25, 1.89507599560184450E-014
         26, 1.75748597502618374E-014
         27, 2.08560839557987764E-014
         28, 1.61456122093691058E-014
         29, 1.61237950145640320E-014
         30, 2.09134561251404278E-014
         31, 1.93470329659674884E-014
         32, 1.67748481744152359E-014
         33, 1.77513786570488757E-014
         34, 1.71217244695407418E-014
         35, 1.83158793790398536E-014
         36, 1.59512757918978162E-014
         37, 1.85121475338296023E-014
         38, 1.69065138269103304E-014
         39, 1.48974907514643851E-014
         40, 1.74485044847453535E-014
         41, 2.15865889142198124E-014
         42, 1.76177600305131376E-014
         43, 1.89425848960593125E-014
         44, 1.80461337110816480E-014
         45, 1.88960946026756928E-014
         46, 1.59908424695611358E-014
         47, 1.78801178381570185E-014
         48, 1.74703724384393833E-014
         49, 1.70785807176278651E-014
         50, 1.55605156443652319E-014
         51, 1.81367795955336539E-014
         52, 1.62882896859954576E-014
         53, 1.61117280849849367E-014
         54, 1.83401939383926963E-014
         55, 1.74065740697326724E-014
         56, 1.53038620811284692E-014
         57, 1.69178956587676816E-014
         58, 1.90370976312529356E-014
         59, 1.60746144550577236E-014
         60, 1.84056914994334906E-014
         61, 1.59111344551473027E-014
         62, 1.69778523113152054E-014
         63, 1.53564135777061147E-014
         64, 1.64744751207806823E-014
         65, 1.66387277507129339E-014
         66, 1.57364224702517600E-014
         67, 1.82464712271173924E-014
         68, 1.58446456965265839E-014
         69, 1.93197179031210432E-014
         70, 1.76715492082379048E-014
         71, 1.63404751420115820E-014
         72, 1.78047078372357668E-014
         73, 1.67035714888405227E-014
         74, 1.53523883908719876E-014
         75, 1.60710090208769855E-014
         76, 1.52411263930434040E-014
         77, 1.48471049734158530E-014
         78, 1.62591024240179611E-014
         79, 1.62161501431572941E-014
         80, 1.60877507534003000E-014
         81, 1.53109212141421285E-014
         82, 1.60375992210211965E-014
         83, 1.66105078630673734E-014
         84, 1.83276522734645800E-014
         85, 1.79712868128637717E-014
         86, 1.68403084412830400E-014
         87, 1.77196512863462460E-014
         88, 1.63081047295136933E-014
         89, 1.72962979817608766E-014
         90, 1.63771312820276479E-014
         91, 1.60146216645843803E-014
         92, 1.51883563019733628E-014
         93, 1.64491272136248471E-014
         94, 1.62846536639482798E-014
         95, 1.60745142996862883E-014
         96, 1.70464774824529667E-014
         97, 1.61597659561708615E-014
         98, 1.70831863625335866E-014
         99, 1.76756877539191638E-014
        100, 1.62093276145652618E-014
        101, 1.59193291980764802E-014
        102, 1.74577002933752719E-014
        103, 1.70884394036849016E-014
        104, 1.75236001178968520E-014
        105, 1.57018920935933060E-014
        106, 1.53714322077635014E-014
        107, 1.65138110723978159E-014
        108, 1.47915477383084187E-014
        109, 1.48551634451776498E-014
        110, 1.51949924684864678E-014
        111, 1.61554015066718908E-014
        112, 1.70112269562833117E-014
        113, 1.55818431714355559E-014
        114, 1.59631472207012535E-014
        115, 1.70656781650034658E-014
        116, 1.67915839690515343E-014
        117, 1.52295465865527786E-014
        118, 1.54681705232097683E-014
        119, 1.49084260780980712E-014
        120, 1.77254120409073792E-014
        121, 1.52633911865849260E-014
        122, 1.51160029671632070E-014
        123, 1.55481724126167652E-014
        124, 1.55061805604974823E-014
        125, 1.48329859394940755E-014
        126, 1.52883848498665556E-014
        127, 1.59469220820219069E-014
        128, 1.69636931373931480E-014
        129, 1.58739195038382886E-014
        130, 1.58518379959046637E-014
        131, 1.55904219461066222E-014
        132, 1.52463978296119512E-014
        133, 1.61547495790764105E-014
        134, 1.70632335632941793E-014
        135, 1.75186278217110662E-014
        136, 1.52165695594683420E-014
        137, 1.76764926428420897E-014
        138, 1.54648907906312901E-014
        139, 1.56922390151813423E-014
        140, 1.56387169525758888E-014
        141, 1.80507880960523692E-014
        142, 1.60387610188306582E-014
        143, 1.57175537693470994E-014
        144, 1.77162956560035016E-014
