         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8386560,  1008, 1.94063174234741925E-001
         2,    8386560,  1008, 2.04268274527798110E-001
         3,    8386560,  1008, 2.32563139853240702E-001
         4,    8386560,  1008, 2.27540410633525453E-001
         5,    8386560,  1008, 2.76238490900650946E-001
         6,    8386560,  1008, 2.48468353879022254E-002
         7,    8386558,  1008, 3.35820203921762591E-003
         8,    8352224,  1008, 1.18803900184517863E-004
         9,    7735001,  1008, 9.80204211577532135E-007
        10,    6715413,  1008, 3.32900061107366556E-010
        11,    1790494,  1008, 5.79548604361178931E-014
        12,     425246,  1008, 4.03511433245697219E-015
        13,      53964,  1008, 3.52808227230037354E-015
        14,        929,  1008, 3.39251792321395435E-015
        15,         24,  1008, 3.12412033604825958E-015
        16,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.36834414505991985E-014
          2, 1.43564102759842129E-014
          3, 1.29003205314517167E-014
          4, 1.22988978926688189E-014
          5, 1.46874401367625577E-014
          6, 1.33227506673339141E-014
          7, 1.34405156112926442E-014
          8, 1.45710914992009379E-014
          9, 1.20876287700417857E-014
         10, 1.17830383656177295E-014
         11, 1.17889895642436599E-014
         12, 1.25394186431113479E-014
         13, 1.33254677857474358E-014
         14, 1.35553829631872608E-014
         15, 1.31070786961873668E-014
         16, 1.29487316722717874E-014
         17, 1.22572196226456960E-014
         18, 1.52582266429391317E-014
         19, 1.47801908620727556E-014
         20, 1.34561078850730292E-014
         21, 1.33081842848204569E-014
         22, 1.17923323971234574E-014
         23, 1.29264083115118153E-014
         24, 1.21822842936753886E-014
         25, 1.40324501068559083E-014
         26, 1.27355801306658398E-014
         27, 1.44455398799301535E-014
         28, 1.58929077469572066E-014
         29, 1.31774692489397458E-014
         30, 1.50526731032772606E-014
         31, 1.38049966143234136E-014
         32, 1.54271852427581944E-014
         33, 1.37814837652923244E-014
         34, 1.56641984971237827E-014
         35, 1.67692358919271030E-014
         36, 1.29690224861583576E-014
         37, 1.66020227842793608E-014
         38, 1.35392648176541325E-014
         39, 1.57891337958647087E-014
         40, 1.38936963830720657E-014
         41, 1.63449561403678209E-014
         42, 1.62053610150212434E-014
         43, 1.52890313097510604E-014
         44, 1.60162581710461124E-014
         45, 1.56177129465229541E-014
         46, 1.47578929264470091E-014
         47, 1.52015157459737369E-014
         48, 1.61112093694268502E-014
         49, 1.64940685245986967E-014
         50, 1.66452862554134209E-014
         51, 1.65441621949680959E-014
         52, 1.55519170277245033E-014
         53, 1.66945690553302625E-014
         54, 1.68865138158983564E-014
         55, 1.62592222495307393E-014
         56, 1.58187814924029642E-014
         57, 1.62605750697640680E-014
         58, 1.67888505579572689E-014
         59, 1.73692159270844208E-014
         60, 1.68120305209697407E-014
         61, 1.71665481940817296E-014
         62, 1.70577833978023537E-014
         63, 1.72301221163688098E-014
         64, 1.68312978088268542E-014
         65, 1.67514610919469608E-014
         66, 1.57412224315089049E-014
         67, 1.76737352050255189E-014
         68, 1.67118602476741352E-014
         69, 1.64129898853560288E-014
         70, 1.67190222081739997E-014
         71, 1.72810420528268137E-014
         72, 1.74080337207424245E-014
         73, 1.74341565101353298E-014
         74, 1.72450746119344549E-014
         75, 1.74479214499672065E-014
         76, 1.65788192347300100E-014
         77, 1.69055219880803013E-014
         78, 1.77434464814225811E-014
         79, 1.67131945227956107E-014
         80, 1.75129749600642671E-014
         81, 1.74783896278361700E-014
         82, 1.84915716644321390E-014
         83, 1.69026161689715526E-014
         84, 1.59262532784108655E-014
         85, 1.76026179537333371E-014
         86, 1.79650756924640445E-014
         87, 1.69204149654654996E-014
         88, 1.86514926531594376E-014
         89, 1.68281212363119648E-014
         90, 1.96072157007033112E-014
         91, 1.95447351607612325E-014
         92, 1.70531000108003114E-014
         93, 1.69868063460428476E-014
         94, 1.76151153810378481E-014
         95, 1.74936155413234740E-014
         96, 1.74315133564176344E-014
         97, 1.73190548309899609E-014
         98, 1.77538807408592008E-014
         99, 1.69346905393847845E-014
        100, 1.88182426269984740E-014
        101, 1.82379993783839777E-014
        102, 1.97227098384968206E-014
        103, 1.86461397812362671E-014
        104, 2.01716767291661143E-014
        105, 1.97346217331065572E-014
        106, 1.86722886884596802E-014
        107, 1.75800158119566602E-014
        108, 1.78353591452553493E-014
        109, 1.81135476934823017E-014
        110, 2.02317445602959120E-014
        111, 1.99134484437285334E-014
        112, 1.95526811579826518E-014
        113, 2.00749168995314148E-014
        114, 1.84223214118292001E-014
        115, 2.06309963744386222E-014
        116, 1.96080823700837274E-014
        117, 1.90827614484942750E-014
        118, 1.80963064169129213E-014
        119, 1.84205713627061242E-014
        120, 1.76135906366511819E-014
        121, 1.78889947510171694E-014
        122, 1.93491027060415243E-014
        123, 1.92681900426915591E-014
        124, 1.82467945484209111E-014
        125, 2.02208187743048681E-014
