         0, 2147483647,  1017, 1.24521990162015882E+306
         1,        496,  1017, 5.49575858526648475E-001
         2,        496,  1017, 2.08201180573979183E-001
         3,        496,  1017, 7.48638304675112998E-002
         4,        496,  1017, 7.74321271662824738E-004
         5,        496,  1017, 4.98375169247819598E-007
         6,        338,  1017, 2.24686152523786618E-012
         7,         43,  1017, 0.00000000000000000E+000
         8,          0,  1017, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.31115602980547766E-015
          2, 1.65137394813630934E-015
          3, 1.45469026318714334E-015
          4, 2.07548695908094616E-015
          5, 2.25259329966761502E-015
          6, 2.73871035559885885E-015
          7, 2.87614380147906049E-015
          8, 2.29775816228425840E-015
          9, 2.36132404214484411E-015
         10, 2.57789050335218994E-015
         11, 3.25909342289972652E-015
         12, 4.25912733526676035E-015
         13, 4.91343910708638227E-015
         14, 4.26194912645260760E-015
         15, 5.13296748527899163E-015
         16, 6.57237548793276923E-015
         17, 1.56893350987342628E-015
         18, 2.28831759604006825E-015
         19, 2.11684231795306321E-015
         20, 1.87058036053485682E-015
         21, 2.23120955616152146E-015
         22, 1.82082384133554227E-015
         23, 2.25781190732234414E-015
         24, 1.88615821259108522E-015
         25, 2.00542156663563393E-015
         26, 3.13155506880242045E-015
         27, 2.64839054939464740E-015
         28, 3.59872866980207031E-015
         29, 4.15332228371889836E-015
         30, 4.50237682974139107E-015
         31, 7.48523134146957697E-015
         32, 3.28493004944928901E-015
        -31, 7.48523134146957697E-015
          0, 2.40783610185558900E-015
