         0, 2147483647,  1013, 9.31410784042967275E+304
         1,      32875,  1013, 3.99227880549998360E-001
         2,      32855,  1013, 6.08119859885956515E-001
         3,      32830,  1013, 1.95729601136001713E-001
         4,      32721,  1013, 1.59677593011246684E-002
         5,      32650,  1013, 4.23570746841635476E-004
         6,      32640,  1013, 4.22960876593100488E-006
         7,      31637,  1013, 8.86935793960879236E-009
         8,      14453,  1013, 4.98024697734227518E-013
         9,       1578,  1013, 9.35406445673250773E-016
        10,         16,  1013, 7.69417566250482518E-016
        11,          1,  1013, 0.00000000000000000E+000
        12,          0,  1013, 0.00000000000000000E+000
