         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8390641,  1007, 2.12744899665472331E-001
         2,    8390633,  1007, 1.17914348709561037E-001
         3,    8390510,  1006, 1.11094202566239586E-001
         4,    8390309,  1006, 9.89433051297636951E-002
         5,    8390085,  1006, 1.09233034351569974E-001
         6,    8389719,  1006, 8.38728184501514457E-002
         7,    8388817,  1006, 2.84829266694254513E-003
         8,    8123248,  1006, 5.76592920469589125E-004
         9,    7280163,  1006, 1.29542402816863833E-005
        10,    6231302,  1006, 4.19509908119192491E-008
        11,    3296144,  1006, 1.53765482667630079E-011
        12,     531805,  1006, 3.61134136576531713E-015
        13,     103113,  1006, 3.59449911428990892E-015
        14,       7279,  1006, 3.56066972775622516E-015
        15,         28,  1006, 3.55315634188968100E-015
        16,          3,  1006, 1.19157056546102180E-015
        17,          0,  1006, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.73924103396778163E-012
          2, 1.65612546287103406E-012
          3, 1.72066613173280243E-012
          4, 1.71482899956346483E-012
          5, 1.75490857004906597E-012
          6, 1.66252569724150243E-012
          7, 1.57028909740494848E-012
          8, 1.78321391190549167E-012
          9, 1.78096515390294636E-012
         10, 1.67700452499037313E-012
         11, 1.80918607848970945E-012
         12, 1.82921095094626734E-012
         13, 1.77753739617341950E-012
         14, 1.70445075214083198E-012
         15, 1.81808789590934749E-012
         16, 1.80040751976459456E-012
         17, 1.75384877722548818E-012
         18, 1.63449757828342313E-012
         19, 1.84831299437512573E-012
         20, 1.72040682443612205E-012
         21, 1.70967788817445293E-012
         22, 1.65386113476822334E-012
         23, 1.73516907325730800E-012
         24, 1.78689268960058196E-012
         25, 1.64108740671778351E-012
         26, 1.67881030779927997E-012
         27, 1.71069393988870001E-012
         28, 1.77341253961989918E-012
         29, 1.74413130252302699E-012
         30, 1.64109057054195871E-012
         31, 1.64786507668789063E-012
         32, 1.73204548034208112E-012
         33, 1.93245099583133453E-012
         34, 1.85828552198292858E-012
         35, 1.77281911983246015E-012
         36, 1.74731120550017859E-012
         37, 1.86220259340321136E-012
         38, 1.85166834195598821E-012
