         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8386560,  1008, 2.21103813370968683E-001
         2,    8386560,  1008, 1.75199746950648244E-001
         3,    8386560,  1008, 1.36096244442635378E-001
         4,    8386560,  1008, 1.12208149344282415E-001
         5,    8386560,  1008, 3.30962930352215051E-002
         6,    8386556,  1008, 1.48198513960477521E-002
         7,    8348288,  1008, 2.53062526891989709E-003
         8,    6739616,  1008, 1.38278760409085044E-004
         9,    4810020,  1008, 3.23023425307403117E-006
        10,    2838432,  1008, 5.33941359665278075E-009
        11,     696771,  1008, 2.55892427586051362E-012
        12,     143110,  1008, 3.56701443915073478E-015
        13,      11193,  1008, 3.55731133502776630E-015
        14,        130,  1008, 3.55860349283130387E-015
        15,          4,  1008, 3.32002846353184092E-016
        16,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 7.18492136379678572E-015
          2, 6.52820919831645070E-015
          3, 6.76906275447143863E-015
          4, 1.09778545487851896E-014
          5, 1.22702771027128579E-014
          6, 1.19862090969498241E-014
          7, 1.68233842474716748E-014
          8, 2.55848323371815586E-014
          9, 1.47065226426995697E-014
         10, 2.38940348542685616E-014
         11, 2.05553101184790082E-014
         12, 1.43859805451311334E-014
         13, 1.70694093173163448E-014
         14, 2.04276782067610391E-014
         15, 1.51347222903291423E-014
         16, 2.25327627888578265E-014
         17, 3.17238386268445637E-014
         18, 1.96803573396435736E-014
         19, 1.23235927836308568E-014
         20, 2.18860828704878272E-014
         21, 1.84563604750286553E-014
         22, 2.18377049477841557E-014
         23, 2.26722643471670843E-014
         24, 2.09637697866372543E-014
         25, 1.98106805736510457E-014
         26, 2.63046406112917547E-014
         27, 1.96760809019692302E-014
         28, 1.46218425036765159E-014
         29, 2.57604587705526159E-014
         30, 2.04723964954680771E-014
         31, 2.03269099950022928E-014
         32, 2.35753065509037979E-014
         33, 2.56790553980658145E-014
         34, 1.11435247099776469E-014
         35, 1.67302871682134877E-014
         36, 2.27333159240913205E-014
         37, 1.62559327256662981E-014
         38, 2.37640080995415477E-014
         39, 1.29337272211748767E-014
         40, 2.40104503295488373E-014
         41, 2.40179918306211160E-014
         42, 3.06944430774382796E-014
         43, 1.91123918188969344E-014
         44, 1.52538049462454159E-014
         45, 2.14106742894692328E-014
         46, 1.86094726389597159E-014
         47, 1.60605366202285751E-014
         48, 2.17874140817255508E-014
         49, 1.99043074108605540E-014
         50, 2.71577795686863275E-014
         51, 2.34761527224222792E-014
         52, 2.62438590826060586E-014
         53, 1.30966971117468304E-014
         54, 1.41340574459096383E-014
         55, 2.37777865836380009E-014
         56, 1.34228636397900083E-014
         57, 2.14011156035172722E-014
         58, 1.37594749061807672E-014
         59, 2.08160202613596398E-014
         60, 2.20696815817839788E-014
         61, 1.81632182988144364E-014
         62, 1.37842806483852505E-014
         63, 1.38674464792016767E-014
         64, 2.11387998400620773E-014
         65, 2.57020938967515580E-014
         66, 1.65062634455718771E-014
         67, 1.56043671141373440E-014
         68, 1.75138811389418799E-014
         69, 1.23461745734298489E-014
         70, 2.32438844982246355E-014
         71, 2.25292613853823949E-014
         72, 2.02450368487921320E-014
         73, 3.34984749006373705E-014
         74, 3.07123044096807347E-014
         75, 2.82186587696252456E-014
         76, 2.49097856684258853E-014
         77, 2.82206892818846841E-014
         78, 2.36187054644730030E-014
         79, 1.97770603223872235E-014
         80, 2.26502664083395592E-014
         81, 1.99027645828391009E-014
         82, 2.62316632652795551E-014
         83, 1.55028670619108530E-014
         84, 1.71989131381683142E-014
         85, 1.32615025016988887E-014
         86, 2.58284031191228553E-014
         87, 2.20997446799544421E-014
         88, 2.42178001671799548E-014
         89, 1.56566857575721196E-014
         90, 2.25953864717820324E-014
         91, 1.35662719115528268E-014
         92, 1.27545989442117485E-014
         93, 1.40557351111574609E-014
         94, 1.50754044859361290E-014
         95, 1.47655822464314157E-014
         96, 1.64194666578749625E-014
         97, 2.36262689276003615E-014
         98, 2.76049666494644494E-014
         99, 1.77751200638371575E-014
        100, 1.46059681329922020E-014
        101, 2.51496045927001626E-014
        102, 3.43123803607031985E-014
        103, 1.70087813164513219E-014
        104, 1.54715902352409633E-014
        105, 1.29350767465411204E-014
        106, 1.54657592160711879E-014
        107, 2.09774152702537884E-014
        108, 2.12633706029318470E-014
        109, 1.38019841219126039E-014
        110, 1.68542293061216563E-014
        111, 1.73326413661950459E-014
        112, 1.07236799674584392E-014
        113, 1.20979320456682592E-014
        114, 1.29893089754571092E-014
        115, 2.47560676636209232E-014
        116, 1.17549183502112412E-014
        117, 1.21837480280660337E-014
        118, 1.45914085694642448E-014
        119, 1.54888220567364094E-014
        120, 2.36467525408606629E-014
        121, 1.20770960574095288E-014
        122, 1.19070661222949742E-014
        123, 1.24115406454216292E-014
        124, 1.98594560097257211E-014
        125, 1.65508863567174244E-014
        126, 2.69459995300180149E-014
        127, 1.16653643360775839E-014
        128, 1.25667670618056445E-014
        129, 1.74684419479690697E-014
        130, 1.43368856710546937E-014
        131, 1.48800807149880386E-014
        132, 2.01631282934094310E-014
        133, 1.46862006914052667E-014
        134, 1.15499041159805299E-014
        135, 1.08319950474994784E-014
        136, 1.00770245863203668E-014
        137, 1.50698826242697489E-014
        138, 9.68205659459582476E-015
        139, 1.14701733042247487E-014
        140, 1.28767449324171599E-014
        141, 1.80061389191897118E-014
        142, 1.83984448025210527E-014
        143, 1.01886345376431850E-014
        144, 1.21099407224955926E-014
        145, 1.09481632743218007E-014
        146, 1.83635173156644437E-014
        147, 1.57017360263866764E-014
        148, 1.06953796434798026E-014
        149, 1.77235697043538908E-014
        150, 1.52756364433496948E-014
        151, 1.58967852795822747E-014
        152, 1.63593710688569378E-014
        153, 1.65123610296901100E-014
        154, 1.07335458063113253E-014
        155, 1.58502369717121184E-014
        156, 1.25138240528198507E-014
        157, 1.66550200112767688E-014
        158, 1.86341150739027450E-014
        159, 1.60864135418320470E-014
        160, 2.08583578722271748E-014
        161, 1.60422612694691426E-014
        162, 1.88935598341082268E-014
        163, 1.81879846642614796E-014
        164, 1.16032558578276474E-014
        165, 9.74225101118535650E-015
        166, 1.63816643006052224E-014
        167, 1.39031271855922488E-014
        168, 1.10864703539720263E-014
        169, 1.59814874927417087E-014
        170, 1.03334799604341307E-014
        171, 1.39636408252070457E-014
        172, 1.23046198503655739E-014
        173, 1.03512105954406880E-014
        174, 1.02623500784041312E-014
        175, 1.88062339286875867E-014
        176, 1.46342531386473790E-014
        177, 1.14485172726992988E-014
        178, 1.22693377788565338E-014
        179, 1.21136835499936491E-014
        180, 1.36386808073237815E-014
        181, 2.31257489017211148E-014
        182, 1.07189966653852409E-014
        183, 1.19189935985504296E-014
        184, 1.49819482478289892E-014
        185, 1.16359781779751768E-014
        186, 1.53066308874490722E-014
        187, 1.45217336377727660E-014
        188, 1.62895019016523013E-014
        189, 1.41449959013580635E-014
        190, 1.13819915374634879E-014
        191, 2.22785611051661975E-014
