         0, 2147483647,  1010, 1.25609184041879444E+304
         1,    2098159,  1010, 2.41092687598037286E-001
         2,    2098113,  1010, 5.10637474772606903E-001
         3,    2098086,  1010, 8.00000000000000044E-001
         4,    2098055,  1010, 4.56922074742477868E-001
         5,    2097693,  1010, 2.61287520492348817E-002
         6,    2097015,  1010, 6.77935405003274685E-004
         7,    2096442,  1010, 8.46349617744647059E-006
         8,    2095804,  1010, 3.50712948307653598E-008
         9,    1837881,  1010, 2.88611383497418879E-011
        10,     390708,  1010, 2.56185013839871016E-015
        11,      80947,  1010, 2.53045711590259791E-015
        12,       4594,  1010, 2.51740622343512470E-015
        13,         20,  1010, 2.51749681510670267E-015
        14,          2,  1010, 0.00000000000000000E+000
        15,          0,  1010, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 4.00736714851572939E-013
          2, 3.88621485608992382E-013
          3, 4.06487113066143148E-013
          4, 4.31854652004220235E-013
          5, 3.98831490488331507E-013
          6, 3.63764286249178825E-013
          7, 3.76390437853153085E-013
          8, 4.27477220758193762E-013
          9, 3.96024690299294094E-013
         10, 4.24614547899695828E-013
         11, 3.85429563043170345E-013
         12, 4.43402183689320695E-013
         13, 4.15708652030745954E-013
         14, 3.88017269687230203E-013
         15, 4.09337819471837368E-013
         16, 3.87200047901356538E-013
         17, 4.31205473428240514E-013
         18, 4.01602150716892814E-013
         19, 3.84718161735441362E-013
         20, 3.74803834962846697E-013
         21, 3.63844615553178601E-013
         22, 3.83465644819110788E-013
         23, 3.76798866428584429E-013
         24, 4.08796292261758761E-013
         25, 3.81699414114681187E-013
         26, 4.36489423541720679E-013
         27, 3.81362133802959040E-013
         28, 4.07052203874280512E-013
         29, 4.04239922208088586E-013
         30, 4.23269652091145630E-013
         31, 3.67287047120708745E-013
         32, 3.80557952612528366E-013
         33, 4.01490339379948566E-013
         34, 4.16160349328188146E-013
         35, 4.49476229071763053E-013
         36, 3.98114617266380180E-013
         37, 4.10250124370241626E-013
         38, 4.02214472368575921E-013
         39, 4.05891315274935238E-013
         40, 4.07117233739203965E-013
         41, 4.07824507761434673E-013
         42, 3.93518593874949882E-013
         43, 4.20012303110746948E-013
         44, 3.98673877115438355E-013
         45, 3.97840537690371909E-013
         46, 3.81621014784843925E-013
         47, 3.75453683672976133E-013
         48, 3.91904615294525608E-013
         49, 4.03044161298856603E-013
         50, 4.04651790777565821E-013
         51, 4.16999489869161240E-013
         52, 4.21284676844872846E-013
         53, 3.74632151504308389E-013
         54, 3.94842816516825122E-013
         55, 4.24726176172309265E-013
         56, 4.21397104786656000E-013
         57, 4.24729719069547118E-013
         58, 3.96153736598946888E-013
         59, 4.06481488365136410E-013
         60, 4.08738107928375060E-013
         61, 4.77055314980414571E-013
         62, 3.89364075759543349E-013
         63, 4.01727737578010848E-013
         64, 4.06492230221183655E-013
         65, 4.34410200573510186E-013
         66, 4.00553269114723908E-013
         67, 3.90822035113866569E-013
         68, 4.23997086370003677E-013
         69, 4.02447583343933741E-013
         70, 4.32684945894654112E-013
         71, 4.30009247143763140E-013
         72, 4.11303812841754188E-013
         73, 3.92787453356694511E-013
         74, 4.00728906314032003E-013
         75, 3.88507795820555773E-013
         76, 3.37967369784939280E-013
         77, 4.27086339126523404E-013
         78, 3.96254070851565113E-013
         79, 4.13903836741821495E-013
         80, 3.83417469087946446E-013
         81, 4.26632756510588849E-013
         82, 4.25028015453923835E-013
         83, 3.82973029178941105E-013
         84, 4.15336641308197473E-013
         85, 4.21201059266965252E-013
         86, 4.49158896124148706E-013
         87, 3.82545552510650403E-013
         88, 3.73841851909312293E-013
         89, 4.59431752933920465E-013
         90, 4.25839216617536039E-013
         91, 3.97364201714783110E-013
         92, 4.97265315196820924E-013
         93, 4.37995603357643273E-013
         94, 4.23787501410739698E-013
         95, 4.49600545997560426E-013
         96, 4.13369323789943663E-013
         97, 4.28695408851739657E-013
         98, 4.42328242741101671E-013
         99, 4.17475376249464050E-013
        100, 4.22867763787155400E-013
        101, 4.17057254331366508E-013
        102, 4.27163846423424785E-013
        103, 3.95677730484065376E-013
        104, 4.68036114804579784E-013
        105, 4.19374238128624330E-013
        106, 4.27517876103656357E-013
        107, 4.33213675511665008E-013
        108, 4.15803224120124639E-013
        109, 4.27042662304045525E-013
        110, 4.11000117308792963E-013
        111, 4.06576791805056584E-013
        112, 3.97694799457170032E-013
        113, 4.66164753029953618E-013
        114, 4.26766262849017633E-013
        115, 4.57199932269882263E-013
        116, 3.82518987546662590E-013
        117, 4.38277973476931098E-013
        118, 4.27573828356723716E-013
        119, 4.49627598981331470E-013
        120, 4.38393382931731590E-013
        121, 3.93471014086278432E-013
        122, 4.14010717647869208E-013
        123, 4.40768639918387547E-013
        124, 4.48493932345688153E-013
        125, 3.96964209617592387E-013
        126, 4.84196070439550277E-013
        127, 4.52014319066139735E-013
        128, 5.03819988758384212E-013
        129, 4.58703178054265628E-013
        130, 4.23002379855780995E-013
        131, 4.09456936546875185E-013
        132, 4.32349798131711871E-013
        133, 3.80204861286679790E-013
        134, 4.07334060989662476E-013
        135, 4.43959415306858253E-013
        136, 4.41984922881165013E-013
        137, 4.41797766790612713E-013
        138, 4.40904402716569209E-013
        139, 4.67005278539202964E-013
        140, 4.04353437278570105E-013
        141, 3.93720717205958459E-013
        142, 3.96416856265673764E-013
        143, 4.19958744078395743E-013
        144, 4.83988616821514483E-013
        145, 4.47765575548302343E-013
        146, 4.43637635127120650E-013
        147, 4.09665680046465579E-013
        148, 4.19866360538613230E-013
        149, 4.71857909021861002E-013
        150, 4.16130614410379395E-013
        151, 4.28153997634407826E-013
        152, 4.22780373512510908E-013
        153, 4.69219465942582212E-013
        154, 4.38000192431986964E-013
        155, 4.10333927523401017E-013
        156, 4.41867269205736282E-013
        157, 4.40548089449642522E-013
        158, 4.46535949870348141E-013
        159, 4.58823933813011762E-013
        160, 3.99270703121080612E-013
        161, 4.22410056593351239E-013
        162, 4.24657005525953087E-013
        163, 4.25218794310480488E-013
        164, 4.20842078678430318E-013
        165, 4.15305433637985471E-013
        166, 4.72977033828398177E-013
        167, 4.39573795922346665E-013
        168, 4.83639769000809820E-013
        169, 4.45605949145036480E-013
        170, 4.52718473332697611E-013
        171, 4.38809056627552854E-013
        172, 4.61883785521643188E-013
        173, 4.39105996433228144E-013
        174, 4.33182554858965634E-013
        175, 4.49152206875937294E-013
        176, 4.62446473389773988E-013
        177, 4.42589080983884082E-013
        178, 4.40367622440187220E-013
        179, 4.04841628228109346E-013
        180, 4.96239644443941233E-013
        181, 4.87196679512385234E-013
        182, 4.78491694134961377E-013
        183, 4.37983788888632163E-013
        184, 5.04546735279791034E-013
        185, 4.52000310214488427E-013
        186, 4.30482831816556588E-013
        187, 4.79830133013903749E-013
        188, 4.66687179522251630E-013
        189, 4.89326658935440833E-013
        190, 4.92613312704460076E-013
        191, 4.37060118652871584E-013
        192, 4.84395603840305568E-013
        193, 4.63981720889148225E-013
        194, 4.37070076242895383E-013
        195, 4.80676569902100899E-013
        196, 4.33654399312320127E-013
        197, 3.98455266973755999E-013
        198, 4.47563196427569496E-013
        199, 3.93635270394955652E-013
        200, 5.14902587718723575E-013
        201, 4.81182182228542873E-013
        202, 4.15057014776811700E-013
        203, 4.38032684503406348E-013
        204, 4.45251915315577997E-013
        205, 4.24302504775211540E-013
        206, 4.20056214496619840E-013
        207, 4.13179909824203512E-013
        208, 4.53233274009563450E-013
        209, 4.11309573200689659E-013
        210, 4.61551181184353204E-013
        211, 4.84424162408851451E-013
        212, 4.41248715205649953E-013
        213, 4.18182285746775343E-013
        214, 5.09451863280108543E-013
        215, 4.55941524392892795E-013
        216, 4.21595227631633377E-013
        217, 4.26695893541060702E-013
        218, 4.90002982179974804E-013
        219, 4.54658520952233940E-013
        220, 4.67049909755386015E-013
        221, 4.87167742345420202E-013
        222, 4.79503874837091506E-013
        223, 4.69310128211425248E-013
        224, 5.32049652861935503E-013
        225, 4.44136746458027062E-013
        226, 4.53462826725594768E-013
        227, 4.55014677463874857E-013
        228, 4.74747745711222293E-013
        229, 4.33914643190870002E-013
        230, 4.61283355124652228E-013
        231, 4.47153396376125030E-013
        232, 4.19173787354265493E-013
        233, 4.75814874496024718E-013
        234, 4.86281064780878980E-013
        235, 5.04046461821349840E-013
        236, 5.23561369711217320E-013
        237, 4.39396663095869902E-013
        238, 5.30546866246070372E-013
        239, 5.10384339680131613E-013
        240, 4.27302115844633685E-013
        241, 5.10772193241229304E-013
        242, 4.38576694182204288E-013
        243, 4.39608978546948443E-013
        244, 5.32533322952417241E-013
        245, 4.34265478659921346E-013
        246, 4.44787420724206169E-013
        247, 4.95937180908779105E-013
        248, 4.92536985615364008E-013
        249, 5.28657635755553778E-013
        250, 4.55291520719177705E-013
        251, 4.93155288291882757E-013
        252, 4.70326548633946361E-013
        253, 4.86988607945385962E-013
        254, 5.33826627868951483E-013
        255, 4.98981572333513281E-013
        256, 5.07789380139558441E-013
        257, 4.43836067137246159E-013
        258, 4.69952344902538527E-013
        259, 5.07618978358584544E-013
        260, 4.71277254345048809E-013
        261, 4.94918517401325661E-013
        262, 4.71955334616240352E-013
        263, 4.85717608534359434E-013
        264, 5.06493002565407179E-013
        265, 5.21637939839544661E-013
        266, 4.70211421927820799E-013
        267, 4.92144108636302278E-013
        268, 4.66894430934111393E-013
        269, 4.56883046204406949E-013
        270, 4.68761549671589809E-013
        271, 4.93341557753958228E-013
        272, 5.11692721579027941E-013
        273, 4.87283099155896811E-013
        274, 5.35533929464866073E-013
        275, 5.53599689368917765E-013
        276, 4.92588681050180821E-013
        277, 5.24313976444828244E-013
        278, 4.35752702889923269E-013
        279, 4.74692482525388698E-013
        280, 5.82359321690224155E-013
        281, 4.84600558160651903E-013
        282, 5.21688876387785338E-013
        283, 4.66186096442421420E-013
        284, 4.72014125043595087E-013
        285, 4.77387876409666956E-013
        286, 5.21140193019900977E-013
        287, 4.93355724636370803E-013
        288, 4.65685106496422890E-013
        289, 5.04024352770530485E-013
        290, 4.80235630942064936E-013
        291, 4.87663928971251417E-013
        292, 4.69238137514067183E-013
        293, 5.17863887597613370E-013
        294, 4.86013069464801503E-013
        295, 5.13505097758843188E-013
        296, 5.04620989718741538E-013
        297, 5.22630035820703689E-013
        298, 4.97628305444007008E-013
        299, 4.87447474193037516E-013
        300, 4.74859040139779518E-013
        301, 4.99519840467845766E-013
        302, 5.16149145605308849E-013
        303, 5.34806339585286000E-013
        304, 4.78037378240562091E-013
        305, 5.73023734792447168E-013
        306, 4.92499870907275725E-013
        307, 5.81551806065609520E-013
        308, 5.36035483288769103E-013
        309, 5.08512047141199475E-013
        310, 5.46337735200099915E-013
        311, 5.64257526262719524E-013
        312, 4.97883108665505290E-013
        313, 4.97562253465919521E-013
        314, 5.57558046185523636E-013
        315, 4.66276692562581946E-013
        316, 5.58954241608320223E-013
        317, 5.26328615341685439E-013
        318, 4.88712857032903910E-013
        319, 4.90584838390579060E-013
        320, 5.47295251709980422E-013
        321, 4.71105155737819933E-013
        322, 4.85180233857056086E-013
        323, 4.90202643262815643E-013
        324, 5.32547929190546563E-013
        325, 4.72713184521394947E-013
        326, 4.94058475229554278E-013
        327, 5.30098874191074603E-013
        328, 5.06024232840708927E-013
        329, 5.30983421412589762E-013
        330, 5.38362951356523725E-013
        331, 5.82770851480351723E-013
        332, 5.32895443545976464E-013
        333, 4.91038559800115675E-013
        334, 5.11092371567082070E-013
        335, 4.92972235218861697E-013
        336, 5.74949887225097070E-013
        337, 5.27686811073191823E-013
        338, 5.11471506034063352E-013
        339, 5.69260424713211557E-013
        340, 5.13846261620536100E-013
        341, 5.45919403884914248E-013
        342, 5.48870694386276535E-013
        343, 5.45051686179628951E-013
        344, 4.95899443021170192E-013
        345, 4.97969746588556101E-013
        346, 5.53690415670516314E-013
        347, 5.30578346835547263E-013
        348, 5.59374531359008772E-013
        349, 5.49486635183090219E-013
        350, 5.55934780713401685E-013
        351, 5.68926050456686115E-013
        352, 5.37800736884773325E-013
        353, 5.02103142815610791E-013
        354, 5.43781141403881205E-013
        355, 4.89969105814471707E-013
        356, 5.61235690428369390E-013
        357, 5.73847561195462695E-013
        358, 5.49593449276366462E-013
        359, 5.50740935520543839E-013
        360, 5.25189962868044164E-013
        361, 4.89347325560588743E-013
        362, 5.20791687972768162E-013
        363, 4.92792559321470980E-013
        364, 6.44608840146957515E-013
        365, 5.12113782226380173E-013
        366, 5.77707985683763324E-013
        367, 5.39760019821726408E-013
        368, 4.82983831208050087E-013
        369, 5.51952337189496898E-013
        370, 5.52051778376569305E-013
        371, 5.43516115781516132E-013
        372, 5.35474901806327633E-013
        373, 6.81682840245480511E-013
        374, 5.17871215343505236E-013
        375, 5.34484837174218395E-013
        376, 5.04018386011550067E-013
        377, 4.85791579091189764E-013
        378, 5.38322511062329509E-013
        379, 5.22488123066675906E-013
        380, 5.58455743989138493E-013
        381, 5.24100932178192866E-013
        382, 5.35672581885809424E-013
        383, 5.43942396843947176E-013
        384, 5.60896685999822403E-013
        385, 5.48081425588556008E-013
        386, 5.52493495413495552E-013
        387, 5.40858059304085388E-013
        388, 5.44106034974020353E-013
        389, 5.65110758650098813E-013
        390, 5.80303890156304324E-013
        391, 5.62129587108120573E-013
        392, 5.87886274424625609E-013
        393, 5.97561385184329104E-013
        394, 5.71475898663771268E-013
        395, 5.81960602696073754E-013
        396, 5.69588012311881704E-013
        397, 5.69938749414305314E-013
        398, 5.54977678237824120E-013
        399, 5.83603482297894905E-013
        400, 5.64634047322622348E-013
        401, 4.97467291468836155E-013
        402, 5.95259507881745275E-013
        403, 5.87577286208907334E-013
        404, 5.79382326319678043E-013
        405, 5.56064930310491223E-013
        406, 5.59881075290630744E-013
        407, 5.44092580418392308E-013
        408, 5.25209149446717604E-013
        409, 5.86464417180719666E-013
        410, 6.32203125419434045E-013
        411, 5.14748279178151087E-013
        412, 5.96773952575438499E-013
        413, 5.29960843500477796E-013
        414, 5.63608341104534140E-013
        415, 5.34908006711336106E-013
        416, 5.22499319665505928E-013
        417, 5.41702334689521129E-013
        418, 5.90057241668284006E-013
        419, 5.60425393713036510E-013
        420, 5.71105175727497895E-013
        421, 5.89776217091692073E-013
        422, 6.32117269984184347E-013
        423, 5.57122278630707909E-013
        424, 5.10381329993437478E-013
        425, 6.09763909156122228E-013
        426, 5.41781591234077611E-013
        427, 5.37011981238030603E-013
        428, 5.72378568281165007E-013
        429, 4.87854539229307283E-013
        430, 5.61055981818112771E-013
        431, 5.45713245415914752E-013
        432, 6.21656609561918746E-013
        433, 5.65574633296740215E-013
        434, 5.28010120335051585E-013
        435, 5.70879283407891243E-013
        436, 5.40641230682309248E-013
        437, 5.99205771218761038E-013
        438, 6.19157082001068779E-013
        439, 5.54324898669384873E-013
        440, 6.04070366124345751E-013
        441, 5.37117991633241976E-013
        442, 5.95298591831731399E-013
        443, 5.45433054952870108E-013
        444, 5.23160396808025927E-013
        445, 6.09206244138781995E-013
        446, 5.44885064295477198E-013
        447, 5.77403723748587282E-013
        448, 5.51707334561549276E-013
        449, 5.59830464690208476E-013
        450, 4.94327889771511539E-013
