         0, 2147483647,  1012, 5.25437631102797436E+304
         1,     131312,  1012, 3.30454081467353666E-001
         2,     131272,  1012, 7.29692470210622224E-001
         3,     131250,  1012, 5.37070258840153136E-001
         4,     131125,  1012, 4.64401220211605389E-002
         5,     130923,  1012, 2.67597653360680549E-003
         6,     130837,  1012, 2.49236255223933347E-005
         7,     130805,  1012, 1.06936969077414225E-007
         8,     113057,  1012, 1.07969024073194778E-010
         9,      22187,  1012, 7.46789235013109085E-015
        10,       3715,  1012, 9.90293597391181872E-016
        11,        106,  1012, 0.00000000000000000E+000
        12,          0,  1012, 0.00000000000000000E+000
