         0, 2147483647,  1009, 6.65184704434397196E+303
         1,    8386560,  1008, 0.00000000000000000E+000
         2,    8386560,  1008, 0.00000000000000000E+000
         3,    8386560,  1008, 0.00000000000000000E+000
         4,    8386560,  1008, 0.00000000000000000E+000
         5,    8386560,  1008, 0.00000000000000000E+000
         6,    8386553,  1008, 0.00000000000000000E+000
         7,    8259821,  1008, 0.00000000000000000E+000
         8,    5687551,  1008, 0.00000000000000000E+000
         9,    3829992,  1008, 0.00000000000000000E+000
        10,    1893686,  1008, 0.00000000000000000E+000
        11,     709041,  1008, 0.00000000000000000E+000
        12,     175964,  1008, 0.00000000000000000E+000
        13,      17894,  1008, 0.00000000000000000E+000
        14,        183,  1008, 0.00000000000000000E+000
        15,          7,  1008, 0.00000000000000000E+000
        16,          0,  1008, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 2.71801277220878148E-014
          2, 2.28267962361281933E-014
          3, 1.42829778008143952E-014
          4, 1.65286451967488085E-014
          5, 4.04468747754844197E-014
          6, 4.77983659073841069E-014
          7, 3.32966005286197701E-014
          8, 3.59593855323048441E-014
          9, 3.45298616499279710E-014
         10, 4.43762571253072679E-014
         11, 4.14874235791381049E-014
         12, 4.34205587296829583E-014
         13, 4.36577074518301207E-014
         14, 2.55922110599861421E-014
         15, 4.33644624766903583E-014
         16, 3.89086505009125180E-014
         17, 3.97191129410167333E-014
         18, 4.14421340943543391E-014
         19, 4.40420840832434659E-014
         20, 4.21245259370961562E-014
         21, 4.03928149327321551E-014
         22, 4.32539361130777740E-014
         23, 3.38098260020102035E-014
         24, 4.20425738969415015E-014
         25, 4.31540027490584959E-014
         26, 4.17450545576315486E-014
         27, 3.09539197634093412E-014
         28, 4.06911281253385942E-014
         29, 4.47776028853326196E-014
         30, 3.93914763161754784E-014
         31, 3.92189114722072938E-014
         32, 4.13813156963018414E-014
         33, 4.40461135463355706E-014
         34, 4.25984305902811845E-014
         35, 4.50764278237207965E-014
         36, 4.35010711203113039E-014
         37, 4.44369020010492106E-014
         38, 3.88103732665141670E-014
         39, 4.25024111260167716E-014
         40, 4.09336439958720383E-014
         41, 4.32789131148779069E-014
         42, 4.21385141345083828E-014
         43, 4.23172606500676803E-014
         44, 4.77250183715045420E-014
         45, 3.85715330604040531E-014
         46, 4.13284638355945380E-014
         47, 3.66127019597317565E-014
         48, 4.24939593163281973E-014
         49, 4.03226072664005014E-014
         50, 3.67910953865672878E-014
         51, 3.26234038694368401E-014
         52, 3.99185940885745230E-014
         53, 4.00020244556945217E-014
         54, 4.13782293679167363E-014
         55, 3.84062680053414217E-014
         56, 3.11824899197557237E-014
         57, 4.23594282638795052E-014
         58, 3.38008394028452435E-014
         59, 3.18901219916391351E-014
         60, 4.08333335426220575E-014
         61, 2.39923761420184666E-014
         62, 3.71498033159506402E-014
         63, 3.05293325671896000E-014
         64, 3.04054413132489539E-014
         65, 3.24702186703060397E-014
         66, 3.49156791079945211E-014
         67, 2.68702675154092768E-014
         68, 3.48426040001648698E-014
         69, 3.08085579262728999E-014
         70, 2.61286152910483865E-014
         71, 3.84581372110612769E-014
         72, 3.15238028883414573E-014
         73, 3.63843089773236371E-014
         74, 2.82026537689810246E-014
         75, 3.71084083267906552E-014
         76, 2.96257287393275289E-014
         77, 2.99949532999997805E-014
         78, 3.05149684271489471E-014
         79, 3.39366620466974669E-014
         80, 2.29604600412231698E-014
         81, 2.15463790521971360E-014
         82, 2.84480379155849548E-014
         83, 2.69610543779653942E-014
         84, 3.02389402449793979E-014
         85, 3.02824085652884604E-014
         86, 2.96348187805177665E-014
         87, 3.34248754209605996E-014
         88, 4.09588933594770107E-014
         89, 2.79178071989677625E-014
         90, 2.39801014191089089E-014
         91, 3.06999214578254160E-014
         92, 3.61869168117986720E-014
         93, 3.59008979669158233E-014
         94, 3.09728107386479381E-014
         95, 3.41855536022811298E-014
         96, 1.99844668391746062E-014
         97, 2.25349542258912707E-014
         98, 1.92144930475794953E-014
         99, 4.18223221568527136E-014
        100, 2.70873805657475896E-014
        101, 2.07624334888865419E-014
        102, 2.13665607413342435E-014
        103, 1.82126034185400491E-014
        104, 2.50131057714955508E-014
        105, 2.03825405338311968E-014
        106, 2.92615688774627028E-014
        107, 2.00861032976912792E-014
        108, 2.16775638273651104E-014
        109, 2.20381723161285997E-014
        110, 2.15521161354971989E-014
        111, 3.32931228260539698E-014
        112, 2.50482788748666378E-014
        113, 2.47082657599624434E-014
        114, 2.43549878213668843E-014
        115, 1.90619768885550107E-014
        116, 2.02667970796082651E-014
        117, 1.76884595387058117E-014
        118, 2.69676625169034547E-014
        119, 2.46924553239553515E-014
        120, 2.84612425554937075E-014
        121, 2.73096142241183549E-014
        122, 2.24889500069379215E-014
        123, 2.43966937490293092E-014
        124, 2.37957182354606715E-014
        125, 2.52733285962455612E-014
        126, 3.25154240748947701E-014
        127, 2.38719697526828943E-014
        128, 2.79195896470272114E-014
        129, 2.49294791171692767E-014
        130, 2.88196160980704969E-014
        131, 2.84456828679989477E-014
        132, 2.56064684659459973E-014
        133, 2.46248736793579933E-014
        134, 2.68049331021075099E-014
        135, 2.81485801792293226E-014
        136, 3.02528715068382260E-014
        137, 2.28746525234062444E-014
        138, 3.81218125373950721E-014
        139, 2.38530808738763707E-014
        140, 2.70348125519746063E-014
        141, 1.96990616815946089E-014
        142, 1.89271152650442952E-014
        143, 2.42428671960600002E-014
        144, 2.41017949941969575E-014
        145, 2.38881956371403125E-014
        146, 2.68242883971959030E-014
        147, 2.21767540905018439E-014
        148, 2.88451385363766288E-014
        149, 2.23272658733994915E-014
        150, 2.12620104099900904E-014
        151, 2.66586654750004147E-014
        152, 2.02258342585460899E-014
        153, 1.87548363306783769E-014
        154, 2.14308820490562073E-014
        155, 2.01255549228376910E-014
        156, 2.15433820994699035E-014
        157, 2.34674673485598555E-014
        158, 2.24670800982125798E-014
        159, 2.58243332551394934E-014
        160, 1.99795869427193446E-014
        161, 1.74503910276640801E-014
        162, 1.75694249617896325E-014
        163, 1.86276289343336968E-014
        164, 2.59740999576447506E-014
        165, 2.22163801650805268E-014
        166, 2.88813987718395208E-014
        167, 1.90880769000281968E-014
        168, 2.20543004635387166E-014
        169, 1.83908518532298402E-014
        170, 1.84793768777329391E-014
        171, 2.00902888042378566E-014
        172, 2.15969829682051265E-014
        173, 2.15734613848021449E-014
        174, 3.00382258095036106E-014
        175, 2.33605947746996920E-014
        176, 1.59301794384693548E-014
        177, 2.29972690944200295E-014
        178, 1.66160139332198644E-014
        179, 2.40714274128923069E-014
        180, 1.96684295263446711E-014
        181, 2.22559339812481653E-014
        182, 1.69576126157850043E-014
        183, 1.99340469397956538E-014
        184, 2.13009003629558683E-014
        185, 1.74864253943334383E-014
        186, 2.19051332284875001E-014
        187, 2.38477433629556566E-014
        188, 2.24107477066827724E-014
        189, 1.92776988252912264E-014
        190, 1.80304922222042095E-014
        191, 1.73120757708361242E-014
        192, 1.72620854061769391E-014
        193, 1.59374939139518944E-014
        194, 1.61445753386605372E-014
        195, 1.86516034069775944E-014
        196, 1.90811320854296134E-014
        197, 2.12844990494160201E-014
        198, 2.40197077331463358E-014
        199, 2.01998770761350503E-014
        200, 1.86417959941326909E-014
        201, 1.82044013158377367E-014
        202, 1.75738981497971695E-014
        203, 1.95275164178454020E-014
        204, 2.06760309671204430E-014
        205, 1.95430090192216899E-014
        206, 1.96489028213811461E-014
        207, 1.79338013372655488E-014
        208, 2.01165298860264969E-014
        209, 2.35963277654884179E-014
        210, 1.88081345278109652E-014
        211, 1.51653511123308749E-014
        212, 1.74750933125819985E-014
        213, 1.87586699393438981E-014
        214, 1.95326288364855109E-014
        215, 2.08896391900620519E-014
        216, 1.63349360371126266E-014
        217, 1.59303894753669353E-014
        218, 1.64962772995012226E-014
        219, 1.77034595345736262E-014
        220, 2.05122997684101172E-014
        221, 1.99505581703748809E-014
        222, 1.92670560420526313E-014
        223, 1.60352497777622103E-014
        224, 2.00145186611226393E-014
        225, 2.04139379664617767E-014
        226, 1.78605689883703041E-014
        227, 1.72347487693767791E-014
        228, 1.70173816483464238E-014
        229, 1.87434605884996759E-014
        230, 1.81674813974916642E-014
        231, 1.86400665135892404E-014
        232, 2.21341191468609152E-014
        233, 2.00316749893495974E-014
        234, 2.19160799605169991E-014
        235, 2.17255438514283416E-014
        236, 1.85871004252560802E-014
        237, 2.28221524607494382E-014
        238, 2.03315589713989710E-014
        239, 1.80196985023238351E-014
        240, 1.91262111551045125E-014
        241, 2.04405674963922815E-014
        242, 2.18102341708156674E-014
        243, 2.13467708307762023E-014
        244, 1.65097440414827832E-014
        245, 2.35453146044224197E-014
        246, 1.70454391253541422E-014
        247, 2.32801091102534899E-014
        248, 1.85961852764065617E-014
        249, 1.98939601381006575E-014
        250, 1.86397857596631792E-014
        251, 2.16967509135951433E-014
        252, 1.83646065434514154E-014
        253, 2.04022245001232079E-014
        254, 1.96158390135235473E-014
        255, 1.77097762940631341E-014
        256, 1.58743009436415632E-014
        257, 2.06139114581524336E-014
        258, 2.10069357352542535E-014
        259, 1.99157103520775562E-014
        260, 1.79923526504946175E-014
        261, 1.76490797843934544E-014
        262, 1.79322099335212419E-014
        263, 1.62833236129560518E-014
        264, 1.53243706591182019E-014
        265, 1.59435816462763619E-014
        266, 1.79185528649551094E-014
        267, 1.76164803072721531E-014
        268, 1.61832891849046745E-014
        269, 1.61580026722323081E-014
        270, 1.69765985258447092E-014
        271, 1.48259848597228656E-014
        272, 1.95926306044653926E-014
        273, 1.73788553261515107E-014
        274, 1.78118109699190590E-014
        275, 1.86185745307433846E-014
        276, 1.75112412282898773E-014
        277, 1.66787274325573403E-014
        278, 1.82381597252047368E-014
        279, 1.68999613874634067E-014
        280, 1.67108840212937295E-014
        281, 1.59216137012785255E-014
        282, 1.53458260527924582E-014
        283, 1.66023506741196410E-014
        284, 1.67343655762356865E-014
        285, 1.88694547079508909E-014
        286, 1.96990509415830493E-014
        287, 2.12915067594395208E-014
        288, 1.63238400282193025E-014
        289, 1.77394926164632512E-014
        290, 2.32864349418330721E-014
        291, 2.06229907031715547E-014
        292, 1.98852059706830568E-014
        293, 1.54633442065844407E-014
        294, 1.53123410127181114E-014
        295, 1.42376534990642665E-014
        296, 1.83717356635465591E-014
        297, 1.90634972875824343E-014
        298, 1.74960556369212161E-014
        299, 1.79202466002682733E-014
        300, 1.71196679020327971E-014
        301, 1.72885207468789012E-014
        302, 1.65026571534148167E-014
        303, 2.31894479440700412E-014
        304, 2.03148918409197143E-014
        305, 1.62169611977771041E-014
        306, 1.89462993960594453E-014
        307, 1.71031025243115707E-014
        308, 1.93708202925546182E-014
        309, 1.75668684248651325E-014
        310, 1.76069941732724256E-014
        311, 1.73978326550052570E-014
        312, 1.72677763154155646E-014
        313, 2.08447272340951082E-014
        314, 2.09140201760075889E-014
        315, 1.66035842534522162E-014
        316, 1.71935946407774478E-014
        317, 1.92313517149165047E-014
        318, 1.49730599564782752E-014
        319, 1.94609735736708756E-014
        320, 1.74424798775339366E-014
        321, 2.66346160398374832E-014
        322, 1.66008550053245435E-014
        323, 1.65536485177939810E-014
        324, 1.68977167980441016E-014
        325, 1.71681847610078988E-014
        326, 1.69656383475426450E-014
        327, 1.65057533055610922E-014
        328, 1.60142202416672134E-014
        329, 1.50077792833999901E-014
        330, 1.47423672101527238E-014
        331, 1.64767588002849422E-014
        332, 1.85696668120280273E-014
        333, 1.62930366316431373E-014
        334, 2.16395046352084563E-014
        335, 1.74513067943092195E-014
        336, 2.17389915379851506E-014
        337, 1.72073398194298170E-014
        338, 1.71408523504377449E-014
        339, 1.59645440349031710E-014
        340, 1.59123792232111587E-014
        341, 1.70730818964364161E-014
        342, 1.56817430569742208E-014
        343, 1.74063416259477880E-014
        344, 1.48650389319177327E-014
        345, 1.74258504612814261E-014
        346, 1.57911510663953798E-014
        347, 1.63147560342099574E-014
        348, 1.50953932022822688E-014
        349, 1.56189604528767391E-014
        350, 1.59966421513119403E-014
        351, 1.56665865018155226E-014
        352, 1.50525515520938003E-014
        353, 1.73235218924629917E-014
        354, 1.66521730052107012E-014
        355, 1.75841750827208966E-014
        356, 1.56335136076104477E-014
        357, 1.51602636024054910E-014
        358, 1.48027396074080852E-014
        359, 1.42956414064883544E-014
        360, 1.40086769694362516E-014
        361, 1.59874747723888082E-014
        362, 1.57998478707767031E-014
        363, 1.50842194430761076E-014
        364, 1.60684257733006909E-014
        365, 1.60780111921804677E-014
        366, 1.51489365373834961E-014
        367, 1.61180513640550786E-014
        368, 1.55332525968123922E-014
        369, 1.43107629201468852E-014
        370, 1.50663440828544311E-014
        371, 1.51668912801895928E-014
        372, 1.69802294821010240E-014
        373, 1.63338326445303139E-014
        374, 1.59792250107922223E-014
        375, 1.58532518224002685E-014
        376, 1.65722759646920621E-014
        377, 1.42009957118010414E-014
