         0, 2147483647,  1008, 3.26729660994224846E+303
         1,    8386560,  1007, 2.50263686418258746E-001
         2,    8386560,  1007, 8.83169720007051795E-002
         3,    8386560,  1007, 1.03347885046259094E-001
         4,    8386560,  1007, 1.37336388841100332E-001
         5,    8386560,  1007, 1.17845064325995924E-001
         6,    8386560,  1007, 6.51694424054225733E-003
         7,    8351417,  1007, 7.25364262538668149E-004
         8,    7008963,  1007, 1.19480103768730040E-005
         9,    5306431,  1007, 6.61142887603578969E-008
        10,    3688385,  1007, 1.18723347262638147E-010
        11,    1092937,  1007, 5.40136346558441675E-014
        12,     300984,  1007, 4.08728844724777916E-015
        13,      44159,  1007, 3.56606994268051858E-015
        14,        454,  1007, 3.46468122712498056E-015
        15,         11,  1007, 1.26627989731606264E-015
        16,          0,  1007, 0.00000000000000000E+000
"j", "||(G*V)j - (U*Σ)j||_F / Σj"
          1, 1.01684594189863906E-012
          2, 1.01543901313940819E-012
          3, 1.05478820452378995E-012
          4, 1.13709093359863888E-012
          5, 1.06612486379095801E-012
          6, 1.01552179979647856E-012
          7, 1.12466453131314458E-012
          8, 1.06200673940209391E-012
          9, 1.03003792873783121E-012
         10, 1.10014917181593024E-012
         11, 1.08812999447475595E-012
         12, 1.03072632787456399E-012
         13, 1.09624283129283911E-012
         14, 1.12027831950911975E-012
         15, 1.12483934174269045E-012
         16, 1.14273172300629813E-012
         17, 1.10402963558476274E-012
         18, 1.14924613168738443E-012
         19, 1.16727423336110927E-012
         20, 1.20298952248677189E-012
         21, 1.17503744354721488E-012
         22, 1.14957050297142865E-012
         23, 1.10880819501375584E-012
         24, 1.12426126418134155E-012
         25, 1.17508109010836189E-012
         26, 1.14357495318191317E-012
         27, 1.16111706574652308E-012
         28, 1.20213110693087999E-012
         29, 1.09708809047816871E-012
         30, 1.05653389871157448E-012
         31, 1.12385738524337629E-012
         32, 1.20437412840235179E-012
         33, 1.13165282403632746E-012
         34, 1.15857648635029073E-012
         35, 1.10894824922200718E-012
         36, 1.10653709435483481E-012
         37, 1.19084206542796510E-012
         38, 1.12240828942084614E-012
         39, 1.22082300951375658E-012
         40, 1.19394171491519214E-012
         41, 1.10739686647716508E-012
         42, 1.24106756527031359E-012
         43, 1.25173282032955446E-012
         44, 1.18653521351637998E-012
         45, 1.15555096766578575E-012
         46, 1.17296626486307090E-012
         47, 1.14421062953699235E-012
         48, 1.02336887590618188E-012
         49, 1.09534877495369735E-012
         50, 1.19849887398113214E-012
         51, 1.19773678827625980E-012
         52, 1.14209599823376044E-012
         53, 1.16854778421697996E-012
         54, 1.15488619324346675E-012
         55, 1.27336726319814982E-012
         56, 1.08693692868678666E-012
         57, 1.20777644134747804E-012
         58, 1.14920755600305984E-012
         59, 1.16221828058502745E-012
         60, 1.08442301287053537E-012
         61, 1.22589917846136876E-012
         62, 1.19290689256990734E-012
         63, 1.14105724962726346E-012
         64, 1.15454068359287704E-012
         65, 1.14528140567464231E-012
         66, 1.19716432974470072E-012
         67, 1.17616634318889299E-012
         68, 1.08962306869504248E-012
         69, 1.25224508627082115E-012
         70, 1.10029966574024203E-012
         71, 1.19785883377324260E-012
         72, 1.19395419314512294E-012
         73, 1.23164493963429987E-012
         74, 1.14606994251623099E-012
         75, 1.14378242266409707E-012
         76, 1.26578900884193312E-012
         77, 1.17190602294455607E-012
         78, 1.12541839889627747E-012
         79, 1.16313846611302894E-012
         80, 1.17874919540992020E-012
         81, 1.22526357686046472E-012
         82, 1.15741104357337958E-012
         83, 1.22807272524868651E-012
         84, 1.17427701511034312E-012
         85, 1.22136415422901049E-012
         86, 1.08084893728019672E-012
         87, 1.21780526397838494E-012
         88, 1.14173897345766112E-012
         89, 1.16486879075999692E-012
         90, 1.16818195138508151E-012
         91, 1.16291557452691199E-012
         92, 1.14919150038912560E-012
         93, 1.31363143245738173E-012
         94, 1.16869580595930727E-012
         95, 1.20165432415485053E-012
         96, 1.26104917180903577E-012
         97, 1.22493886698818747E-012
         98, 1.20802672332486715E-012
         99, 1.27650811724892700E-012
        100, 1.21312268451181622E-012
        101, 1.16001298334609398E-012
        102, 1.20525165065593310E-012
        103, 1.18121000174918808E-012
        104, 1.18957727281749093E-012
        105, 1.14522499733439402E-012
        106, 1.15421852912302225E-012
        107, 1.12912427691792446E-012
        108, 1.23724401671732136E-012
        109, 1.16586011466045693E-012
        110, 1.32845424347485267E-012
        111, 1.12217146786835804E-012
        112, 1.18075799264387874E-012
        113, 1.27564328496831285E-012
        114, 1.19303915385406050E-012
        115, 1.16894352492461194E-012
        116, 1.19583055946042415E-012
        117, 1.17817823798136573E-012
        118, 1.25094889969568236E-012
        119, 1.23991185825063100E-012
        120, 1.11950083382612528E-012
        121, 1.25958583398664800E-012
        122, 1.13758622783181309E-012
        123, 1.21427926413438099E-012
        124, 1.21841513217410311E-012
        125, 1.24919061547308968E-012
        126, 1.26520253546992323E-012
        127, 1.14593006698317612E-012
        128, 1.22673822573358366E-012
        129, 1.19343095699632032E-012
        130, 1.22755633926851536E-012
        131, 1.15835652025280656E-012
        132, 1.30826245387199380E-012
        133, 1.16389103440825897E-012
        134, 1.29132789597795636E-012
        135, 1.23147281516937869E-012
        136, 1.29110516644604873E-012
        137, 1.18838990828394352E-012
        138, 1.11983677847043097E-012
        139, 1.18111706323438032E-012
        140, 1.18434266987993932E-012
        141, 1.24264371429050329E-012
        142, 1.47842240563664744E-012
        143, 1.29997194077470674E-012
        144, 1.15073389289877896E-012
        145, 1.30713656281209454E-012
        146, 1.16159807835308296E-012
        147, 1.28579861669326150E-012
        148, 1.16125844004950408E-012
